,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_mut_dist
1203,Netherlands/GL-RIVM-64674/2021,2021-10-10,B.1.617.2,471156,16,2,10,False,True,True,True,True,24751,448088,384355,B.1.617.2,AY.4,256899,2021-04-08,9
1204,USA/AZ-CDC-ASC210359315/2021,2021-10-11,B,472213,2,2,6,True,True,True,True,True,15451,435178,366695,B,B,5174,2020-01-20,0
1205,Switzerland/GE-HUG-35679611/2021,2021-10-11,AY.125,472304,1,2,9,False,True,True,True,False,5392,424789,346444,AY.122,B.1.617.2,253063,2021-04-02,45
1206,USA/IL-CDC-LC0353515/2021,2021-10-11,AY.103,472707,1,2,10,True,True,True,True,True,28313,441830,455917,AY.103,AY.3,253063,2021-04-02,0
1207,England/MILK-27626B2/2021,2021-10-12,AY.4,473638,2,2,7,True,True,True,True,True,6473,390373,403585,AY.4,AY.4,261203,2021-04-18,0
1208,USA/NY-PRL-2021_1015_01C08/2021,2021-10-12,AY.100,474067,2,2,6,True,True,True,True,True,9559,355814,360730,AY.44,AY.100,243149,2021-03-26,0
1209,USA/FL-CDC-LC0330958/2021,2021-10-13,AY.75,474731,1,2,4,True,True,True,True,True,4181,344119,441552,AY.4,AY.75,179,2020-02-20,0
1210,CzechRepublic/6SVAN20/2021,2021-10-13,AY.43,474996,1,2,14,False,True,True,True,False,913,291367,377474,Q.4,B.1.617.2,179,2020-02-20,70
1211,CzechRepublic/6SVAN30/2021,2021-10-13,AY.113,475081,1,2,9,False,True,True,True,False,9077,440365,443610,B,AY.113,253063,2021-04-02,45
1212,USA/UT-UPHL-211105093546/2021,2021-10-13,AY.3,475468,1,2,8,True,True,True,True,True,27638,450605,407214,AY.3,AY.3,306321,2021-05-15,0
1213,USA/FL-BPHL-11100/2021,2021-10-14,AY.3,476372,1,2,17,False,True,True,True,True,21008,405000,435391,Unknown (R),AY.3,179,2020-02-20,4
1214,USA/VA-CDC-LC0331502/2021,2021-10-14,AY.103,476785,1,2,6,True,True,True,True,True,16726,346570,386997,AY.44,AY.103,253063,2021-04-02,7
1215,USA/VT-CDCBI-CRSP_7BD4V34OTNXZNICC/2021,2021-10-14,AY.103,476919,2,2,4,True,True,True,True,True,13995,475662,418854,AY.103,AY.103,418854,2021-08-29,0
1216,USA/MD-CDC-ASC210363511/2021,2021-10-14,AY.3,477002,1,2,9,True,True,True,True,False,10642,347819,389032,Unknown (R),AY.3.4,253063,2021-04-02,18
1217,USA/MN-CDC-QDX30130147/2021,2021-10-15,AY.44,477658,8,2,4,True,True,True,True,True,21742,476067,362220,AY.44,AY.44,271698,2021-04-20,0
1218,Portugal/PT19271/2021,2021-10-15,B.1.617.2,477806,2,2,7,False,True,True,True,True,22326,449001,345432,AY.103,AY.4,253063,2021-04-02,4
1219,USA/WA-CDC-UW21101557264/2021,2021-10-15,AY.20,477840,1,2,12,False,True,True,True,True,3997,345827,380590,AY.4,AY.20,256899,2021-04-08,10
1220,Thailand/18981/2021,2021-10-15,B.1.617.2,478100,1,3,22,False,True,True,True,False,8772,406638,470544,AY.85,AY.122,253063,2021-04-02,20
1221,Thailand/18981/2021,2021-10-15,B.1.617.2,478100,1,3,22,False,True,True,True,False,27732,470544,441529,AY.122,AY.85,253063,2021-04-02,0
1222,England/ALDP-27A950D/2021,2021-10-16,AY.4.2,479001,8,2,3,True,True,True,True,True,25549,445952,429001,AY.4.2,AY.4,256899,2021-04-08,0
1223,England/MILK-279E750/2021,2021-10-16,AY.4,479081,3,2,3,True,True,True,True,True,20811,476586,477155,AY.4,AY.4,477155,2021-09-23,0
1224,USA/UT-UPHL-211103090727/2021,2021-10-17,B.1.617.2,479864,1,2,6,True,True,True,True,True,21372,463325,340174,AY.39,AY.122,253063,2021-04-02,0
1225,Belgium/Jessa_55-2141-001149/2021,2021-10-17,AY.43,480396,2,2,5,True,True,True,True,True,8986,386352,437181,AY.26,AY.43,179,2020-02-20,0
1226,Israel/SMC-7020138/2021,2021-10-17,AY.122.1,480471,2,2,8,True,True,True,True,True,27527,476628,465995,AY.122.1,AY.122,286443,2021-05-08,10
1227,USA/PA-CDC-ASC210468788/2021,2021-10-17,B.1,480484,3,3,10,False,True,True,True,False,17124,408681,455666,B.1.617.2,AY.39,179,2020-02-20,70
1228,USA/PA-CDC-ASC210468788/2021,2021-10-17,B.1,480484,3,3,10,False,True,True,True,False,21372,455666,440292,AY.39,AY.44,253063,2021-04-02,23
1229,USA/CA-CDC-ASC210467204/2021,2021-10-17,B.1.617.2,480624,1,2,8,False,True,True,True,True,14014,370116,359769,AY.44,B.1.617.2,179,2020-02-20,52
1230,Brazil/RS-LMM65709/2021,2021-10-17,AY.99.2,480756,9,2,10,False,True,True,True,False,10029,432034,409393,AY.45,Unknown (R),179,2020-02-20,68
1231,USA/ID-CDC-LC0340333/2021,2021-10-18,AY.44,481553,1,2,6,True,True,True,True,True,27494,444343,360739,AY.44,AY.119,253063,2021-04-02,0
1232,England/QEUH-27A9C9F/2021,2021-10-18,AY.4,481566,1,2,5,True,True,True,True,True,10870,451774,461801,AY.4,AY.4,266702,2021-04-17,0
1233,USA/MN-CDC-IBX003217291262/2021,2021-10-18,AY.117,481599,1,2,6,False,True,True,True,False,24208,355585,464248,B.1.617.2,B.1.617.2,253063,2021-04-02,42
1234,USA/UT-UPHL-211026870974/2021,2021-10-18,AY.25,481603,1,2,6,False,True,True,True,False,27638,395810,341506,AY.25,B.1.617.2,204945,2021-03-04,31
1235,SriLanka/aicbu2056/2021,2021-10-18,B.1.617.2,481874,2,2,8,True,True,True,True,True,18796,472108,465442,B.1.617.2,B.1.617.2,253063,2021-04-02,0
1236,USA/NY-PRL-00N15/2021,2021-10-18,AY.44,482018,1,2,7,True,True,True,True,True,5184,356718,475044,AY.55,AY.44,179,2020-02-20,0
1237,CzechRepublic/6SVAN70/2021,2021-10-19,AY.43,483034,1,3,7,True,True,True,True,False,22917,396291,25257,AY.43,B.1.1.37,5868,2020-02-21,27
1238,CzechRepublic/6SVAN70/2021,2021-10-19,AY.43,483034,1,3,7,True,True,True,True,False,25469,25257,393804,B.1.1.37,AY.104,5868,2020-02-21,27
1239,Congo/FCRM-115-12574/2021,2021-10-19,B.1.640.1,483348,22,2,35,False,True,True,True,True,23063,5868,382076,B.1,B.1.621,179,2020-02-20,7
1240,USA/UT-UPHL-211028918051/2021,2021-10-20,AY.44,484055,1,2,7,False,True,True,True,False,23604,365907,366695,AY.44,B,179,2020-02-20,62
1241,USA/AR-UMGC-21241/2021,2021-10-20,B.1.617.2,484134,1,2,10,True,True,True,True,False,11201,379856,400336,AY.47,Unknown (R),179,2020-02-20,45
1242,USA/IN-GD-102721-201/2021,2021-10-20,AY.44,484454,1,2,6,True,True,True,True,True,6638,362631,479525,AY.4,AY.44,253063,2021-04-02,0
1243,England/NEWC-27FC8D5/2021,2021-10-20,AY.4.2,484465,4,2,4,True,True,True,True,True,15192,464422,479001,AY.4,Unknown (R),256899,2021-04-08,0
1244,USA/UT-CDC-LC0347310/2021,2021-10-20,AY.26,484634,1,2,10,True,False,False,False,False,14361,343781,418720,AY.24,AY.26,245582,2021-03-27,0
1245,France/IDF-HMN-21112040232/2021,2021-10-21,AY.122,485106,3,2,9,True,True,True,True,True,28248,343013,465103,AY.122,AY.43,253063,2021-04-02,0
1246,Egypt/CCHE57357_Wave_4_095/2021,2021-10-21,B.1.617.2,485139,1,2,22,False,True,True,True,False,20937,482777,345117,AY.122,AY.122,286443,2021-05-08,44
1247,USA/TX-CDC-ASC210490155/2021,2021-10-21,B.1.617.2,485811,2,2,9,False,True,True,True,True,21618,388249,421578,AY.100,B,179,2020-02-20,20
1248,USA/MI-CDC-ASC210490326/2021,2021-10-22,AY.3,486412,1,2,7,True,True,True,True,True,26491,461890,385758,AY.3,AY.3,306321,2021-05-15,0
1249,USA/MA-CDCBI-CRSP_ELXCQJ2YVJVDX7ZO/2021,2021-10-22,AY.44,486769,1,2,7,False,True,True,True,True,12784,481017,440016,AY.3,AY.44,253063,2021-04-02,5
1250,England/PLYM-28212F6/2021,2021-10-22,B.1.617.2,486861,1,2,5,True,True,True,True,True,21714,402030,465131,AY.120,AY.4,256899,2021-04-08,0
1251,USA/CO-CDC-ASC210340472/2021,2021-10-23,B,487619,5,2,9,False,True,True,True,False,26767,760,436713,B,AY.103,1,2019-12-26,35
1252,CzechRepublic/6SVAN153/2021,2021-10-23,AY.43,488120,1,2,8,False,True,True,True,False,11332,439753,469420,B.1.617.2,AY.43,253063,2021-04-02,22
1253,Romania/PH-484420/2021,2021-10-23,AY.46,488395,1,2,9,True,True,True,True,True,12473,426332,385128,AY.46,AY.9.2,179,2020-02-20,0
1254,Australia/NSW-ICPMR-12283/2021,2021-10-24,AY.39.1.2,488966,1,2,5,True,True,True,True,True,26491,477140,329064,AY.39.1.2,AY.4,256899,2021-04-08,0
1255,USA/PA-CDC-ASC210497632/2021,2021-10-24,B,489002,2,2,11,False,True,True,True,False,19160,359167,388295,AY.14,B.1.617.2,179,2020-02-20,56
1256,CzechRepublic/6SVAN162/2021,2021-10-25,AY.121,490181,1,2,13,True,False,False,False,False,15451,435408,359769,Unknown (R),B.1.617.2,179,2020-02-20,0
1257,USA/UT-UPHL-211115289543/2021,2021-10-25,AY.3,490486,1,2,6,True,True,True,True,True,27638,374894,407214,AY.3,AY.3,286821,2021-05-09,0
1258,USA/WA-CDC-UW21102552792/2021,2021-10-25,AY.44,490536,1,2,6,True,True,True,True,True,27382,460553,486070,AY.91,AY.44,271698,2021-04-20,0
1259,USA/IL-CDC-ASC210478871/2021,2021-10-25,AY.103,490995,1,2,11,True,True,True,True,True,27638,427420,389032,AY.103,AY.3.4,253063,2021-04-02,0
1260,Germany/ST-RKI-I-306425/2021,2021-10-25,AY.124,491182,1,2,10,False,True,True,True,True,11200,358032,438101,AY.98.1,AY.124,253063,2021-04-02,46
1261,USA/PA-BOL-M21135041/2021,2021-10-26,AY.103,491759,1,2,5,True,True,True,True,True,26491,435744,329064,AY.103,AY.4,253063,2021-04-02,0
1262,CzechRepublic/NRL_15873/2021,2021-10-26,AY.36.1,491933,1,3,15,False,True,True,True,False,7252,468251,490300,AY.36.1,AY.111,256899,2021-04-08,44
1263,CzechRepublic/NRL_15873/2021,2021-10-26,AY.36.1,491933,1,3,15,False,True,True,True,False,20451,490300,372840,AY.111,AY.36,256899,2021-04-08,44
1264,USA/MA-CDC-ASC210497201/2021,2021-10-26,AY.25,492204,1,2,10,True,False,False,False,False,26107,480756,454996,Unknown (R),AY.25.1,204945,2021-03-04,0
1265,USA/CA-CDC-ASC210442528/2021,2021-10-26,B,492241,1,2,8,True,True,True,True,True,14408,390503,393366,B,B.1,1,2019-12-26,0
1266,Lithuania/LTU000_NVSPL_MB61319/2021,2021-10-27,AY.4.5,493754,1,2,13,True,True,True,True,True,9627,465562,491288,AY.4.5,AY.4.5,322991,2021-06-08,0
1267,USA/OH-CDC-ASC210442525/2021,2021-10-27,B,493763,1,2,10,True,True,True,True,True,7124,404355,419272,AY.100,B,1,2019-12-26,0
1268,USA/CO-CDC-ASC210442147/2021,2021-10-27,B.1.617.2,493819,1,2,10,True,True,True,True,True,21618,378048,485810,AY.25,B.1.617.2,179,2020-02-20,0
1269,USA/UT-UPHL-211115275699/2021,2021-10-28,AY.67,494538,1,2,9,True,True,True,True,True,19519,332444,489002,AY.67,Unknown (R),179,2020-02-20,0
1270,Estonia/RC0171630/2021,2021-10-28,AY.4.5,494730,2,2,11,False,True,True,True,False,25775,490383,369711,AY.4.5,B.1.617.2,253063,2021-04-02,15
1271,Lithuania/LTU000_KUL_5253559/2021,2021-10-29,AY.43,495719,1,2,11,True,False,False,False,False,18744,491288,371746,AY.4.5,AY.43,253063,2021-04-02,0
1272,Slovakia/32393/2021,2021-10-29,AY.42,495762,1,2,7,False,True,True,True,True,15181,484919,368864,AY.42,AY.4,256899,2021-04-08,2
1273,England/BRBR-28BBB05/2021,2021-10-29,AY.4,495843,2,2,5,True,True,True,True,True,7851,455745,443336,AY.46.6,AY.4,261771,2021-04-02,0
1274,USA/NY-CDC-LC0360090/2021,2021-10-29,B.1.617.2,495955,1,2,15,False,False,False,False,False,11201,353189,424188,AY.103,B.1.617.2,179,2020-02-20,0
1275,USA/WA-CDC-QDX30567194/2021,2021-10-29,AY.44,496259,1,2,7,True,True,True,True,False,6638,476490,467349,AY.44,AY.44,317108,2021-04-16,14
1276,USA/CT-Yale-12753/2021,2021-10-30,AY.44,496726,5,2,5,False,True,True,True,True,15483,383267,482633,AY.44,AY.44,333649,2021-06-13,0
1277,Lithuania/LTU000_REZUS_10_30_153/2021,2021-10-30,AY.4.5,497473,3,3,13,False,True,True,True,True,7252,454033,494580,AY.4,AY.4.5,266702,2021-04-17,10
1278,Lithuania/LTU000_REZUS_10_30_153/2021,2021-10-30,AY.4.5,497473,3,3,13,False,True,True,True,True,23029,494580,369082,AY.4.5,AY.4.5,322991,2021-06-08,0
1279,USA/NJ-CDC-ASC210448164/2021,2021-10-30,AY.39,497632,7,2,7,True,True,True,True,True,15451,480756,349663,Unknown (R),B.1.617.2,345304,2021-06-14,0
1280,Estonia/18350040/2021,2021-10-31,AY.122,497900,2,3,14,False,True,True,True,True,7252,473485,494565,AY.122,AY.111,253063,2021-04-02,0
1281,Estonia/18350040/2021,2021-10-31,AY.122,497900,2,3,14,False,True,True,True,True,21846,494565,464417,AY.111,AY.122,253063,2021-04-02,47
1282,Estonia/RC0180782/2021,2021-10-31,AY.43,498027,2,3,11,False,True,True,True,False,7252,331516,495176,AY.4,AY.111,256899,2021-04-08,36
1283,Estonia/RC0180782/2021,2021-10-31,AY.43,498027,2,3,11,False,True,True,True,False,15952,495176,399768,AY.111,AY.43,253063,2021-04-02,36
1284,Croatia/13391/2021,2021-10-31,AY.4,498182,1,3,14,True,True,True,True,True,7252,443552,497473,AY.4,Unknown (R),266702,2021-04-17,0
1285,Croatia/13391/2021,2021-10-31,AY.4,498182,1,3,14,True,True,True,True,True,24691,497473,443552,Unknown (R),AY.4,266702,2021-04-17,0
1286,USA/CA-CDC-ASC210450838/2021,2021-11-01,B.1,499342,1,2,7,False,True,True,True,False,11201,388250,476037,B.1.617.2,B,5174,2020-01-20,27
1287,England/PLYM-2903420/2021,2021-11-01,AY.4.2,499652,1,2,6,True,True,True,True,True,21995,377378,377969,AY.4,AY.4.2.1,261203,2021-04-18,0
1288,Croatia/13397/2021,2021-11-01,B.1.617.2,499655,1,2,15,False,False,False,False,False,13712,498027,382996,Unknown (R),B.1.617.2,253063,2021-04-02,0
1289,USA/IL-CDC-ASC210450643/2021,2021-11-01,B.1.617.2,500257,1,2,10,True,True,True,True,True,22917,415059,448153,AY.25,Unknown,261771,2021-04-02,0
1290,USA/CA-CDPH-3000266531/2021,2021-11-02,AY.25,500518,15,2,5,True,True,True,True,True,17679,320155,413485,B.1.617.2,AY.25,261771,2021-04-02,0
1291,USA/NY-CDC-LC0363766/2021,2021-11-02,AY.44,500683,1,2,6,False,True,True,True,False,18045,476598,469681,AY.44,AY.46.6,261771,2021-04-02,15
1292,USA/CO-CDC-ASC210519502/2021,2021-11-02,B.1.617.2,501111,1,2,6,True,True,True,True,True,26107,353327,499971,AY.25,AY.100,243149,2021-03-26,0
1293,Luxembourg/LNS5637928/2021,2021-11-02,B.1.617.2,501115,1,2,7,False,True,True,True,True,11562,486761,389034,AY.25.1,B.1.617.2,253063,2021-04-02,4
1294,USA/MI-CDC-ASC210386633/2021,2021-11-02,B.1.617.2,501311,1,2,9,True,True,True,True,True,21372,496641,334328,AY.39,Unknown (R),179,2020-02-20,0
1295,USA/CA-CDC-ASC210520184/2021,2021-11-02,AY.25,501558,1,2,7,True,True,True,True,True,27638,493336,389032,AY.25,AY.3.4,253063,2021-04-02,0
1296,USA/NE-CDC-QDX30811041/2021,2021-11-03,AY.25.1,501956,1,2,4,True,True,True,True,False,3948,315180,477587,AY.4,AY.25.1,253063,2021-04-02,16
1297,Germany/NW-RKI-I-314160/2021,2021-11-03,AY.121,502484,10,2,5,False,True,True,True,True,5085,331364,476260,AY.4,AY.121,256899,2021-04-08,9
1298,Germany/NW-HHU-13214/2021,2021-11-04,B.1.617.2,503617,1,2,5,True,True,True,True,True,16726,438956,486899,AY.103,AY.121,253063,2021-04-02,0
1299,Italy/LAZ-IFO-11043055/2021,2021-11-04,B.1.640.1,504028,21,2,13,False,False,False,False,False,27925,483347,113161,B.1.640.1,B.1.351,179,2020-02-20,0
1300,Denmark/DCGC-211347/2021,2021-11-05,AY.98.1,504485,1,2,6,True,True,True,True,True,22314,503479,372840,AY.98.1,AY.36,253063,2021-04-02,0
1301,USA/AZ-CDC-ASC210522611/2021,2021-11-05,AY.46.4,504609,1,2,7,True,True,True,True,True,4181,204622,376558,B.1.36,AY.46.4,179,2020-02-20,0
1302,USA/WY-CDC-ASC210523731/2021,2021-11-05,B.1.617.2,504755,1,2,9,True,True,True,True,False,21618,454574,440292,AY.25,AY.44,253063,2021-04-02,78
1303,USA/UT-UPHL-211123377322/2021,2021-11-05,AY.100,504770,2,2,5,True,True,True,True,True,19554,488507,504364,AY.100,AY.100,348609,2021-06-29,0
1304,France/IDF-CERBAHC-11447863/2021,2021-11-05,AY.98.1,505284,13,2,6,False,True,True,True,True,25694,491258,490401,AY.98.1,AY.98.1,491258,2021-07-07,3
1305,USA/DE-CDC-LC0373316/2021,2021-11-06,AY.103,506339,3,2,8,False,True,True,True,False,9683,384386,455202,AY.39.1,AY.103,253063,2021-04-02,10
1306,England/BRBR-29935E6/2021,2021-11-06,AY.4,506629,11,2,4,True,True,True,True,True,16428,343684,438438,B.1.617.2,AY.4,266702,2021-04-17,0
1307,USA/CO-CDPHE-2102233511/2021,2021-11-07,AY.25,507158,9,2,4,True,True,True,True,True,7926,499051,435711,AY.44,AY.25,253063,2021-04-02,0
1308,USA/MI-CDC-STM-XBWW2YPRB/2021,2021-11-07,B.1.617.2,507568,3,2,11,False,True,True,True,True,22801,417866,318416,B.1.617.2,AY.4,261771,2021-04-02,3
1309,Sweden/01_SE100_21CS105734/2021,2021-11-07,AY.43,507728,1,2,5,True,True,True,True,True,8251,432534,504107,B.1.617.2,AY.43,253063,2021-04-02,0
1310,Sweden/461847692557/2021,2021-11-08,AY.122,508244,1,3,19,False,True,True,True,True,8322,375069,497472,AY.122,AY.4.5,253063,2021-04-02,0
1311,Sweden/461847692557/2021,2021-11-08,AY.122,508244,1,3,19,False,True,True,True,True,25047,497472,426001,AY.4.5,AY.122,253063,2021-04-02,7
1312,USA/WI-CDC-ASC210526178/2021,2021-11-08,AY.3,508716,1,2,11,True,True,True,True,True,11456,405199,443532,B.1.617.2,AY.3,179,2020-02-20,19
1313,USA/UT-UPHL-2111808621/2021,2021-11-08,AY.25,509047,2,2,6,True,True,True,True,True,21897,355618,358693,AY.25,AY.25,253063,2021-04-02,0
1314,England/MILK-29E3B30/2021,2021-11-09,B.1.617.2,509608,1,2,21,False,False,False,False,False,25266,406831,448323,B.1.617.2,B.1.617.2,256899,2021-04-08,0
1315,USA/IL-CDC-ASC210452609/2021,2021-11-09,AY.44,509691,1,2,10,False,True,True,True,True,7926,206036,416864,B.1.1,AY.44,179,2020-02-20,15
1316,Poland/WSSEGorzow-21S1457/2021,2021-11-09,AY.122,509823,7,2,7,True,True,True,True,True,11563,260740,508302,AY.122,AY.122,261771,2021-04-02,11
1317,USA/ME-CDC-ASC210454045/2021,2021-11-09,AY.103,509839,5,2,4,True,True,True,True,True,17236,374341,461847,B.1.617.2,AY.103,253063,2021-04-02,5
1318,USA/CA-CDC-FG-167032/2021,2021-11-09,B.1.617.2,510490,1,2,5,False,True,True,True,False,19220,467959,415269,AY.26,B.1.617.2,179,2020-02-20,12
1319,Slovakia/34317/2021,2021-11-09,B.1.617.2,510499,1,2,11,False,False,False,False,False,5184,468186,401246,AY.126,B.1.617.2,179,2020-02-20,0
1320,USA/UT-UPHL-211123661023/2021,2021-11-10,AY.20,511310,1,2,8,True,True,True,True,False,27638,504188,347244,AY.20,AY.122.1,253063,2021-04-02,18
1321,USA/CA-CDC-FG-169226/2021,2021-11-10,AY.25,511515,6,2,5,True,True,True,True,True,16726,430157,500517,AY.129,AY.25,261771,2021-04-02,0
1322,USA/MI-CDC-ASC210394785/2021,2021-11-10,AY.3,511688,1,2,13,False,False,False,False,False,15576,432600,329915,Unknown (R),AY.3,286821,2021-05-09,0
1323,USA/UT-UPHL-211123550670/2021,2021-11-10,AY.44,511712,6,2,5,True,True,True,True,True,27638,499842,366603,AY.44,AY.44,333649,2021-06-13,0
1324,USA/WI-CDC-ASC210456100/2021,2021-11-11,AY.103,512484,1,2,6,True,True,True,True,True,17236,491254,446837,AY.25,AY.103,253063,2021-04-02,0
1325,USA/NM-CDC-ASC210398265/2021,2021-11-11,AY.103,512693,4,2,8,True,True,True,True,True,21618,509838,487619,AY.103,Unknown (R),1,2019-12-26,0
1326,Denmark/DCGC-221231/2021,2021-11-11,B.1.617.2,513132,3,2,11,True,True,True,True,True,22197,508744,317807,B.1.617.2,AY.4,256899,2021-04-08,0
1327,Israel/ICH-760596020/2021,2021-11-12,B.1.617.2,514111,1,2,6,True,True,True,True,True,10877,315192,511401,B.1.617.2,AY.39,253063,2021-04-02,0
1328,Israel/ICH-760596188/2021,2021-11-12,B.1.617.2,514253,4,2,12,False,True,True,True,True,21846,349681,439105,AY.4,Unknown (R),253063,2021-04-02,4
1329,USA/UT-UPHL-211123153611/2021,2021-11-12,AY.44,514267,1,2,15,False,True,True,True,True,11173,493470,478547,AY.44,B.1.617.2,253063,2021-04-02,4
1330,Poland/3592WSN2021_wsseol/2021,2021-11-12,B.1.617.2,514334,4,2,9,True,True,True,True,True,9724,498162,440046,B.1.617.2,AY.4,253063,2021-04-02,0
1331,Germany/NW-RKI-I-329806/2021,2021-11-13,B.1.617.2,514826,1,2,17,False,True,True,True,True,12223,400952,394942,Unknown,AY.51,235719,2021-03-19,50
1332,USA/TX-HMH-MCoV-67885/2021,2021-11-13,B.1.617.2,515288,1,2,4,True,True,True,True,True,25672,458056,513428,B.1.617.2,AY.100,243149,2021-03-26,0
1333,USA/MI-CDC-ASC210422800/2021,2021-11-14,B.1.617.2,516391,1,2,7,True,True,True,True,True,14408,435408,507076,Unknown (R),AY.44,179,2020-02-20,0
1334,Indonesia/JB-NIHRD-WGS13414/2021,2021-11-14,B.1.617.2,516480,1,2,10,True,True,True,True,True,22227,309660,470340,B.1.617.2,AY.65,204945,2021-03-04,13
1335,USA/PA-CDC-LC0385868/2021,2021-11-14,AY.103,517028,2,2,10,False,True,True,True,True,12781,512352,405620,AY.103,AY.103,405620,2021-07-21,52
1336,Indonesia/JB-NIHRD-WGS13411/2021,2021-11-14,B.1.617.2,517111,1,3,14,True,True,True,True,False,18861,513024,437857,B.1.617.2,AY.44,253063,2021-04-02,22
1337,Indonesia/JB-NIHRD-WGS13411/2021,2021-11-14,B.1.617.2,517111,1,3,14,True,True,True,True,False,22227,437857,470340,AY.44,AY.65,204945,2021-03-04,22
1338,Brazil/SP-IB_141426/2021,2021-11-15,AY.99.2,517478,1,2,7,True,True,True,True,True,27970,514306,467581,AY.99.2,AY.46,261771,2021-04-02,0
1339,USA/IN-CDC-ASC210424081/2021,2021-11-15,AY.39,517564,1,2,12,False,True,True,True,False,7376,318314,476578,AY.5,AY.25.1,253063,2021-04-02,13
1340,Sweden/20969965P/2021,2021-11-15,B.1.617.2,517630,1,2,15,True,True,True,True,True,21800,260781,516207,B.1.617.2,AY.4,253063,2021-04-02,0
1341,Germany/BW-RKI-I-330079/2021,2021-11-15,B.1.617.2,518263,1,2,8,False,True,True,True,True,25689,467667,496207,AY.120,AY.122,253063,2021-04-02,14
1342,USA/OK-CDC-ASC210425664/2021,2021-11-16,B,518943,1,2,15,False,True,True,True,False,6402,369338,390678,AY.39,B.1,179,2020-02-20,46
1343,USA/ME-CDC-ASC210482534/2021,2021-11-16,AY.103,518980,1,2,10,False,True,True,True,True,21087,393102,494494,AY.103,AY.103,285177,2021-05-07,0
1344,France/IDF-CERBAHC-11576985/2021,2021-11-16,B.1.640.1,519001,19,2,8,True,True,True,True,True,28271,504028,504027,Unknown (R),B.1.640.1,504028,2021-10-23,0
1345,USA/AZ-CDC-ASC210482302/2021,2021-11-16,AY.116.1,519137,1,2,7,True,True,True,True,True,10691,298426,467955,B.1.617.2,AY.116.1,261771,2021-04-02,0
1346,Germany/NW-RKI-I-335176/2021,2021-11-16,B.1.617.2,519168,1,2,6,True,True,True,True,True,15882,429275,298168,B.1.617.2,AY.7,253063,2021-04-02,45
1347,Israel/ICH-760596371/2021,2021-11-16,AY.106,519196,3,2,8,False,True,True,True,False,15609,497631,515865,AY.39,AY.106,179,2020-02-20,42
1348,Germany/NW-RKI-I-335091/2021,2021-11-16,AY.43,519505,1,2,11,True,True,True,True,True,8914,509360,486923,AY.129,AY.43,253063,2021-04-02,0
1349,USA/PA-CDC-ASC210482234/2021,2021-11-16,AY.103,519559,1,2,14,False,True,True,True,True,8349,1,465671,B,AY.103,1,2019-12-26,2
1350,Germany/NW-RKI-I-335791/2021,2021-11-16,AY.122,519633,1,2,9,False,True,True,True,True,23635,431054,495902,AY.4.4,AY.122,253063,2021-04-02,6
1351,USA/PA-CDC-ASC210426726/2021,2021-11-17,B,519992,1,2,7,True,True,True,True,False,22917,6282,436713,B,AY.103,1,2019-12-26,70
1352,England/ALDP-2B0A050/2021,2021-11-17,AY.4,520007,1,2,5,True,True,True,True,True,26491,496631,329064,AY.4,AY.4,261203,2021-04-18,0
1353,USA/IN-CDC-STM-QXA3RJFHS/2021,2021-11-17,AY.3,520013,2,2,5,True,True,True,True,True,1442,372625,342977,AY.124.1,AY.3,253063,2021-04-02,45
1354,USA/NC-CDC-LC0394493/2021,2021-11-17,AY.103,520105,1,2,5,True,True,True,True,True,17678,519318,425724,AY.103,AY.103,344128,2021-06-15,9
1355,USA/KS-CDC-ASC210481774/2021,2021-11-17,B,520679,2,2,12,False,True,True,True,False,25469,410120,395022,B.1.617.2,Unknown,204945,2021-03-04,77
1356,Germany/SH-RKI-I-353798/2021,2021-11-17,AY.5,520908,1,2,6,True,True,True,True,True,2534,444228,494230,AY.3,AY.5,253063,2021-04-02,11
1357,USA/MI-CDC-ASC210484842/2021,2021-11-18,AY.100,521523,2,2,11,True,True,True,True,False,9559,400335,488818,B.1.617.2,AY.100,243149,2021-03-26,49
1358,USA/CA-CDC-FG-176244/2021,2021-11-18,B.1.617.2,521550,3,2,5,True,True,True,True,True,8056,431945,452476,AY.122,B.1.617.2,261856,2021-04-10,0
1359,Germany/BW-RKI-I-373861/2021,2021-11-18,AY.121,521917,3,2,4,True,True,True,True,False,8049,386046,427550,AY.5,AY.121,253063,2021-04-02,24
1360,USA/NM-CDC-ASC210427874/2021,2021-11-18,B.1.617.2,522140,1,2,8,True,True,True,True,False,26895,286728,358349,B.1.617,AY.25,235293,2021-03-12,35
1361,USA/PA-CDC-ASC210486002/2021,2021-11-18,AY.103,522180,1,2,4,True,True,True,True,True,12801,519682,405620,AY.25,AY.103,253063,2021-04-02,0
1362,Israel/SMC-7023024/2021,2021-11-19,B.1.617.2,522536,2,2,6,False,True,True,True,True,25411,506353,340174,AY.4,AY.122,253063,2021-04-02,0
1363,USA/MA-CDC-ASC210429588/2021,2021-11-19,B,523002,1,2,8,False,False,False,False,False,19220,251176,512693,Unknown (R),Unknown (R),235293,2021-03-12,0
