,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,breakpoint_interval_left,breakpoint_interval_right,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_dist,parents_dist_days
1307,USA/CO-CDPHE-2102233511/2021,2021-11-07,AY.25,507158,9,2,4,True,True,True,True,True,7926,6041,7927,499051,435711,AY.44,AY.25,253063,2021-04-02,0.0,207.825
1308,USA/MI-CDC-STM-XBWW2YPRB/2021,2021-11-07,B.1.617.2,507568,3,2,11,False,True,True,True,True,22801,22451,22802,417866,318416,B.1.617.2,AY.4,261771,2021-04-02,3.0,162.784375
1309,Sweden/01_SE100_21CS105734/2021,2021-11-07,AY.43,507728,1,2,5,True,True,True,True,True,8251,2777,8252,432534,504107,B.1.617.2,AY.43,253063,2021-04-02,0.0,216.725
1310,Sweden/461847692557/2021,2021-11-08,AY.122,508244,1,3,19,False,True,True,True,True,8322,7852,8323,375069,497472,AY.122,AY.4.5,253063,2021-04-02,0.0,212.925
1311,Sweden/461847692557/2021,2021-11-08,AY.122,508244,1,3,19,False,True,True,True,True,25047,21847,25048,497472,426001,AY.4.5,AY.122,253063,2021-04-02,7.0,212.925
1312,USA/WI-CDC-ASC210526178/2021,2021-11-08,AY.3,508716,1,2,11,True,True,True,True,True,11456,11202,11457,405199,443532,B.1.617.2,AY.3,179,2020-02-20,5.0,586.2
1313,USA/UT-UPHL-2111808621/2021,2021-11-08,AY.25,509047,2,2,6,True,True,True,True,True,21897,17746,21898,355618,358693,AY.25,AY.25,253063,2021-04-02,0.0,121.72500000000002
1314,England/MILK-29E3B30/2021,2021-11-09,B.1.617.2,509608,1,2,21,False,False,False,False,False,25266,24873,25267,406831,448323,B.1.617.2,B.1.617.2,256899,2021-04-08,,177.16250000000002
1315,USA/IL-CDC-ASC210452609/2021,2021-11-09,AY.44,509691,1,2,10,False,True,True,True,True,7926,7125,7927,206036,416864,B.1.1,AY.44,179,2020-02-20,13.0,568.8
1316,Poland/WSSEGorzow-21S1457/2021,2021-11-09,AY.122,509823,7,2,7,True,True,True,True,True,11563,4437,11564,260740,508302,AY.122,AY.122,261771,2021-04-02,5.0,220.784375
1317,USA/ME-CDC-ASC210454045/2021,2021-11-09,AY.103,509839,5,2,4,True,True,True,True,True,17236,11531,17237,374341,461847,B.1.617.2,AY.103,253063,2021-04-02,1.0,133.125
1318,USA/CA-CDC-FG-167032/2021,2021-11-09,B.1.617.2,510490,1,2,5,False,True,True,True,False,19220,13020,19221,467959,415269,AY.26,B.1.617.2,179,2020-02-20,8.0,601.6
1319,Slovakia/34317/2021,2021-11-09,B.1.617.2,510499,1,2,11,False,False,False,False,False,5184,4270,5185,468186,401246,AY.126,B.1.617.2,179,2020-02-20,,576.0
1320,USA/UT-UPHL-211123661023/2021,2021-11-10,AY.20,511310,1,2,8,True,True,True,True,False,27638,26111,27639,504188,347244,AY.20,AY.122.1,253063,2021-04-02,6.0,217.325
1321,USA/CA-CDC-FG-169226/2021,2021-11-10,AY.25,511515,6,2,5,True,True,True,True,True,16726,11759,16727,430157,500517,AY.129,AY.25,261771,2021-04-02,0.0,216.18437500000002
1322,USA/MI-CDC-ASC210394785/2021,2021-11-10,AY.3,511688,1,2,13,False,False,False,False,False,15576,12514,15577,432600,329915,Unknown (R),AY.3,286821,2021-05-09,,126.44
1323,USA/UT-UPHL-211123550670/2021,2021-11-10,AY.44,511712,6,2,5,True,True,True,True,True,27638,22918,27639,499842,366603,AY.44,AY.44,333649,2021-06-13,0.0,142.925
1324,USA/WI-CDC-ASC210456100/2021,2021-11-11,AY.103,512484,1,2,6,True,True,True,True,True,17236,13367,17237,491254,446837,AY.25,AY.103,253063,2021-04-02,0.0,159.03890624999997
1325,USA/NM-CDC-ASC210398265/2021,2021-11-11,AY.103,512693,4,2,8,True,True,True,True,True,21618,19221,21619,509838,487619,AY.103,Unknown (R),1,2019-12-26,0.0,684.4
1326,Denmark/DCGC-221231/2021,2021-11-11,B.1.617.2,513132,3,2,11,True,True,True,True,True,22197,20437,22198,508744,317807,B.1.617.2,AY.4,256899,2021-04-08,0.0,215.1625
1327,Israel/ICH-760596020/2021,2021-11-12,B.1.617.2,514111,1,2,6,True,True,True,True,True,10877,5261,10878,315192,511401,B.1.617.2,AY.39,253063,2021-04-02,0.0,222.525
1328,Israel/ICH-760596188/2021,2021-11-12,B.1.617.2,514253,4,2,12,False,True,True,True,True,21846,17237,21847,349681,439105,AY.4,Unknown (R),253063,2021-04-02,2.0,135.36766666666665
1329,USA/UT-UPHL-211123153611/2021,2021-11-12,AY.44,514267,1,2,15,False,True,True,True,True,11173,9968,11174,493470,478547,AY.44,B.1.617.2,253063,2021-04-02,2.0,211.325
1330,Poland/3592WSN2021_wsseol/2021,2021-11-12,B.1.617.2,514334,4,2,9,True,True,True,True,True,9724,9252,9725,498162,440046,B.1.617.2,AY.4,253063,2021-04-02,0.0,214.525
1331,Germany/NW-RKI-I-329806/2021,2021-11-13,B.1.617.2,514826,1,2,17,False,True,True,True,True,12223,11419,12224,400952,394942,Unknown,AY.51,235719,2021-03-19,5.0,152.5741171875
1332,USA/TX-HMH-MCoV-67885/2021,2021-11-13,B.1.617.2,515288,1,2,4,True,True,True,True,True,25672,21847,25673,458056,513428,B.1.617.2,AY.100,243149,2021-03-26,0.0,231.2
1333,USA/MI-CDC-ASC210422800/2021,2021-11-14,B.1.617.2,516391,1,2,7,True,True,True,True,True,14408,14015,14409,435408,507076,Unknown (R),AY.44,179,2020-02-20,0.0,627.4
1334,Indonesia/JB-NIHRD-WGS13414/2021,2021-11-14,B.1.617.2,516480,1,2,10,True,True,True,True,True,22227,20007,22228,309660,470340,B.1.617.2,AY.65,204945,2021-03-04,7.0,226.2
1335,USA/PA-CDC-LC0385868/2021,2021-11-14,AY.103,517028,2,2,10,False,True,True,True,True,12781,11936,12782,512352,405620,AY.103,AY.103,405620,2021-07-21,13.0,114.225
1336,Indonesia/JB-NIHRD-WGS13411/2021,2021-11-14,B.1.617.2,517111,1,3,14,True,True,True,True,False,18861,14015,18862,513024,437857,B.1.617.2,AY.44,253063,2021-04-02,16.0,223.725
1337,Indonesia/JB-NIHRD-WGS13411/2021,2021-11-14,B.1.617.2,517111,1,3,14,True,True,True,True,False,22227,21297,22228,437857,470340,AY.44,AY.65,204945,2021-03-04,16.0,252.6
1338,Brazil/SP-IB_141426/2021,2021-11-15,AY.99.2,517478,1,2,7,True,True,True,True,True,27970,27646,27971,514306,467581,AY.99.2,AY.46,261771,2021-04-02,0.0,225.18437500000002
1339,USA/IN-CDC-ASC210424081/2021,2021-11-15,AY.39,517564,1,2,12,False,True,True,True,False,7376,4464,7377,318314,476578,AY.5,AY.25.1,253063,2021-04-02,11.0,201.525
1340,Sweden/20969965P/2021,2021-11-15,B.1.617.2,517630,1,2,15,True,True,True,True,True,21800,18030,21801,260781,516207,B.1.617.2,AY.4,253063,2021-04-02,0.0,226.325
1341,Germany/BW-RKI-I-330079/2021,2021-11-15,B.1.617.2,518263,1,2,8,False,True,True,True,True,25689,25600,25690,467667,496207,AY.120,AY.122,253063,2021-04-02,12.0,213.525
1342,USA/OK-CDC-ASC210425664/2021,2021-11-16,B,518943,1,2,15,False,True,True,True,False,6402,3434,6403,369338,390678,AY.39,B.1,179,2020-02-20,14.0,552.6
1343,USA/ME-CDC-ASC210482534/2021,2021-11-16,AY.103,518980,1,2,10,False,True,True,True,True,21087,11630,21088,393102,494494,AY.103,AY.103,285177,2021-05-07,0.0,177.8
1344,France/IDF-CERBAHC-11576985/2021,2021-11-16,B.1.640.1,519001,19,2,8,True,True,True,True,True,28271,25136,28272,504028,504027,Unknown (R),B.1.640.1,504028,2021-10-23,0.0,15.200000000000017
1345,USA/AZ-CDC-ASC210482302/2021,2021-11-16,AY.116.1,519137,1,2,7,True,True,True,True,True,10691,6403,10692,298426,467955,B.1.617.2,AY.116.1,261771,2021-04-02,0.0,196.58437500000002
1346,Germany/NW-RKI-I-335176/2021,2021-11-16,B.1.617.2,519168,1,2,6,True,True,True,True,True,15882,15673,15883,429275,298168,B.1.617.2,AY.7,253063,2021-04-02,3.0,171.325
1347,Israel/ICH-760596371/2021,2021-11-16,AY.106,519196,3,2,8,False,True,True,True,False,15609,15452,15610,497631,515865,AY.39,AY.106,179,2020-02-20,16.0,621.4
1348,Germany/NW-RKI-I-335091/2021,2021-11-16,AY.43,519505,1,2,11,True,True,True,True,True,8914,6555,8915,509360,486923,AY.129,AY.43,253063,2021-04-02,0.0,208.125
1349,USA/PA-CDC-ASC210482234/2021,2021-11-16,AY.103,519559,1,2,14,False,True,True,True,True,8349,7125,8350,1,465671,B,AY.103,1,2019-12-26,2.0,611.5
1350,Germany/NW-RKI-I-335791/2021,2021-11-16,AY.122,519633,1,2,9,False,True,True,True,True,23635,22001,23636,431054,495902,AY.4.4,AY.122,253063,2021-04-02,6.0,213.725
1351,USA/PA-CDC-ASC210426726/2021,2021-11-17,B,519992,1,2,7,True,True,True,True,False,22917,21619,22918,6282,436713,B,AY.103,1,2019-12-26,24.0,639.2
1352,England/ALDP-2B0A050/2021,2021-11-17,AY.4,520007,1,2,5,True,True,True,True,True,26491,24290,26492,496631,329064,AY.4,AY.4,261203,2021-04-18,0.0,198.6
1353,USA/IN-CDC-STM-QXA3RJFHS/2021,2021-11-17,AY.3,520013,2,2,5,True,True,True,True,True,1442,1441,1443,372625,342977,AY.124.1,AY.3,253063,2021-04-02,0.0,133.125
1354,USA/NC-CDC-LC0394493/2021,2021-11-17,AY.103,520105,1,2,5,True,True,True,True,True,17678,10643,17679,519318,425724,AY.103,AY.103,344128,2021-06-15,3.0,154.7
1355,USA/KS-CDC-ASC210481774/2021,2021-11-17,B,520679,2,2,12,False,True,True,True,False,25469,23605,25470,410120,395022,B.1.617.2,Unknown,204945,2021-03-04,13.0,187.60000000000002
1356,Germany/SH-RKI-I-353798/2021,2021-11-17,AY.5,520908,1,2,6,True,True,True,True,True,2534,1944,2535,444228,494230,AY.3,AY.5,253063,2021-04-02,9.0,213.125
1357,USA/MI-CDC-ASC210484842/2021,2021-11-18,AY.100,521523,2,2,11,True,True,True,True,False,9559,9054,9560,400335,488818,B.1.617.2,AY.100,243149,2021-03-26,11.0,200.12
1358,USA/CA-CDC-FG-176244/2021,2021-11-18,B.1.617.2,521550,3,2,5,True,True,True,True,True,8056,7329,8057,431945,452476,AY.122,B.1.617.2,261856,2021-04-10,0.0,179.3625
1359,Germany/BW-RKI-I-373861/2021,2021-11-18,AY.121,521917,3,2,4,True,True,True,True,False,8049,4321,8050,386046,427550,AY.5,AY.121,253063,2021-04-02,20.0,170.925
1360,USA/NM-CDC-ASC210427874/2021,2021-11-18,B.1.617.2,522140,1,2,8,True,True,True,True,False,26895,26108,26896,286728,358349,B.1.617,AY.25,235293,2021-03-12,3.0,144.60000000000002
1361,USA/PA-CDC-ASC210486002/2021,2021-11-18,AY.103,522180,1,2,4,True,True,True,True,True,12801,8380,12802,519682,405620,AY.25,AY.103,253063,2021-04-02,0.0,200.325
1362,Israel/SMC-7023024/2021,2021-11-19,B.1.617.2,522536,2,2,6,False,True,True,True,True,25411,23249,25412,506353,340174,AY.4,AY.122,253063,2021-04-02,0.0,220.725
1363,USA/MA-CDC-ASC210429588/2021,2021-11-19,B,523002,1,2,8,False,False,False,False,False,19220,17237,19221,251176,512693,Unknown (R),Unknown (R),235293,2021-03-12,,244.32
1364,USA/MO-CDC-ASC210488052/2021,2021-11-19,B,523050,1,2,11,False,True,True,True,True,28271,27875,28272,419272,327994,B,AY.3,1,2019-12-26,11.0,628.4
1365,USA/WI-CDC-ASC210486423/2021,2021-11-19,AY.103,523128,1,2,12,True,True,True,True,True,5575,5074,5576,3414,511876,B.1,AY.103,179,2020-02-20,0.0,630.8
1366,USA/UT-CDC-ASC210430846/2021,2021-11-19,B.1.617.2,523181,1,2,7,True,True,True,True,False,10029,7125,10030,520952,431967,B.1.617.2,B.1.617.2,261771,2021-04-02,26.0,229.98437500000003
1367,Germany/SN-RKI-I-344034/2021,2021-11-19,AY.43,523294,1,2,4,True,True,True,True,True,12031,10030,12032,361526,446318,AY.5,AY.43,253063,2021-04-02,0.0,183.125
1368,USA/FL-CDC-ASC210486859/2021,2021-11-19,AY.75,523566,1,2,15,False,True,True,True,True,24208,22228,24209,353079,519691,AY.75,AY.103,204945,2021-03-04,3.0,242.2
1369,USA/WA-UW-21111998594/2021,2021-11-19,AY.103,523588,5,2,6,True,False,False,False,False,21163,15673,21164,516134,464568,AY.103,AY.103,346323,2021-06-27,,141.0
1370,England/MILK-2B3A752/2021,2021-11-20,AY.4.2,524134,2,2,5,True,True,True,True,True,14604,7757,14605,385429,514146,AY.4,AY.4.2,266702,2021-04-17,0.0,210.9203125
1371,Germany/NW-HHU-13901/2021,2021-11-20,AY.122,524280,2,2,6,True,True,True,True,False,10246,7421,10247,357096,464223,AY.122,AY.122,286443,2021-05-08,7.0,158.39999999999998
1372,Denmark/DCGC-229875/2021,2021-11-20,AY.122,524286,1,2,4,True,True,True,True,True,26488,21847,26489,510179,470392,AY.122,Unknown (R),253063,2021-04-02,0.0,223.325
1373,CzechRepublic/CSQ3289/2021,2021-11-20,AY.4,524387,2,2,7,True,True,True,True,True,13435,8801,13436,318473,511198,AY.4,AY.4,266702,2021-04-17,0.0,209.3203125
1374,Netherlands/NH-RIVM-72025/2021,2021-11-20,AY.43,524446,1,2,8,True,True,True,True,True,14209,9653,14210,511879,423706,AY.126,AY.43,253063,2021-04-02,0.0,224.125
1375,Israel/ICH-760596668/2021,2021-11-20,AY.121,524489,1,2,17,True,True,True,True,True,27638,25997,27639,474945,387621,AY.121,B.1,179,2020-02-20,0.0,608.6
1376,USA/MI-CDC-ASC210429684/2021,2021-11-20,B,524634,1,2,11,False,True,True,True,False,14408,11333,14409,434237,523414,Unknown (R),B,1,2019-12-26,27.0,694.2
1377,Sweden/4134684664/2021,2021-11-20,AY.122,524775,1,2,5,True,True,True,True,True,20923,12173,20924,494336,315191,AY.122,B.1.617.2,253063,2021-04-02,0.0,213.725
1378,Israel/ICH-760596370/2021,2021-11-20,AY.126,524808,1,2,9,True,True,True,True,True,25741,25440,25742,519717,383152,AY.126,Unknown,261771,2021-04-02,0.0,220.42437500000003
1379,England/PHEP-YYNFC6M/2021,2021-11-20,B.1.617.2,524812,1,2,4,True,True,True,True,True,11620,8300,11621,362352,418054,AY.4,AY.4,266702,2021-04-17,0.0,150.1203125
1380,USA/OH-CDC-ASC210430926/2021,2021-11-21,AY.119,525553,1,2,6,False,True,True,True,False,19746,19007,19747,522837,386593,AY.119,AY.4,256899,2021-04-08,11.0,225.9625
1381,England/MILK-2B64C32/2021,2021-11-21,AY.4,525787,6,2,6,True,True,True,True,True,15240,9287,15241,304123,512980,AY.4,AY.4,266702,2021-04-17,0.0,210.3203125
1382,England/ALDP-2B93784/2021,2021-11-21,AY.110,526063,1,2,7,True,True,True,True,False,5392,913,5393,414101,418054,Unknown (R),AY.4,253063,2021-04-02,54.0,165.125
1383,USA/KY-CDC-LC0395895/2021,2021-11-21,AY.25,526114,1,2,3,True,True,True,True,True,7926,6639,7927,417302,374680,Unknown (R),AY.25,253063,2021-04-02,0.0,150.245
1384,Spain/CT-HUGTiPM058BI2F5/2021,2021-11-22,AY.127,526761,13,2,9,False,True,True,True,True,27527,26055,27528,520913,324822,AY.127,AY.122,253063,2021-04-02,5.0,230.125
1385,Israel/SMC-7023179/2021,2021-11-22,B.1.617.2,527261,3,2,5,True,True,True,True,False,24208,22996,24209,514252,414394,B.1.617.2,AY.46.6,261771,2021-04-02,5.0,226.58437500000002
1386,France/IDF-CERBAHC-11648484/2021,2021-11-22,AY.43,527462,1,2,3,True,True,True,True,False,16917,10229,16918,389679,520779,AY.43,AY.43,331311,2021-05-13,8.0,189.265
1387,USA/WA-PHL-007750/2021,2021-11-23,AY.103,528551,4,2,4,True,True,True,True,False,21530,5862,21531,523588,370894,Unknown (R),AY.103,346323,2021-06-27,12.0,142.6
1388,USA/UT-UPHL-211211585801/2021,2021-11-24,AY.44,529159,3,2,4,True,True,True,True,True,25793,25623,25794,514508,482285,AY.44,AY.44,333649,2021-06-13,0.0,154.525
1389,USA/NY-CDC-ASC210715909/2021,2021-11-24,AY.119,529545,1,2,9,True,True,True,True,True,8829,7125,8830,519195,449377,AY.106,AY.119,261771,2021-04-02,0.0,230.18437500000002
1390,USA/UT-UPHL-211203315199/2021,2021-11-24,AY.100,529570,1,2,11,True,False,False,False,False,21618,20050,21619,495279,490092,AY.100,B.1.617.2,243149,2021-03-26,,160.3
1391,Turkey/HSGM-F4385/2021,2021-11-25,AY.126,530450,1,3,11,False,True,True,True,False,12008,11333,12009,370732,523414,AY.5,B,1,2019-12-26,14.0,695.2
1392,Turkey/HSGM-F4385/2021,2021-11-25,AY.126,530450,1,3,11,False,True,True,True,False,22995,22918,22996,523414,421092,B,AY.112,1,2019-12-26,7.0,695.2
1393,CzechRepublic/FNHK-Ps-001426/2021,2021-11-25,B.1.617.2,530945,2,2,11,True,True,True,True,True,27643,26787,27644,520770,523635,B.1.617.2,AY.125,253063,2021-04-02,1.0,230.725
1394,USA/UT-UPHL-211211692561/2021,2021-11-25,AY.44,531053,3,2,5,False,True,True,True,True,21618,15571,21619,346575,511711,AY.44,AY.44,333649,2021-06-13,2.0,153.125
1395,Turkey/HSGM-F4381/2021,2021-11-25,AY.121,531149,2,2,12,True,True,True,True,True,21618,20481,21619,373936,480484,AY.121,Unknown (R),253063,2021-04-02,0.0,185.445
1396,SouthAfrica/CERI-KRISP-K032426/2021,2021-11-25,C.1.2,531391,1,2,21,False,False,False,False,False,19053,17746,19054,342984,353772,C.1,C.1.2,342984,2020-07-07,,391.09999999999997
1397,USA/CO-CDPHE-2102369188/2021,2021-11-25,AY.103,531420,1,2,3,True,True,True,True,False,6421,4873,6422,417244,518025,B.1.617.2,AY.103,253063,2021-04-02,5.0,229.125
1398,Nigeria/NCDC-NR1153/2021,2021-11-26,BA.1.1,531697,954,2,7,True,True,True,True,True,22992,22687,22993,529477,519592,BA.1.1,BA.1.17,179,2020-02-20,0.0,643.4
1399,Botswana/R44B59_BHP_00084817/2021,2021-11-26,BA.1.17,531984,7,2,10,False,True,True,True,False,23948,23856,23949,521046,25088,BA.1,B.1.1.1,179,2020-02-20,13.0,627.88
1400,USA/PA-CDC-ATM-Y4BDXXGJ6/2021,2021-11-26,AY.44,532172,1,2,3,True,True,True,True,False,29690,29403,29691,503649,1,AY.44,B,1,2019-12-26,34.0,683.4
1401,England/MILK-2C38A2D/2021,2021-11-27,AY.124,533184,1,2,16,False,True,True,True,True,13971,12189,13972,354540,386530,AY.124,AY.4,256899,2021-04-08,9.0,139.16250000000002
1402,USA/CO-CDPHE-2102368538/2021,2021-11-27,B.1.617.2,533460,1,2,8,True,True,True,True,True,8986,7125,8987,463284,423533,AY.26,B.1.617.2,179,2020-02-20,2.0,602.8
1403,USA/UT-UPHL-211224922757/2021,2021-11-27,AY.100,533519,1,2,12,False,True,True,True,False,29149,29051,29150,528805,372358,AY.100,P.1.12,5868,2020-02-21,67.0,611.0
1404,England/BRBR-2C26F8D/2021,2021-11-27,AY.4.2,533679,3,2,5,True,True,True,True,True,16915,9329,16916,446826,532381,AY.4,AY.4.2,266702,2021-04-17,0.0,223.5203125
1405,Israel/SMC-7025062/2021,2021-11-27,AY.43,533812,2,2,14,True,True,True,True,True,7926,6403,7927,373015,524336,AY.44,AY.43,253063,2021-04-02,0.0,233.525
1406,Israel/SMC-7025222/2021,2021-11-28,AY.129,534651,2,2,10,True,True,True,True,True,25471,21469,25472,359877,503268,AY.129,B.1.617.2,478545,2021-06-26,0.0,135.8
1407,USA/IL-CDC-ASC210653885/2021,2021-11-29,B,535601,1,2,11,True,True,True,True,True,10029,8987,10030,523712,392302,Unknown,B.1.617.2,179,2020-02-20,0.0,633.44
1408,USA/KY-GD_01535/2021,2021-11-29,AY.3,535705,1,2,7,True,True,True,True,True,11270,10280,11271,495271,333761,AY.119,AY.3,253063,2021-04-02,0.0,151.925
1409,USA/UT-UPHL-211207018813/2021,2021-11-29,AY.100,535776,1,2,6,True,True,True,True,True,21618,19622,21619,500432,504769,AY.100,AY.100,348609,2021-06-29,0.0,133.8
1410,USA/MA-NEIDL-02181/2021,2021-11-29,B.1.617.2,535823,1,2,5,True,True,True,True,True,20937,17237,20938,430882,396117,AY.103,AY.122,253063,2021-04-02,3.0,145.9215625
1411,England/MILK-2CACCD3/2021,2021-11-29,AY.4,536099,1,2,5,False,True,True,True,False,25311,22939,25312,505520,336711,AY.4,AY.4,266702,2021-04-17,9.0,95.92031250000002
1412,England/PHEP-YYNC6DN/2021,2021-11-29,AY.4,536367,1,2,7,True,True,True,True,True,26491,26367,26492,503003,329064,AY.4,AY.4,261203,2021-04-18,0.0,188.7
1413,Germany/NW-HHU-14543/2021,2021-11-29,B.1.617.2,536529,3,2,7,True,True,True,True,True,7124,6540,7125,526966,470022,AY.121,B.1.617.2,256899,2021-04-08,0.0,229.9625
1414,Cambodia/886725/2021,2021-11-30,AY.85,536856,1,2,14,True,False,False,False,False,11201,10030,11202,365268,467857,Unknown (R),AY.85,179,2020-02-20,,605.8
1415,Germany/NW-RKI-I-362431/2021,2021-11-30,AY.122,536995,4,2,10,True,True,True,True,True,8968,6867,8969,327034,499753,AY.122,AY.122,286443,2021-05-08,0.0,182.8
1416,Germany/BE-RKI-I-376943/2021,2021-11-30,BA.1,537426,376,3,11,True,True,True,True,False,22578,21619,22579,526290,481951,BA.1,AY.4,5868,2020-02-21,35.0,614.1
1417,Germany/BE-RKI-I-376943/2021,2021-11-30,BA.1,537426,376,3,11,True,True,True,True,False,23525,23076,23526,481951,526290,AY.4,BA.1,5868,2020-02-21,35.0,614.1
1418,Wales/PHWC-PF6698/2021,2021-11-30,AY.4.2.2,537615,1,2,6,True,True,True,True,True,26488,25615,26489,485531,470392,AY.4.2.2,Unknown (R),253063,2021-04-02,0.0,210.125
1419,Turkey/HSGM-F4924/2021,2021-11-30,AY.46.4,537687,1,2,5,True,True,True,True,True,27638,23546,27639,513232,530749,AY.46.4,AY.46,313567,2021-05-13,0.0,197.14609374999998
1420,USA/IL-C21WGS4205/2021,2021-12-01,AY.44,538091,1,2,5,True,True,True,True,True,20436,16727,20437,492674,393346,AY.44,AY.1,253063,2021-04-02,0.0,178.3
1421,Lithuania/LTU000_KUL_5280078/2021,2021-12-01,AY.4.5,538309,1,2,8,True,True,True,True,True,8322,7062,8323,495106,397102,AY.4.5,AY.4.5,322991,2021-06-08,0.0,148.8
1422,USA/RI-RISHL-145724/2021,2021-12-01,B.1.617.2,538439,2,2,8,False,True,True,True,False,24904,21898,24905,514640,370402,AY.25,AY.4,253063,2021-04-02,9.0,196.325
1423,Germany/BE-RKI-I-380727/2021,2021-12-01,B.1.617.2,538720,1,2,5,True,True,True,True,True,26491,22796,26492,461633,329064,B.1.617.2,AY.4,256899,2021-04-08,0.0,189.5625
1424,England/NEWC-2CC6BD6/2021,2021-12-01,AY.4,539099,1,2,5,True,True,True,True,True,23664,18466,23665,517258,410002,AY.4,AY.4,266702,2021-04-17,0.0,146.72031249999998
1425,Turkey/HSGM-F7239/2021,2021-12-02,AY.126,539455,1,2,13,True,True,True,True,False,27638,27508,27639,425785,454996,AY.126,AY.25.1,253063,2021-04-02,16.0,191.325
1426,Slovenia/90-071449-NM/2021,2021-12-02,AY.122,539685,2,2,7,True,True,True,True,True,28899,28272,28900,518475,480947,AY.122,AY.70,204945,2021-03-04,2.0,239.125
1427,Anguilla/111269/2021,2021-12-02,AY.100,539752,1,2,4,True,True,True,True,True,21846,21619,21847,361526,521522,AY.5,AY.100,243149,2021-03-26,0.0,239.8
1428,Germany/SH-RKI-I-379289/2021,2021-12-02,AY.92,540185,1,2,5,True,True,True,True,True,25791,22095,25792,538837,297858,AY.92,AY.92,297858,2021-05-18,2.0,197.2
1429,England/PHEC-3V03BVBE/2021,2021-12-02,AY.122,540225,1,2,6,True,True,True,True,True,6295,6038,6296,537294,457995,B.1.617.2,AY.122,253063,2021-04-02,0.0,242.525
1430,Israel/ICH-760598470/2021,2021-12-02,AY.122,540259,2,2,5,True,True,True,True,False,27526,25596,27527,514736,347244,AY.122,AY.122.1,286443,2021-05-08,6.0,192.8
1431,USA/TX-CDC-ASC210529265/2021,2021-12-03,B.1.617,540741,1,2,10,True,True,True,True,True,15810,15452,15811,521262,501862,B,AY.117,1,2019-12-26,0.0,696.0
1432,Denmark/DCGC-252971/2021,2021-12-03,BA.1,541523,263,2,7,True,True,True,True,False,26270,25511,26271,537426,519592,Unknown (R),BA.1.17,179,2020-02-20,8.0,638.4
1433,Turkey/HSGM-F7477/2021,2021-12-03,AY.121,541542,1,2,6,True,True,True,True,True,21618,20007,21619,530501,500446,AY.121,AY.121,500446,2021-07-22,0.0,127.90187499999999
1434,Germany/ST-RKI-I-405378/2021,2021-12-03,BA.1,541641,2,3,22,False,True,True,True,False,22992,22918,22993,340696,526290,B.1.617.2,BA.1,5868,2020-02-21,0.0,500.29999999999995
1435,Germany/ST-RKI-I-405378/2021,2021-12-03,BA.1,541641,2,3,22,False,True,True,True,False,27874,27808,27875,526290,310140,BA.1,AY.4,5868,2020-02-21,15.0,500.29999999999995
1436,Switzerland/BE-ETHZ-35115035/2021,2021-12-03,AY.122,541662,2,2,8,True,True,True,True,True,21721,21138,21722,537706,394195,AY.122,AY.122,286443,2021-05-08,0.0,206.6
1437,USA/CA-CDC-FG-184266/2021,2021-12-04,AY.103,542448,2,2,10,True,True,True,True,True,27345,25703,27346,537947,384347,AY.103,B.1.617.2,204945,2021-03-04,5.0,233.8
1438,Portugal/PT23081/2021,2021-12-04,B.1.617.2,542671,1,2,11,False,True,True,True,True,14998,11759,14999,531426,517585,AY.124,AY.6,253063,2021-04-02,10.0,210.73125
1439,CzechRepublic/FNHK-Ps-001782/2021,2021-12-05,AY.68,543465,1,2,7,True,True,True,True,True,6402,5585,6403,413855,373968,AY.129,AY.68,179,2020-02-20,0.0,559.85
1440,USA/CA-CDC-ASC210528556/2021,2021-12-05,AY.100,543543,1,2,10,True,True,True,True,False,15579,5807,15580,487519,499873,AY.100,AY.100,328927,2021-04-26,10.0,195.96000000000004
1441,USA/UT-UPHL-211224193685/2021,2021-12-05,AY.44,543843,2,2,8,True,True,True,True,False,21370,15571,21371,404310,511711,AY.44,AY.44,333649,2021-06-13,7.0,155.125
1442,Wales/PHWC-PGYB5E/2021,2021-12-05,AY.4,544169,1,2,5,True,True,True,True,True,5746,3687,5747,477317,525342,AY.103,AY.4,253063,2021-04-02,0.0,235.925
1443,England/MILK-2D46BCE/2021,2021-12-05,AY.4,544237,1,2,5,True,True,True,True,True,15656,7122,15657,347796,474529,AY.4,AY.4,266702,2021-04-17,0.0,169.04031250000003
1444,Denmark/DCGC-260451/2021,2021-12-05,B.1.617.2,544348,2,2,10,False,True,True,True,False,25904,22283,25905,458105,399093,B.1.617.2,B.1.617.2,253063,2021-04-02,6.0,117.67499999999995
1445,England/MILK-2D4D71E/2021,2021-12-05,AY.126,544395,1,2,5,True,True,True,True,False,11062,5925,11063,419109,495806,AY.5,AY.126,253063,2021-04-02,18.0,217.525
1446,USA/UT-UPHL-211211578854/2021,2021-12-06,AY.113,544856,1,2,5,True,True,True,True,True,21453,15241,21454,541368,490092,AY.113,B.1.617.2,253063,2021-04-02,0.0,245.725
