,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,breakpoint,breakpoint_interval_left,breakpoint_interval_right,left_parent,right_parent,left_parent_imputed_lineage,right_parent_imputed_lineage,mrca,mrca_date,fwd_bck_parents_max_dist,parents_dist_days
2224,USA/KY-CDC-LC0045913/2021,2021-04-10,P.2,824587,9,2,7,False,True,True,True,False,28877,28658,28878,816716,112122,P.2,A.2.5,1,2019-12-26,44.0,470.2
2225,USA/MA-CDC-LC0040918/2021,2021-04-10,XC,824607,36,2,11,True,True,True,True,True,26767,26605,26768,752500,740788,AY.1,R.1,179,2020-02-20,0.0,398.1232
2226,USA/MA-CDC-LC0041006/2021,2021-04-10,B.1.533,824610,3,2,8,False,True,True,False,False,17014,16177,17015,707642,615975,B.1.429,B.1,179,2020-02-20,,405.4
2227,USA/MN-CDC-IBX178429987455/2021,2021-04-10,B.1.1.7,825043,1,2,4,True,True,True,True,True,28111,28096,28112,775325,481654,B.1.1.7,B.1.1.7,179,2020-02-20,0.0,411.0
2228,USA/NY-CDC-LC0040761/2021,2021-04-10,B.1.1.7,825602,1,2,6,True,True,True,True,True,21846,20593,21847,221894,773297,B.1.1.7,B.1.533,179,2020-02-20,0.0,411.0
2229,USA/NY-CDC-LC0041077/2021,2021-04-10,B.1.533,825610,1,2,14,False,True,True,True,False,5730,4222,5731,541488,816036,B.1.1.7,B.1.625,179,2020-02-20,23.0,390.61
2230,USA/RI-CDC-LC0040960/2021,2021-04-10,B.1.526,826157,1,2,3,True,True,True,True,True,27972,27926,27973,159170,787870,B.1.526,B.1.1.7,179,2020-02-20,1.0,411.8
2231,USA/WA-UW-2021041086399/2021,2021-04-10,P.1.10,826491,3,2,7,False,True,True,True,True,15279,13330,15280,819409,525245,P.1.10,P.1.17,260431,2021-01-22,5.0,77.56599999999999
2232,USA/WA-UW-2021041091596/2021,2021-04-10,C.36.3,826497,24,3,20,False,True,True,True,False,9875,9530,9876,809944,819348,B.1.544,Q.3,179,2020-02-20,23.0,414.2
2233,USA/WA-UW-2021041091596/2021,2021-04-10,C.36.3,826497,24,3,20,False,True,True,True,False,10078,9930,10079,819348,431982,Q.3,C.36.3,179,2020-02-20,0.0,414.2
2234,Germany/un-RKI-I-086421/2021,2021-04-11,B.1,828614,1,2,9,False,True,True,True,False,3239,2940,3240,310762,442242,B.1.258,B.1,179,2020-02-20,21.0,379.2
2235,India/TG-CCMB-BO694/2021,2021-04-11,B.1.617,828681,6,2,9,False,True,True,True,False,27299,26768,27300,803456,792519,Unknown (R),B.1.617.2,179,2020-02-20,28.0,412.96000000000004
2236,India/TG-CCMB-BO727/2021,2021-04-11,B.1.617,828685,3,2,8,False,True,True,True,True,21618,20263,21619,668966,803455,B.1.617,B.1,179,2020-02-20,0.0,413.6
2237,USA/FL-CDC-LC0041255/2021,2021-04-11,B.1.621,830363,4,2,11,False,True,True,True,False,13057,11452,13058,23587,643674,B.1.240,B.1.621,179,2020-02-20,11.0,383.93671875
2238,USA/FL-CDC-LC0041323/2021,2021-04-11,B.1,830367,1,2,10,False,True,True,True,False,24138,23605,24139,492368,755904,Unknown (R),B.1.621,179,2020-02-20,10.0,409.6
2239,USA/FL-CDC-LC0041462/2021,2021-04-11,B.1,830372,1,2,7,True,True,True,True,True,27925,26493,27926,377004,643674,B.1,B.1.621,179,2020-02-20,2.0,383.93671875
2240,USA/GA-CDC-LC0041345/2021,2021-04-11,B.1.526,830565,3,2,4,True,True,True,True,False,27925,25564,27926,607925,756821,B.1.526,B.1.1.7,179,2020-02-20,21.0,409.6
2241,USA/MI-CDC-LC0046617/2021,2021-04-11,B.1.533,831309,1,4,13,False,True,True,True,False,20178,17260,20179,808586,444538,Unknown (R),P.1.10,179,2020-02-20,10.0,413.6
2242,USA/MI-CDC-LC0046617/2021,2021-04-11,B.1.533,831309,1,4,13,False,True,True,True,False,23525,23064,23526,444538,141617,P.1.10,B.1.637,179,2020-02-20,10.0,413.6
2243,USA/MI-CDC-LC0046617/2021,2021-04-11,B.1.533,831309,1,4,13,False,True,True,True,False,26149,25704,26150,141617,807613,B.1.637,P.1,179,2020-02-20,0.0,413.6
2244,USA/MN-CDC-LC0044692/2021,2021-04-11,B.1.1.7,831433,4,4,16,False,True,True,False,False,10954,10049,10955,697583,376656,Unknown (R),B.1.1.519,179,2020-02-20,,412.0
2245,USA/MN-CDC-LC0044692/2021,2021-04-11,B.1.1.7,831433,4,4,16,False,True,True,False,False,13726,12790,13727,376656,772850,B.1.1.519,B.1.1.7,179,2020-02-20,,412.0
2246,USA/MN-CDC-LC0044692/2021,2021-04-11,B.1.1.7,831433,4,4,16,False,True,True,False,False,22995,22296,22996,772850,784002,B.1.1.7,B.1.1.7,43626,2020-08-29,,221.25
2247,USA/NJ-CDC-ASC210056193/2021,2021-04-11,B.1.1.7,831593,1,2,9,True,True,True,True,False,24914,24507,24915,728339,290414,B.1.1.7,Unknown (R),179,2020-02-20,16.0,407.2
2248,USA/NJ-CDC-LC0041293/2021,2021-04-11,P.1.10,831676,25,2,7,True,True,True,True,True,23709,13330,23710,651373,732479,P.1.10,Unknown (R),179,2020-02-20,0.0,406.56
2249,USA/PA-CDC-ASC210057233/2021,2021-04-11,B.1.1.7,832025,1,2,11,True,True,True,True,False,23271,22321,23272,785237,316768,Unknown (R),B.1.1.7,179,2020-02-20,13.0,407.52
2250,USA/WI-CDC-LC0041405/2021,2021-04-11,B.1.1.7,832457,2,2,5,True,True,True,True,True,23709,21994,23710,743703,709658,B.1.1.7,B.1.1,64513,2020-09-14,16.0,198.87499999999997
2251,CzechRepublic/188477-21cs/2021,2021-04-12,B.1.1.7,833276,11,2,9,True,True,True,True,True,27380,26468,27381,692698,625382,Unknown (R),B.1.1.7,64513,2020-09-14,0.0,193.79499999999996
2252,CzechRepublic/188478-21cs/2021,2021-04-12,B.1.1.7,833278,1,2,12,True,True,True,True,False,14408,9057,14409,367924,625372,B.1.1.7,B.1.1.7,179,2020-02-20,12.0,399.4
2253,CzechRepublic/189848-21cs/2021,2021-04-12,B.1.1.7,833283,5,2,9,False,True,True,True,False,17561,15097,17562,800243,625372,B.1.1.7,B.1.1.7,64513,2020-09-14,9.0,207.075
2254,CzechRepublic/189929-21cs/2021,2021-04-12,B.1.1.7,833285,1,2,7,True,True,True,True,True,26453,17565,26454,625377,625373,B.1.1.7,Unknown (R),486660,2021-01-11,6.0,73.81414141414143
2255,Germany/SN-RKI-I-087731/2021,2021-04-12,B.1.1.7,839249,1,2,3,True,True,True,True,False,29769,28978,29770,679019,1,B.1.1.7,B,1,2019-12-26,31.0,459.4
2256,Germany/un-RKI-I-088152/2021,2021-04-12,B.1,839747,1,3,21,False,False,False,False,False,13993,11498,13994,349087,398937,Unknown,B.1.160,179,2020-02-20,,360.44
2257,Germany/un-RKI-I-088152/2021,2021-04-12,B.1,839747,1,3,21,False,False,False,False,False,23063,22993,23064,398937,485219,B.1.160,Unknown,179,2020-02-20,,360.44
2258,India/AP-CCMB-BO887/2021,2021-04-12,B.1.617.1,839930,1,2,9,True,True,True,True,True,16852,16135,16853,653665,828682,B.1.617.1,B.1.617.1,179,2020-02-20,0.0,416.2
2259,India/AP-CCMB-BO888/2021,2021-04-12,B.1.1.7,839932,1,2,7,False,True,True,True,True,23604,14713,23605,792508,668961,B.1.1.7,B.1.1.7,179,2020-02-20,5.0,413.0
2260,India/AP-CCMB-BO890/2021,2021-04-12,B.1,839935,1,2,5,False,True,True,True,False,16176,15452,16177,556781,828684,B.1,B.1.617,179,2020-02-20,17.0,416.2
2261,India/AP-CCMB-BO891/2021,2021-04-12,B.1.1,839937,1,2,8,True,True,True,True,True,23271,23013,23272,580000,803455,B.1.1.7,B.1,179,2020-02-20,0.0,413.8
2262,India/AP-CCMB-BO895/2021,2021-04-12,B.1.617.1,839945,2,2,5,False,True,True,True,False,28099,21896,28100,789286,803455,B.1.617.1,B.1,711011,2021-03-08,9.0,32.2783203125
2263,India/AP-CCMB-BO896/2021,2021-04-12,B.1.617.3,839947,1,2,9,False,True,True,True,False,21895,21619,21896,789054,832715,B.1.617.3,B.1.1,179,2020-02-20,9.0,380.16044647216796
2264,India/AP-CCMB-BO906/2021,2021-04-12,B.1.617,839958,1,2,10,True,True,True,True,True,16293,11838,16294,781282,828680,B.1.617.3,B.1.617,179,2020-02-20,0.0,416.2
2265,India/TG-CCMB-BO840/2021,2021-04-12,B.1.617,839989,3,2,7,False,True,True,True,False,17523,11202,17524,652936,668944,Unknown (R),B.1.617,179,2020-02-20,22.0,402.6
2266,India/TG-CCMB-BO845/2021,2021-04-12,B.1.1,839996,1,2,9,False,True,True,True,True,15096,14121,15097,758959,438616,B.1.1.7,Unknown (R),64513,2020-09-14,15.0,155.49099999999999
2267,India/TG-CCMB-BO847/2021,2021-04-12,B.1,839998,7,2,4,True,True,True,True,False,24914,23404,24915,361057,377908,Unknown (R),B,1,2019-12-26,12.0,428.2
2268,India/TG-CCMB-BO866/2021,2021-04-12,B.1,840004,1,2,14,False,False,False,False,False,18756,18547,18757,395747,2465,C.36.3,B.1,179,2020-02-20,,322.182
2269,India/TG-CCMB-BO908/2021,2021-04-12,B.1.617.1,840007,1,2,6,True,True,True,True,True,5184,3927,5185,13851,828672,B.1.1,B.1.617.1,179,2020-02-20,0.0,416.2
2270,India/TG-CCMB-BO909/2021,2021-04-12,B.1.617,840009,1,2,5,True,True,True,True,True,19305,11838,19306,590229,828680,Unknown (R),B.1.617,179,2020-02-20,0.0,416.2
2271,Netherlands/OV-RIVM-28578/2021,2021-04-12,B.1.1.7,841007,12,2,4,True,True,True,True,True,28233,14182,28234,782065,148578,B.1.1.7,B.1.1.7,66845,2020-10-03,0.0,186.33749999999998
2272,Norway/09870/2021,2021-04-12,B.1.1.7,841112,1,3,8,True,True,True,True,True,23664,23605,23665,793430,594402,B.1.1.7,B.1.351,179,2020-02-20,12.0,413.0
2273,Norway/09870/2021,2021-04-12,B.1.1.7,841112,1,3,8,True,True,True,True,True,27972,26457,27973,594402,532785,B.1.351,B.1.1.7,179,2020-02-20,12.0,413.0
2274,Slovakia/UVZ_PL13_E6_8907/2021,2021-04-12,B.1.1.7,841659,1,2,9,True,True,True,True,True,11320,11297,11321,319481,670257,B.1.1.7,B.1.1.7,43626,2020-08-29,0.0,211.85
2275,Slovakia/UVZ_PL14_D8_9044/2021,2021-04-12,B.1.1.7,841679,1,2,3,True,True,True,True,True,9073,7823,9074,717637,819710,B.1.1.7,B.1.1.7,64513,2020-09-14,0.0,199.87499999999997
2276,USA/AL-CDC-LC0041230/2021,2021-04-12,B.1.1.7,842467,3,2,6,True,True,True,True,False,27972,25955,27973,354924,617175,B.1.1.7,B.1.1.7,64513,2020-09-14,11.0,191.075
2277,USA/CT-CDC-LC0047942/2021,2021-04-12,B.1.1.7,843268,6,2,7,True,True,True,True,True,23604,22321,23605,719533,785921,Unknown (R),B.1.1,43626,2020-08-29,0.0,221.45
2278,USA/DC-CDC-LC0041179/2021,2021-04-12,B.1.637,843405,1,2,3,True,True,True,True,True,3177,2111,3178,822910,413865,B.1.1.7,B.1.637,179,2020-02-20,7.0,415.4
2279,USA/FL-CDC-LC0041235/2021,2021-04-12,B.1.1.348,843641,1,2,9,True,True,True,True,True,27972,27562,27973,465070,555176,B.1.1.348,B.1.1.7,179,2020-02-20,0.0,392.2
2280,USA/FL-CDC-LC0041314/2021,2021-04-12,R.1,843643,3,2,7,True,True,True,True,False,23709,23605,23710,454378,158644,R.1,B.1.1.7,179,2020-02-20,20.0,375.96000000000004
2281,USA/FL-CDC-LC0041384/2021,2021-04-12,B.1,843649,3,2,7,False,True,True,True,True,23063,21996,23064,10446,830362,B.1,B.1.621,464,2020-03-02,4.0,405.2
2282,USA/FL-CDC-LC0041465/2021,2021-04-12,B.1.526,843652,1,2,4,True,True,True,True,False,27925,27298,27926,609895,609453,B.1.526,B.1.526,179,2020-02-20,19.0,397.0
2283,USA/FL-CDC-LC0047490/2021,2021-04-12,B.1.637,843666,1,2,3,True,True,True,True,True,27925,23114,27926,806769,673744,B.1.637,B.1.637,179,2020-02-20,0.0,413.8
2284,USA/FL-CDC-LC0047546/2021,2021-04-12,B.1,843672,1,2,4,False,True,True,True,False,16500,15280,16501,609344,707974,B.1,B.1.533,179,2020-02-20,11.0,405.8
2285,USA/FL-CDC-LC0049034/2021,2021-04-12,P.1,843686,7,2,6,True,False,False,False,False,23709,23605,23710,567761,266313,P.1,B.1.1.7,179,2020-02-20,,393.8
2286,USA/FL-CDC-LC0049450/2021,2021-04-12,B.1.637,843692,4,2,8,True,False,False,False,False,23709,22033,23710,618358,809696,B.1.637,Unknown (R),179,2020-02-20,,405.096
2287,USA/FL-CDC-STM-000055378/2021,2021-04-12,B.1.526,843884,8,2,5,False,True,True,True,True,14403,12163,14404,511344,596543,B.1.1.7,B.1.526,179,2020-02-20,8.0,396.2
2288,USA/GA-CDC-LC0041240/2021,2021-04-12,B.1.1.7,843987,2,2,5,True,True,True,True,False,27972,26590,27973,640904,617175,B.1.1.7,B.1.1.7,64513,2020-09-14,40.0,193.47499999999997
2289,USA/IN-CDC-LC0046815/2021,2021-04-12,B.1.1.7,844414,2,2,3,True,True,True,True,False,17615,15280,17616,284181,341875,Unknown (R),B.1.1.7,43626,2020-08-29,9.0,165.77
2290,USA/IN-CDC-LC0046939/2021,2021-04-12,B.1.1.7,844417,7,2,5,True,True,True,True,True,23709,17616,23710,821190,533562,B.1.1.7,B.1.1.7,67434,2020-10-04,0.0,188.4
2291,USA/MA-CDC-LC0041456/2021,2021-04-12,B.1.1.7,844580,1,2,3,True,True,True,True,False,8326,7421,8327,807615,255332,Unknown (R),B.1.1.7,43626,2020-08-29,18.0,208.32999999999998
2292,USA/MI-CDC-ASC210070543/2021,2021-04-12,B.1.1.7,845095,1,2,4,True,True,True,True,True,28254,25786,28255,573668,66845,B.1.1.7,B.1.1.7,64513,2020-09-14,5.0,151.71499999999997
2293,USA/MS-CDC-LC0041392/2021,2021-04-12,B.1.1.7,845651,1,2,8,True,True,True,True,True,28857,28283,28858,154047,189196,B.1.1.7,B.1.1.519,179,2020-02-20,6.0,333.7909375
2294,USA/NY-CDC-LC0041408/2021,2021-04-12,B.1.1.7,846053,1,3,7,True,True,True,True,False,23063,17616,23064,328496,459794,Unknown (R),B.1,179,2020-02-20,17.0,381.0
2295,USA/NY-CDC-LC0041408/2021,2021-04-12,B.1.1.7,846053,1,3,7,True,True,True,True,False,27972,25594,27973,459794,437186,B.1,B.1.1.7,179,2020-02-20,20.0,381.0
2296,USA/NY-PRL-2021_0414_00C21/2021,2021-04-12,B.1,846265,1,3,7,False,True,True,True,True,16176,15280,16177,391015,459844,B.1.1.7,B.1.526,179,2020-02-20,9.0,379.4
2297,USA/NY-PRL-2021_0414_00C21/2021,2021-04-12,B.1,846265,1,3,7,False,True,True,True,True,27925,25969,27926,459844,445410,B.1.526,B.1.1.7,179,2020-02-20,4.0,379.4
2298,USA/NY-PRL-2021_0414_00E19/2021,2021-04-12,B.1.1,846298,2,2,5,True,True,True,True,True,25517,24915,25518,445437,563025,B.1.637,B.1.1.7,179,2020-02-20,0.0,393.0
2299,USA/NY-PRL-2021_0414_00F15/2021,2021-04-12,B.1.526,846308,1,2,8,True,True,True,True,True,25968,25564,25969,532584,492445,Unknown (R),B.1.526,179,2020-02-20,16.0,385.0
2300,USA/NY-PRL-2021_0414_00G13/2021,2021-04-12,B.1.526,846332,1,2,8,True,True,True,True,True,17259,13386,17260,321846,816943,B.1.526,B.1.526,136730,2020-12-16,0.0,114.6
2301,USA/NY-PRL-2021_0414_00H02/2021,2021-04-12,B.1.526,846342,1,2,4,True,True,True,True,True,27925,27805,27926,630701,438124,B.1.526,B.1.526,154345,2020-12-14,0.0,97.22000000000001
2302,USA/NY-PRL-2021_0414_00H11/2021,2021-04-12,B.1.1.7,846350,1,3,12,True,True,True,True,False,14118,9599,14119,423525,556790,B.1.1.7,B.1,179,2020-02-20,3.0,393.0
2303,USA/NY-PRL-2021_0414_00H11/2021,2021-04-12,B.1.1.7,846350,1,3,12,True,True,True,True,False,23709,23272,23710,556790,563025,B.1,B.1.1.7,179,2020-02-20,3.0,393.0
2304,USA/NY-PRL-2021_0414_00H15/2021,2021-04-12,B.1.526,846354,1,2,6,True,True,True,True,True,23709,23605,23710,464366,533565,B.1.526,B.1.1,179,2020-02-20,0.0,381.8
2305,USA/OR-CDC-LC0044621/2021,2021-04-12,B.1.1.161,846578,1,4,16,True,True,True,True,False,4084,3141,4085,414856,675633,B.1.258.14,B.1.1.519,179,2020-02-20,16.0,401.7
2306,USA/OR-CDC-LC0044621/2021,2021-04-12,B.1.1.161,846578,1,4,16,True,True,True,True,False,21306,20263,21307,675633,532600,B.1.1.519,B.1.526,179,2020-02-20,24.0,401.7
2307,USA/OR-CDC-LC0044621/2021,2021-04-12,B.1.1.161,846578,1,4,16,True,True,True,True,False,27925,23757,27926,532600,459252,B.1.526,B.1.1.519,179,2020-02-20,24.0,401.7
2308,USA/OR-MAP000357/2021,2021-04-12,B.1.1.7,846585,1,2,9,True,True,True,True,True,25553,25219,25554,453304,797074,B.1.1.7,B.1,43626,2020-08-29,0.0,222.25
2309,USA/OR-MAP000388/2021,2021-04-12,B.1.1.7,846594,1,2,10,True,True,True,True,True,15279,14677,15280,708708,507109,B.1.1.7,Unknown (R),156824,2020-12-04,0.0,117.8
2310,USA/OR-MAP000390/2021,2021-04-12,B,846596,1,4,16,False,True,True,True,False,4900,3268,4901,1407,591320,B.1,B.1.1.7,179,2020-02-20,5.0,389.1666666666667
2311,USA/OR-MAP000390/2021,2021-04-12,B,846596,1,4,16,False,True,True,True,False,23271,21138,23272,591320,358320,B.1.1.7,B.1.1.7,73675,2020-10-29,0.0,137.16666666666669
2312,USA/OR-MAP000390/2021,2021-04-12,B,846596,1,4,16,False,True,True,True,False,28254,28049,28255,358320,739602,B.1.1.7,B.1.526,179,2020-02-20,6.0,389.1666666666667
2313,USA/OR-MAP000408/2021,2021-04-12,B.1.1.7,846603,3,2,6,True,True,True,True,True,26768,25136,26769,742765,756821,Unknown (R),B.1.1.7,64513,2020-09-14,0.0,203.075
2314,USA/TN-CDC-LC0041391/2021,2021-04-12,B.1.1.7,846836,4,2,3,True,True,True,True,False,27972,27463,27973,461056,617175,B.1.1.7,B.1.1.7,64513,2020-09-14,11.0,191.075
2315,USA/VA-CDC-LC0041349/2021,2021-04-12,B.1.617.2,847049,2,2,13,True,True,True,True,True,10029,9054,10030,445917,694601,B.1.1,B.1.617.2,5867,2020-02-22,0.0,387.3464
2316,USA/WA-CDC-LC0044470/2021,2021-04-12,B.1,847096,1,2,6,False,True,True,True,True,27964,25909,27965,630875,324267,B.1.2,B.1.1.7,179,2020-02-20,12.0,399.4
2317,USA/WA-UW-2021041203682/2021,2021-04-12,B.1.429,847218,1,2,3,True,True,True,True,True,21530,20630,21531,507625,800133,B.1.429,Unknown,112047,2020-10-27,0.0,116.08500000000001
2318,USA/WA-UW-2021041203718/2021,2021-04-12,B.1.526,847220,4,2,3,True,True,True,True,True,21530,19678,21531,786426,709155,B.1.526,B.1.526,136730,2020-12-16,0.0,112.2
2319,USA/WA-UW-2021041207152/2021,2021-04-12,B.1.427,847234,1,2,4,True,True,True,True,True,21530,18789,21531,772530,296451,B.1.427,B.1.427,111702,2020-06-04,1.0,306.6
2320,USA/WA-UW-2021041227092/2021,2021-04-12,B.1.525,847264,1,2,18,False,False,False,False,False,28280,28273,28281,591440,284857,B.1.525,B.1.427,179,2020-02-20,,357.8
2321,USA/WV-CDC-LC0045408/2021,2021-04-12,B.1.1.7,847439,1,2,7,True,False,False,False,False,21562,15280,21563,722131,743138,B.1.1.7,B.1.1.7,164139,2020-12-28,,96.2
2322,USA/WV-CDC-LC0046858/2021,2021-04-12,B.1.1.7,847460,2,2,4,False,True,True,True,True,14676,14121,14677,660868,525491,B.1.1.7,B.1.1.7,65357,2020-09-03,15.0,206.72500000000002
2323,Belgium/ULG-14653/2021,2021-04-13,B.1.1.7,848485,1,2,4,False,True,True,True,False,28233,28096,28234,114345,148578,B.1.1.7,B.1.1.7,43626,2020-08-29,7.0,136.85
2324,France/GES-HMN-21042190210/2021,2021-04-13,B.1.1.7,850391,3,2,15,True,True,True,True,True,28274,28272,28275,415113,156820,B.1.1.7,B.1.1.7,43626,2020-08-29,13.0,176.53
2325,France/IDF-HMN-21042150548/2021,2021-04-13,B.1.1.7,850687,1,2,6,False,True,True,True,True,25904,17998,25905,685213,225693,B.1.1.7,B.1.1.7,65357,2020-09-03,9.0,204.32500000000002
2326,France/IDF-HMN-21042160196/2021,2021-04-13,Q.7,850705,1,2,5,True,True,True,True,True,11288,11196,11289,714238,788990,Q.7,Q.7,64513,2020-09-14,0.0,200.075
2327,France/IDF-HMN-21042160204/2021,2021-04-13,B.1.1.7,850708,3,2,9,True,True,True,True,True,21766,21195,21767,516167,714223,B.1.1.7,B.1.1.7,65357,2020-09-03,0.0,211.72500000000002
2328,France/IDF-HMN-21042160223/2021,2021-04-13,Q.4,850710,1,2,8,True,True,True,True,True,9587,7225,9588,690469,352017,Q.4,B.1.1.7,67434,2020-10-04,0.0,177.4
2329,France/IDF-HMN-21042160252/2021,2021-04-13,B.1.1.7,850731,1,2,9,False,True,True,True,True,11288,6992,11289,738220,415113,B.1.1.7,B.1.1.7,43626,2020-08-29,3.0,217.65
2330,France/IDF-HMN-21042160256/2021,2021-04-13,B.1.1.7,850740,2,2,9,True,True,True,True,True,17762,17475,17763,568312,779939,B.1.1.7,B.1.1.7,164552,2020-12-20,0.0,108.4
2331,France/IDF-HMN-21042160300/2021,2021-04-13,Q.4,850756,1,2,8,True,True,True,True,True,11288,9311,11289,485203,352017,Q.4,B.1.1.7,67434,2020-10-04,0.0,137.56
2332,France/IDF-HMN-21042160307/2021,2021-04-13,Q.4,850758,1,2,8,True,True,True,True,True,11288,7225,11289,627452,352017,Q.4,B.1.1.7,67434,2020-10-04,0.0,172.6
2333,France/IDF-HMN-21042160354/2021,2021-04-13,B.1.1.7,850765,1,2,8,True,True,True,True,True,11288,10643,11289,847610,366204,B.1.1.7,B.1.1.7,64513,2020-09-14,0.0,192.075
2334,France/IDF-HMN-21042160370/2021,2021-04-13,B.1.1.7,850767,3,2,7,True,True,True,True,True,11288,6477,11289,313120,415113,B.1.1.7,B.1.1.7,43626,2020-08-29,0.0,176.53
2335,France/IDF-HMN-21042160374/2021,2021-04-13,Q.4,850769,1,2,12,False,True,True,True,True,21766,17616,21767,838536,779878,Q.4,B.1.1.7,43626,2020-08-29,8.0,226.45
2336,France/IDF-HMN-21042160379/2021,2021-04-13,B.1.1.7,850771,1,2,12,True,True,True,True,True,22107,21994,22108,352017,618231,B.1.1.7,B.1.1.7,43626,2020-08-29,0.0,174.536
2337,France/IDF-HMN-21042160394/2021,2021-04-13,B.1.1.7,850779,2,2,6,True,True,True,True,True,22073,21994,22074,356797,713972,Unknown,B.1.1.7,64513,2020-09-14,0.0,200.075
2338,France/IDF-HMN-21042160402/2021,2021-04-13,B.1.1.7,850781,1,2,9,True,True,True,True,True,11288,8565,11289,804576,415113,B.1.1.7,B.1.1.7,43626,2020-08-29,0.0,176.53
2339,France/IDF-HMN-21042160411/2021,2021-04-13,B.1.1.7,850783,5,2,9,False,True,True,True,True,11288,9097,11289,313120,779878,B.1.1.7,B.1.1.7,43626,2020-08-29,7.0,221.65
2340,France/IDF-HMN-21042160481/2021,2021-04-13,B.1.525,850795,5,3,13,True,True,True,True,True,21762,21410,21763,838409,812065,B.1.525,B.1.525,134192,2020-12-15,0.0,115.8
2341,France/IDF-HMN-21042160481/2021,2021-04-13,B.1.525,850795,5,3,13,True,True,True,True,True,24574,21994,24575,812065,838409,B.1.525,B.1.525,134192,2020-12-15,0.0,115.8
2342,France/IDF-HMN-21042160505/2021,2021-04-13,B.1.1.7,850804,1,2,10,True,False,False,False,False,11288,6038,11289,391047,415113,B.1.1.7,B.1.1.7,43626,2020-08-29,,182.45
2343,France/IDF-HMN-21042160506/2021,2021-04-13,B.1.525,850806,6,2,13,True,False,False,False,False,21762,21410,21763,479818,812065,B.1.525,B.1.525,777676,2021-01-31,,69.425
2344,France/IDF-HMN-21042160531/2021,2021-04-13,B.1.525,850813,2,3,12,True,True,True,True,True,21762,21410,21763,643576,812065,B.1.525,B.1.525,777676,2021-01-31,0.0,69.425
2345,France/IDF-HMN-21042160531/2021,2021-04-13,B.1.525,850813,2,3,12,True,True,True,True,True,25499,24575,25500,812065,237060,B.1.525,B.1.525,134192,2020-12-15,2.0,115.8
2346,France/IDF-HMN-21042190411/2021,2021-04-13,B.1.1.7,850857,6,2,11,False,True,True,True,False,21766,19855,21767,584029,319482,B.1.1.7,Unknown (R),64513,2020-09-14,8.0,179.91499999999996
2347,France/IDF-HMN-21042190440/2021,2021-04-13,B.1.1.7,850868,1,2,8,True,True,True,True,True,21766,19855,21767,700875,319482,B.1.1.7,Unknown (R),64513,2020-09-14,7.0,199.27499999999998
2348,France/NOR-HMN-21042160905/2021,2021-04-13,Q.4,851047,1,2,11,False,True,True,True,True,21766,18019,21767,714212,779898,Q.4,B.1.1.7,43626,2020-08-29,7.0,221.65
2349,Germany/NW-RKI-I-087033/2021,2021-04-13,Q.1,852660,1,2,6,True,True,True,True,True,12970,8987,12971,322144,780829,B.1.1.7,Q.1,64512,2020-09-30,0.0,189.70000000000002
2350,Germany/SN-RKI-I-104401/2021,2021-04-13,B.1.1.7,853110,1,2,9,True,True,True,True,True,29769,28885,29770,402736,520094,B.1.1.7,B.1.1.7,65357,2020-09-03,0.0,194.125
2351,Italy/CAM-AMES.75.83/2021,2021-04-13,B.1.1.7,853777,1,2,8,False,True,True,True,True,23271,21722,23272,799601,563445,B.1.1.7,B.1.1.7,43626,2020-08-29,0.0,213.85
2352,Sweden/SE00422618/2021,2021-04-13,B.1.1.7,855331,1,2,5,True,True,True,True,False,6070,220,6071,670746,615321,B.1.1.7,B.1.1.7,52294,2020-09-07,39.0,203.40000000000003
2353,USA/AL-CDC-LC0049134/2021,2021-04-13,P.1,855806,3,2,9,False,False,False,False,False,17259,16177,17260,731447,299045,Unknown (R),P.1.12,260432,2021-01-05,,87.156
2354,USA/CA-CDC-QDX23916494/2021,2021-04-13,B.1.526,856300,8,2,4,True,True,True,True,True,24914,24507,24915,562891,484076,B.1.526,B.1.1.7,179,2020-02-20,25.0,393.2
2355,USA/CT-CDC-LC0047688/2021,2021-04-13,B.1,856512,1,2,6,True,True,True,True,True,11804,9892,11805,453499,556729,B.1.526,B.1,179,2020-02-20,0.0,392.4
2356,USA/CT-CDC-LC0048051/2021,2021-04-13,Q.4,856531,1,2,4,True,True,True,True,False,27972,27926,27973,807652,741095,Q.4,B.1.1,179,2020-02-20,16.0,414.0
2357,USA/CT-CDC-LC0048077/2021,2021-04-13,B.1.1.7,856535,2,2,6,True,True,True,True,True,14676,6955,14677,817169,816938,B.1.1.7,B.1.1,179,2020-02-20,0.0,414.8
2358,USA/FL-CDC-LC0041231/2021,2021-04-13,B.1.1.7,857058,1,2,4,True,True,True,True,True,27494,25136,27495,511056,305217,B.1.1.7,B.1.1.7,67434,2020-10-04,10.0,160.6
2359,USA/FL-CDC-LC0041262/2021,2021-04-13,B.1.533,857060,2,2,10,True,True,True,True,True,17615,16177,17616,672424,843649,B.1.1.7,Unknown (R),179,2020-02-20,0.0,416.56
2360,USA/FL-CDC-LC0047520/2021,2021-04-13,B.1.526,857090,1,2,6,False,True,True,True,True,27925,27805,27926,723183,696294,B.1.526,Unknown (R),179,2020-02-20,2.0,389.2
