,causal_strain,causal_date,causal_lineage,node,max_descendant_samples,num_parents,total_cost,is_hmm_mutation_consistent,is_arg_hmm_path_identical,is_arg_hmm_path_length_consistent,is_path_length_consistent,is_parent_lineage_consistent,num_mutations,interval_left,interval_right,mrca,mrca_date
1037,USA/TX-CDC-LC0079904/2021,2021-06-13,B.1.617.2,1329183,3,2,4,True,True,True,True,False,1,13020,22093,693656,2021-03-19
1038,France/IDF-HMN-21042160379/2021,2021-04-13,B.1.1.7,850771,1,2,12,True,True,True,True,True,9,21994,22107,43626,2020-08-29
1039,USA/FL-CDC-QDX25309526/2021,2021-05-24,P.1.10,1205188,1,2,3,True,True,True,True,True,0,21790,22132,542269,2021-02-22
1040,USA/IN-INSPHL-01566/2021,2021-05-10,P.1,1110396,1,2,8,True,True,True,True,True,5,21975,22132,5867,2020-02-22
1041,SouthAfrica/KRISP-EC-K005220/2020,2020-11-18,B.1,100373,1,2,6,True,True,True,True,True,3,21802,22206,179,2020-02-20
1042,Germany/NW-RKI-I-144716/2021,2021-05-05,Q.1,1063176,1,2,4,True,True,True,True,True,1,17305,22208,64512,2020-09-30
1043,USA/TX-HMH-MCoV-44195/2021,2021-04-29,B.1.1.7,1014642,1,2,5,True,True,True,True,True,2,16177,22225,179,2020-02-20
1044,Mexico/GUA-InDRE_FB13134_S1562/2021,2021-04-10,B.1.1.519,822661,8,2,9,True,True,True,True,True,6,16946,22227,191983,2020-12-18
1045,Germany/HH-RKI-I-032581/2021,2021-02-25,B.1.177,450223,1,2,6,True,True,True,True,True,3,20011,22227,5867,2020-02-22
1046,Latvia/1294/2021,2021-03-05,B.1.177,504332,1,2,11,True,True,True,True,True,8,21256,22227,179,2020-02-20
1047,Wales/ALDP-11CF93B/2021,2021-01-30,XA,296561,44,2,3,True,True,True,True,True,0,21256,22227,179,2020-02-20
1048,France/IDF-IPP00118/2021,2021-01-02,B.1,175088,1,2,5,True,True,True,True,True,2,21256,22227,179,2020-02-20
1049,Spain/CT-HUVH-88189/2021,2021-02-16,B.1.177,393389,1,2,10,True,True,True,True,True,7,21256,22227,5867,2020-02-22
1050,Denmark/DCGC-7170/2020,2020-10-12,B.1.177,54047,2,2,6,True,False,True,True,True,3,18878,22227,179,2020-02-20
1051,Myanmar/DSMRC013/2021,2021-05-28,B.1.617.1,1231564,3,2,3,True,True,True,True,True,0,21896,22256,591572,2021-01-24
1052,USA/WA-UW-60651/2021,2021-01-30,B.1.429,296459,7,2,10,True,True,True,True,True,7,21537,22281,112047,2020-10-27
1053,USA/WA-CDC-UW21050326498/2021,2021-05-03,B.1.1.7,1049915,1,2,4,True,True,True,True,True,1,18176,22282,133946,2020-12-15
1054,USA/NM-CDC-LC0059889/2021,2021-05-11,B.1.1.7,1120709,1,2,4,True,True,True,True,True,1,18463,22289,65357,2020-09-03
1055,USA/MN-CDC-LC0055935/2021,2021-04-29,B.1.1.7,1013547,1,2,4,True,True,True,True,True,1,15721,22295,85911,2020-10-06
1056,USA/WA-CDC-UW21061438215/2021,2021-06-14,B.1.526,1335527,6,2,5,True,True,True,True,True,2,21537,22305,664563,2021-02-24
1057,USA/PA-CDC-LC0061258/2021,2021-05-13,B.1.1.7,1135429,1,2,5,True,True,True,True,True,2,21847,22320,43626,2020-08-29
1058,USA/NC-CDC-FG-035033/2021,2021-05-04,B.1,1058864,1,2,12,True,True,True,True,False,9,16501,22320,179,2020-02-20
1059,USA/MA-CDC-LC0047946/2021,2021-04-13,B.1,858015,1,2,4,True,True,True,True,True,1,21847,22320,43626,2020-08-29
1060,USA/NY-Wadsworth-290403-01/2020,2020-12-16,B.1.526,136731,19220,2,7,True,True,True,True,True,4,21059,22320,19291,2020-04-05
1061,USA/FL-CDC-QDX25249412/2021,2021-05-24,B.1.1.7,1205179,2,2,3,True,True,True,True,True,0,11751,22344,64513,2020-09-14
1062,Croatia/HRV000_194/2021,2021-02-13,B.1.177,370301,1,2,10,True,True,True,True,False,7,22228,22346,5867,2020-02-22
1063,Switzerland/BS-ETHZ-500665/2021,2021-02-13,B.1.1,372617,1,2,13,True,True,True,True,True,10,22347,22377,179,2020-02-20
1064,Italy/CAM-AMES-63-28/2021,2021-03-15,Q.2,574638,1,2,6,True,True,True,True,True,3,14647,22468,64512,2020-09-30
1065,Italy/CAM-TIGEM-IZSM-COLLI-10083/2021,2021-04-20,Q.2,922432,1,2,8,True,True,True,True,True,5,15588,22468,64512,2020-09-30
1066,SouthKorea/KDCA5616/2021,2021-06-17,B.1.620,1353528,1,2,12,True,True,True,True,True,9,6574,22498,1060352,2021-04-23
1067,USA/FL-CDC-LC0068965/2021,2021-06-07,B.1.526,1299757,1,2,4,True,True,True,True,True,1,21847,22498,150407,2020-09-30
1068,USA/PA-CDC-STM-000030670/2021,2021-03-07,B.1.1.7,515803,1,2,5,True,True,True,True,True,2,22499,22541,64513,2020-09-14
1069,Turkey/HSGM-B11145/2021,2021-04-28,B.1.469,1000936,2,2,8,True,True,True,True,False,5,18878,22624,150384,2020-04-13
1070,Spain/AS-242127735/2021,2021-03-10,B.1.177,539804,1,2,6,True,True,True,True,True,3,22230,22624,23479,2020-07-06
1071,Germany/NW-RKI-I-091514/2021,2021-03-29,B.1.1.7,701796,1,2,3,True,True,True,True,True,0,14121,22657,64513,2020-09-14
1072,USA/NY-PRL-2021_02_17_00F18/2021,2021-02-14,B.1.526,377045,25,2,6,True,True,True,True,True,3,22321,22687,179,2020-02-20
1073,Germany/BW-RKI-I-173280/2021,2021-05-25,B.1.1.7,1210509,1,2,8,True,True,True,True,True,5,18937,22716,64513,2020-09-14
1074,USA/PA-CDC-LC0046923/2021,2021-04-14,Q.4,871575,1,2,4,True,True,True,True,True,1,15280,22784,67434,2020-10-04
1075,Mexico/ROO-LANGEBIO_IMSS_1593/2021,2021-06-28,AY.26,1429293,1,2,19,True,True,True,True,True,16,22228,22812,5868,2020-02-21
1076,Belgium/ULG-15396/2021,2021-04-30,P.1.16,1015749,3,2,6,True,True,True,True,True,3,17123,22812,260431,2021-01-22
1077,USA/RI-CDC-LC0055048/2021,2021-04-26,P.1,983023,3,2,4,True,True,True,True,True,1,22531,22812,179,2020-02-20
1078,USA/NC-CDC-LC0064120/2021,2021-05-20,B.1.1.7,1185676,1,2,9,True,True,True,True,True,6,21802,22812,179,2020-02-20
1079,USA/GA-CDC-LC0047304/2021,2021-04-14,P.1,868957,1,2,13,True,True,True,True,True,10,22133,22812,5867,2020-02-22
1080,Botswana/R18B56_BHP_AAB65802/2021,2021-06-01,B.1,1251637,1,2,5,True,True,True,True,True,2,10835,22813,179,2020-02-20
1081,Slovenia/08-062975-MB/2021,2021-03-08,B.1.1,521988,2,2,9,True,True,True,True,True,6,20269,22879,179,2020-02-20
1082,USA/SC-DHEC-0844/2021,2021-03-04,B.1.1,499745,3,2,10,True,True,True,True,True,7,21059,22879,5867,2020-02-22
1083,Turkey/HSGM-B18751/2021,2021-06-28,B.1.617.2,1430730,1,2,3,True,True,True,True,True,0,22192,22882,5867,2020-02-22
1084,India/WB-708500839112/2021,2021-03-04,B.1.1.216,496618,3,2,7,True,True,True,True,True,4,21058,22882,488832,2021-02-28
1085,France/NAQ-2107_020490/2021,2021-06-30,B.1.617.2,1449686,1,2,5,True,True,True,True,True,2,19039,22917,1206242,2021-05-14
1086,Turkey/HSGM-B19016/2021,2021-06-29,B.1.617.2,1442501,1,2,3,True,True,True,True,False,0,21256,22917,179,2020-02-20
1087,Turkey/HSGM-B18481/2021,2021-06-25,B.1,1408731,1,2,8,True,True,True,True,True,5,21619,22917,179,2020-02-20
1088,Turkey/HSGM-B18271/2021,2021-06-23,B.1,1394601,2,2,12,True,True,True,True,True,9,22883,22917,5174,2020-01-20
1089,Turkey/HSGM-B18312/2021,2021-06-23,B.1,1394642,1,2,7,True,True,True,True,True,4,22207,22917,179,2020-02-20
1090,USA/TX-CDC-ASC210153661/2021,2021-06-22,B.1.617.2,1387337,1,2,7,True,True,True,True,True,4,14015,22917,694601,2021-03-08
1091,Botswana/R18B12_BHP_AAB64667/2021,2021-06-16,B.1,1342961,1,2,6,True,True,True,True,True,3,22207,22917,179,2020-02-20
1092,Turkey/HSGM-B18891/2021,2021-06-23,B.1.617.2,1394740,1,2,7,True,True,True,True,True,4,21619,22917,5868,2020-02-21
1093,SouthAfrica/NICD-N9431/2021,2021-06-18,B.1.617.2,1360552,2,2,8,True,True,True,True,True,5,22228,22917,591284,2021-02-27
1094,USA/TX-CDC-LC0064678/2021,2021-05-21,B.1.637,1191788,1,2,5,True,True,True,True,True,2,22531,22917,179,2020-02-20
1095,USA/CA-CDC-LC0064726/2021,2021-05-19,B.1.1,1178362,3,2,9,True,True,True,True,True,6,21619,22917,179,2020-02-20
1096,USA/AZ-CDC-LC0068681/2021,2021-05-25,B.1.1.7,1213015,1,2,8,True,True,True,True,True,5,3268,22917,164552,2020-12-20
1097,Thailand/DMSc-00432/2021,2021-05-15,B.1.1,1146363,1,2,10,True,True,True,True,False,7,20263,22917,179,2020-02-20
1098,USA/NC-CDC-LC0043211/2021,2021-04-07,B.1.526,798001,1,2,8,True,True,True,True,True,5,22321,22917,6502,2020-03-10
1099,USA/GA-CDC-LC0040013/2021,2021-04-06,B.1.637,785533,1,2,3,True,True,True,True,True,0,22033,22917,179,2020-02-20
1100,USA/FL-CDC-LC0040419/2021,2021-04-06,B.1.533,785322,9,2,12,True,True,True,True,True,9,22033,22917,179,2020-02-20
1101,USA/NY-PRL-2021_03_15_01J15/2021,2021-03-13,B.1,562848,1,2,7,True,True,True,True,True,4,21601,22917,6502,2020-03-10
1102,USA/NC-CDC-LC0058549/2021,2021-05-05,B.1.637,1068500,1,2,11,True,True,True,True,True,8,22033,22917,179,2020-02-20
1103,USA/TX-HMH-MCoV-26592/2021,2021-02-28,B.1,468671,1,2,8,True,True,True,True,False,5,17015,22917,112047,2020-10-27
1104,USA/NY-PRL-03_05_01P20/2021,2021-03-04,B.1.637,499586,2,2,9,True,True,True,True,True,6,22026,22917,141616,2020-12-18
1105,USA/IL-NM-8201/2021,2021-05-21,P.1,1191169,1,2,8,True,True,True,True,True,5,22133,22945,260431,2021-01-22
1106,USA/KY-CDC-ASC210042677/2021,2021-04-01,P.1,740713,6,2,6,True,True,True,True,True,3,22813,22945,533344,2020-08-10
1107,Ecuador/USFQ-1206-UTPL061/2021,2021-04-26,B.1.1,974201,1,2,3,True,True,True,True,True,0,21790,22973,179,2020-02-20
1108,USA/NC-CDC-LC0048331/2021,2021-04-19,B.1.1.7,915667,1,2,5,True,True,True,True,True,2,18571,22986,156824,2020-12-04
1109,Germany/HE-RKI-I-166115/2021,2021-05-25,B.1.1.7,1210574,5,2,10,True,True,True,True,True,7,22584,22987,178815,2020-12-26
1110,Poland/PZH-LUM-0477/2021,2021-04-21,B.1.1.7,933633,3,2,4,True,True,True,True,True,1,12798,22987,64513,2020-09-14
1111,USA/NY-CDC-LC0058666/2021,2021-05-08,B.1.526,1093443,1,2,10,True,True,True,True,True,7,20263,22992,179,2020-02-20
1112,USA/NV-CDC-LC0056078/2021,2021-04-29,B.1.526,1013855,1,2,5,True,True,True,True,True,2,22531,22992,179,2020-02-20
1113,Germany/BY-RKI-I-040515/2021,2021-03-10,P.1,537550,1,2,14,True,True,True,True,True,11,22813,22992,179,2020-02-20
1114,Germany/BY-RKI-I-027358/2021,2021-02-24,B.1,441836,3,2,12,True,True,True,True,True,9,19843,22992,179,2020-02-20
1115,SouthAfrica/NICD-N8811/2021,2021-06-07,B.1.351,1298825,1,2,4,True,True,True,True,True,1,22814,22995,179,2020-02-20
1116,Turkey/HSGM-B18302/2021,2021-06-24,B.1.617.2,1402328,1,2,8,True,True,True,True,True,5,22918,22995,5868,2020-02-21
1117,England/MILK-1524253/2021,2021-04-20,B.1.617.2,919149,1,2,4,True,True,True,True,True,1,21619,22995,179,2020-02-20
1118,Germany/NW-RKI-I-021427/2021,2021-02-12,B.1.1,366707,5,2,9,True,True,True,True,True,6,21307,22995,179,2020-02-20
1119,Turkey/HSGM-B18526/2021,2021-06-28,B.1,1430642,1,2,3,True,True,True,True,True,0,22996,23012,5868,2020-02-21
1120,Turkey/HSGM-B18884/2021,2021-06-23,B.1.617.2,1394736,1,2,10,True,True,True,True,True,7,22996,23012,591284,2021-02-27
1121,USA/PA-CDC-LC0051217/2021,2021-04-24,B.1.533,964099,1,2,5,True,True,True,True,False,2,22321,23012,179,2020-02-20
1122,USA/WV-CDC-LC0064542/2021,2021-05-20,B.1.1.7,1186329,1,2,7,True,True,True,True,True,4,17616,23012,179,2020-02-20
1123,USA/GA-CDC-LC0050336/2021,2021-04-20,B.1.1.7,925697,2,2,6,True,True,True,True,True,3,22018,23012,179,2020-02-20
1124,USA/NJ-CDC-LC0058018/2021,2021-04-25,B.1.526,968575,1,2,4,True,True,True,True,True,1,20524,23012,154345,2020-12-14
1125,USA/TX-CDC-LC0059828/2021,2021-05-11,P.1.7,1121257,9,2,9,True,True,True,True,True,6,22133,23012,179,2020-02-20
1126,USA/WI-CDC-LC0048750/2021,2021-04-14,B.1.1.117,872311,4,2,6,True,True,True,True,True,3,22813,23012,5867,2020-02-22
1127,USA/NJ-CDC-LC0038360/2021,2021-03-31,B.1,731486,1,2,10,True,True,True,True,True,7,21847,23012,179,2020-02-20
1128,USA/NY-PRL-2021_03_22_01D03/2021,2021-03-20,B.1.1.7,624246,1,2,11,True,True,True,True,False,8,15280,23012,179,2020-02-20
1129,SouthAfrica/KRISP-K018277/2021,2021-05-29,B.1.351,1237614,1,2,16,True,True,True,True,True,13,22207,23012,179,2020-02-20
1130,SouthAfrica/KRISP-K018276/2021,2021-05-29,B.1.351,1237612,1,2,15,True,True,True,True,False,12,22207,23012,91591,2020-10-19
1131,Turkey/HSGM-D89/2021,2021-02-08,B.1,339804,3,2,5,True,True,True,True,True,2,22814,23012,179,2020-02-20
1132,USA/MN-CDC-LC0058736/2021,2021-05-04,B.1.1.7,1058750,1,2,3,True,True,True,True,True,0,21138,23014,43626,2020-08-29
1133,USA/NY-PRL-2021_03_12_00K01/2021,2021-03-10,B.1,541589,1,2,3,True,True,True,True,False,0,9871,23042,1484,2020-03-08
1134,USA/CA-SEARCH-5352/2020,2020-12-10,B.1,123724,16,2,10,True,True,True,True,True,7,3494,23059,1269,2020-03-03
1135,Germany/NW-RKI-I-178769/2021,2021-06-10,B.1.1.7,1317195,1,2,7,True,True,True,True,True,4,22625,23063,179,2020-02-20
1136,USA/WV-CDC-LC0059552/2021,2021-05-12,B.1.1.7,1129577,1,2,7,True,True,True,True,True,4,15280,23063,179,2020-02-20
1137,India/RJ-CCMB-BZ253/2021,2021-05-26,B.1.617.2,1218364,2,2,11,True,True,True,True,True,8,22918,23063,5868,2020-02-21
1138,England/HSLL-1573CA2/2021,2021-05-08,B.1.1.7,1089472,1,2,13,True,True,True,True,True,10,22021,23063,179,2020-02-20
1139,USA/CO-CDC-MMB09115459/2021,2021-06-09,B.1.1.7,1314127,1,2,7,True,True,True,True,True,4,20897,23063,3526,2020-03-19
1140,USA/NJ-CDC-LC0053374/2021,2021-04-26,B.1.1.7,982434,1,2,6,True,True,True,True,True,3,18556,23063,179,2020-02-20
1141,CzechRepublic/192848-21cs/2021,2021-04-28,B.1.1.7,996245,1,2,8,True,True,True,True,True,5,17565,23063,64513,2020-09-14
1142,USA/OK-CDC-LC0064800/2021,2021-05-20,B.1.1.7,1185910,1,2,3,True,True,True,True,True,0,13427,23063,85911,2020-10-06
1143,USA/NC-UNC-1267/2021,2021-04-24,P.1.12,963711,1,2,10,True,True,True,True,True,7,23013,23063,135050,2020-07-08
1144,USA/IN-CDC-LC0053315/2021,2021-04-26,B.1.1.7,981005,2,2,13,True,True,True,True,True,10,22918,23063,179,2020-02-20
1145,Germany/un-RKI-I-100488/2021,2021-04-05,B.1.1.7,770624,1,2,3,True,True,True,True,True,0,16177,23063,179,2020-02-20
1146,USA/TX-HMH-MCoV-43447/2021,2021-04-23,B.1.596,957930,2,2,14,True,True,True,True,True,11,14677,23063,179,2020-02-20
1147,Belgium/UZA-UA-CV2136298795/2021,2021-04-01,B.1.1.7,733587,2,2,4,True,True,True,True,False,1,14409,23063,43626,2020-08-29
1148,USA/CT-CDC-LC0049990/2021,2021-04-19,B.1.533,913578,1,2,13,True,True,True,True,False,10,16177,23063,179,2020-02-20
1149,Turkey/HSGM-14108/2021,2021-03-16,B,587856,4,2,9,True,True,True,True,True,6,15280,23063,179,2020-02-20
1150,Belgium/Jessa_11-2124-001065ZOL/2021,2021-06-14,B.1.1,1329553,1,2,7,True,True,True,True,True,4,17616,23063,179,2020-02-20
1151,Spain/CT-HUVH-90883/2021,2021-02-22,B,429477,3,2,8,True,True,True,True,True,5,15280,23063,1,2019-12-26
1152,USA/NY-PRL-2021_03_02_00L07/2021,2021-03-01,B.1.1.486,475818,1,2,10,True,True,True,True,True,7,21649,23063,5867,2020-02-22
1153,England/RAND-12671E1/2021,2021-02-02,B.1.1.7,309276,3,2,5,True,True,True,True,True,2,22445,23063,179,2020-02-20
1154,Netherlands/NB-RIVM-13266/2021,2021-02-03,B.1.1.7,315310,1,2,6,True,True,True,True,True,3,21856,23063,179,2020-02-20
1155,Turkey/HSGM-1384/2021,2021-01-19,B.1.1.7,242681,79,2,4,True,True,True,True,True,1,22021,23063,3526,2020-03-19
1156,USA/TN-CDC-LC0032096/2021,2021-03-22,B.1.533,642594,3,2,9,True,True,True,True,True,6,18425,23063,179,2020-02-20
1157,Slovakia/UKBA-2495/2021,2021-03-16,B.1.1.7,587324,1,2,4,True,True,True,True,True,1,18034,23063,179,2020-02-20
1158,Netherlands/NB-RIVM-10397/2020,2020-10-19,B.1.177,61773,1,2,6,True,True,True,True,True,3,14579,23236,23479,2020-07-06
1159,Germany/BY-RKI-I-017525/2021,2021-02-03,B.1.9,314716,1,2,10,True,True,True,True,True,7,21009,23248,34410,2020-06-09
1160,Poland/PZH-LUM-1400/2021,2021-06-11,B.1.1.7,1322351,1,2,11,True,True,True,True,True,8,18627,23271,64513,2020-09-14
1161,USA/MO-CDC-LC0064522/2021,2021-05-21,B.1.1.7,1191451,1,2,8,True,True,True,True,False,5,22033,23271,179,2020-02-20
1162,USA/CA-CDC-ASC210033349/2021,2021-04-26,B.1.1.7,979723,4,2,3,True,True,True,True,True,0,16112,23271,763617,2021-04-04
1163,USA/WA-UW-21050823452/2021,2021-05-08,Q.3,1093831,5,2,7,True,True,True,True,False,4,21666,23271,43626,2020-08-29
1164,Poland/PZH-LUM-0442/2021,2021-04-22,B.1.1.7,944056,1,2,10,True,True,True,True,True,7,18556,23271,43626,2020-08-29
1165,SriLanka/CDR44/2021,2021-04-21,B.1.1.7,934191,51,2,6,True,True,True,True,True,3,21891,23271,64513,2020-09-14
1166,USA/CO-CDC-FG-027747/2021,2021-04-20,B.1.1.7,925025,2,2,8,True,True,True,True,True,5,17616,23271,43626,2020-08-29
1167,India/AP-CCMB-BO891/2021,2021-04-12,B.1.1,839937,1,2,8,True,True,True,True,True,5,23013,23271,179,2020-02-20
1168,USA/NC-CDC-LC0064232/2021,2021-05-14,B.1.1.7,1142048,1,2,4,True,True,True,True,True,1,23064,23271,179,2020-02-20
1169,USA/PA-CDC-ASC210057233/2021,2021-04-11,B.1.1.7,832025,1,2,11,True,True,True,True,False,8,22321,23271,179,2020-02-20
1170,USA/NJ-CDC-LC0038409/2021,2021-03-31,B.1.1.7,731494,3,2,5,True,True,True,True,False,2,22531,23271,179,2020-02-20
1171,USA/DE-DHSS-B1075798/2021,2021-03-23,B.1.1.7,651133,1,2,4,True,True,True,True,True,1,16177,23271,64513,2020-09-14
1172,Netherlands/GR-UMCG-MMB-21/2021,2021-03-07,B.1.1.7,514148,3,2,5,True,True,True,True,True,2,22107,23271,133331,2020-12-05
1173,Netherlands/GR-UMCG-MMB-3/2021,2021-03-17,B.1.1.7,596191,2,2,5,True,True,True,True,False,2,18658,23271,66845,2020-10-03
1174,Netherlands/GR-UMCG-MMB-9/2021,2021-03-17,B.1.1.7,596196,1,2,3,True,True,True,True,False,0,16207,23271,66845,2020-10-03
1175,Belgium/Jessa_11-2119-002236/2021,2021-05-11,B.1.1.7,1113018,2,2,5,True,True,True,True,False,2,18425,23271,64512,2020-09-30
1176,USA/NY-CDC-LC0032298/2021,2021-03-22,B.1.533,642121,4,2,10,True,True,True,True,True,7,23064,23271,179,2020-02-20
1177,USA/TX-HMH-MCoV-43499/2021,2021-04-22,B.1,948606,1,2,9,True,True,True,True,True,6,18425,23271,179,2020-02-20
1178,Belgium/Jessa_11-2109-004011/2021,2021-03-03,B.1.1.7,485507,9,2,5,True,True,True,True,True,2,21138,23271,43626,2020-08-29
1179,USA/CT-CDC-LC0041016/2021,2021-04-08,B.1.1.7,806454,2,2,3,True,True,True,True,True,0,23013,23271,179,2020-02-20
1180,Spain/CT-HUVH-556493/2021,2021-03-04,B.1.177,498009,2,2,11,True,True,True,True,True,8,23064,23271,179,2020-02-20
1181,USA/OH-CDC-LC0049102/2021,2021-04-14,B.1.1.7,871460,2,2,5,True,True,True,True,True,2,16177,23271,179,2020-02-20
1182,Italy/CAM-AMES-68-13/2021,2021-03-17,B.1.1.7,595272,1,2,11,True,True,True,True,True,8,19270,23271,43626,2020-08-29
1183,USA/MI-UM-S756219/2021,2021-03-24,B.1.1.7,662488,1,2,4,True,True,True,True,True,1,15280,23271,179,2020-02-20
1184,USA/TX-HMH-MCoV-43591/2021,2021-04-29,B.1.1.7,1014623,3,2,8,True,True,True,True,False,5,16177,23271,179,2020-02-20
1185,USA/CO-CDC-ASC210024469/2021,2021-03-27,B.1.1.7,689646,4,2,9,True,True,True,True,True,6,16177,23271,1,2019-12-26
1186,Germany/SN-RKI-I-102848/2021,2021-04-19,B.1,909746,1,2,10,True,True,True,True,False,7,21802,23271,179,2020-02-20
1187,India/OR-ILSGS00642/2021,2021-03-25,B.1.1.7,668941,1,2,7,True,True,True,True,True,4,15097,23271,179,2020-02-20
1188,Spain/CT-HUVH-95315/2021,2021-02-10,B.1.1.7,353837,2,2,6,True,True,True,True,True,3,11751,23271,220847,2020-12-04
1189,Netherlands/ZE-RIVM-15091/2021,2021-02-15,B.1,385022,1,2,7,True,True,True,True,False,4,23064,23271,179,2020-02-20
1190,USA/PA-CDC-LC0057687/2021,2021-05-03,B.1.1.7,1049290,1,2,6,True,True,True,True,True,3,22503,23277,85911,2020-10-06
1191,Egypt/ARMY-297/2021,2021-05-02,C.36.3,1031222,1,2,12,True,True,True,True,True,9,21728,23277,431982,2021-01-16
1192,Germany/un-RKI-I-074132/2021,2021-04-03,B.1.1.7,754699,1,2,6,True,True,True,True,False,3,21856,23362,64513,2020-09-14
1193,USA/WV-CDC-LC0059737/2021,2021-05-11,B.1.1.7,1121604,1,2,4,True,True,True,True,False,1,6955,23371,64513,2020-09-14
1194,USA/KY-CDC-LC0033425/2021,2021-03-17,B.1,598745,1,2,8,True,True,True,True,True,5,22531,23403,179,2020-02-20
1195,Spain/CT-HUVH-83501/2021,2021-02-09,B.1.177,346101,1,2,8,True,True,True,True,True,5,22228,23403,5867,2020-02-22
1196,Switzerland/BL-ETHZ-510302/2021,2021-02-21,A.27,422857,2,2,12,True,True,True,True,True,9,23404,23520,1,2019-12-26
1197,Germany/RP-RKI-I-135711/2021,2021-05-04,B.1.1.7,1053894,1,2,3,True,True,True,True,True,0,17374,23520,43626,2020-08-29
1198,USA/WA-CDC-UW21051258777/2021,2021-05-12,P.1,1129503,1,2,6,True,True,True,True,True,3,23272,23525,179,2020-02-20
1199,USA/CA-CDC-ASC210108470/2021,2021-06-09,P.1,1313943,1,2,8,True,True,True,True,True,5,23458,23525,179,2020-02-20
1200,USA/NY-PRL-2021_0429_00D24/2021,2021-04-27,P.1,994154,3,2,5,True,True,True,True,True,2,23006,23525,260431,2021-01-22
1201,Russia/SPE-RII-34038S/2021,2021-05-12,B.1.1,1126191,1,2,12,True,True,True,True,True,9,23064,23525,179,2020-02-20
1202,Estonia/151021/2021,2021-02-06,B.1.1.317,328395,35,2,6,True,True,True,True,True,3,13641,23557,49004,2020-04-21
1203,Slovenia/17-032992-CE/2021,2021-03-24,B.1.525,659347,1,2,9,True,True,True,True,True,6,21718,23593,211504,2020-11-14
1204,USA/NY-PRL-2021_02_22_00M10/2021,2021-02-19,B.1,414282,1,2,6,True,True,True,True,True,3,23013,23593,5867,2020-02-22
1205,Turkey/HSGM-B18691/2021,2021-06-28,B.1.617.2,1430726,1,2,3,True,True,True,True,True,0,21619,23604,5868,2020-02-21
1206,Finland/TRE26521_11/2021,2021-05-21,B.1.1.7,1188082,1,2,7,True,True,True,True,True,4,22290,23604,356402,2021-01-26
1207,USA/NV-CDC-LC0060433/2021,2021-05-16,P.1,1151202,2,2,4,True,True,True,True,True,1,22133,23604,179,2020-02-20
1208,India/TG-CCMB-CIA5093/2021,2021-06-14,B.1,1332759,2,2,5,True,True,True,True,False,2,21860,23604,179,2020-02-20
1209,Germany/SN-RKI-I-159869/2021,2021-05-12,B.1.1.523,1124887,1,2,10,True,True,True,True,True,7,23417,23604,179,2020-02-20
1210,USA/CO-CDC-LC0059128/2021,2021-05-05,P.1,1066771,1,2,4,True,True,True,True,True,1,23526,23604,260431,2021-01-22
1211,Poland/PZH-LUM-0649/2021,2021-04-26,B.1.1.7,978151,1,2,10,True,True,True,True,True,7,23272,23604,135058,2020-11-30
1212,Germany/un-RKI-I-145083/2021,2021-05-10,B.1.1.7,1106743,1,2,4,True,True,True,True,True,1,23272,23604,179,2020-02-20
1213,Poland/PZH-LUM-0618/2021,2021-04-22,B.1.1.7,944115,1,2,8,True,True,True,True,True,5,21596,23604,64513,2020-09-14
1214,USA/PA-CDC-LC0050964/2021,2021-04-21,B.1.526,938156,1,2,9,True,True,True,True,False,6,21059,23604,154345,2020-12-14
1215,USA/UT-CDC-LC0059754/2021,2021-05-12,B.1,1129292,1,2,7,True,True,True,True,False,4,16177,23604,64513,2020-09-14
1216,USA/NM-CDC-LC0059431/2021,2021-05-10,B.1.1,1111295,3,2,9,True,True,True,True,True,6,22133,23604,179,2020-02-20
1217,USA/CO-CDC-ASC210033340/2021,2021-04-24,B.1.1.7,962429,1,2,10,True,True,True,True,True,7,23372,23604,179,2020-02-20
1218,USA/CT-CDC-LC0047942/2021,2021-04-12,B.1.1.7,843268,6,2,7,True,True,True,True,True,4,22321,23604,43626,2020-08-29
1219,USA/WI-CDC-LC0053510/2021,2021-04-26,B.1.1,983548,5,2,11,True,True,True,True,True,8,22842,23604,697871,2020-08-01
1220,Turkey/HSGM-B17876/2021,2021-06-22,B.1,1386298,6,2,6,True,True,True,True,True,3,23064,23604,5868,2020-02-21
1221,Finland/TRE23196_3/2021,2021-03-18,B.1.1.7,602792,2,2,6,True,True,True,True,True,3,19270,23604,163233,2020-12-28
1222,Slovenia/17-039930-CE/2021,2021-04-08,B.1.258,804993,1,2,8,True,True,True,True,True,5,22128,23604,179,2020-02-20
1223,USA/NY-PRL-2021_03_12_00D06/2021,2021-03-10,B.1.575,541446,1,2,6,True,True,True,True,True,3,22497,23604,151834,2020-10-06
1224,USA/WA-UW-2021040681296/2021,2021-04-06,B.1,788471,1,2,11,True,True,True,True,True,8,23013,23604,179,2020-02-20
1225,India/OR-ILSGS00652/2021,2021-03-25,B.1.1.7,668962,3,2,4,True,True,True,True,True,1,23272,23604,179,2020-02-20
1226,Turkey/HSGM-GA66/2021,2021-02-11,B.1.1,361300,5,2,14,True,True,True,True,True,11,6955,23604,179,2020-02-20
1227,Sweden/SE00238026/2021,2021-02-10,B.1.1,353937,1,2,12,True,True,True,True,True,9,23272,23604,179,2020-02-20
