,site,old,new,intersection
15191,16502,0,0,0
15192,16503,29,29,29
15193,16506,21,21,21
15194,16508,0,0,0
15195,16509,18,18,18
15196,16510,16,16,16
15197,16512,69,69,69
15198,16513,1,1,1
15199,16514,7,7,7
15200,16515,47,47,47
15201,16517,5,5,5
15202,16518,10,10,10
15203,16519,2,2,2
15204,16520,9,9,9
15205,16521,82,82,82
15206,16522,15,15,15
15207,16523,114,114,114
15208,16524,24,24,24
15209,16526,3,3,3
15210,16527,26,26,26
15211,16528,152,152,152
15212,16529,8,8,8
15213,16530,32,32,32
15214,16531,1,1,1
15215,16533,9,9,9
15216,16534,52,52,52
15217,16535,15,15,15
15218,16536,99,99,99
15219,16537,54,54,54
15220,16538,72,72,72
15221,16539,57,57,57
15222,16540,11,11,11
15223,16541,68,69,68
15224,16542,48,49,47
15225,16543,57,58,57
15226,16544,7,7,7
15227,16545,25,25,25
15228,16546,5,5,5
15229,16547,32,32,32
15230,16548,54,54,54
15231,16549,14,14,14
15232,16550,14,14,14
15233,16551,36,36,36
15234,16552,0,0,0
15235,16554,38,38,38
15236,16555,2,2,2
15237,16556,1,1,1
15238,16557,32,32,32
15239,16558,51,51,51
15240,16559,51,51,51
15241,16560,26,26,26
15242,16561,18,18,18
15243,16563,69,69,69
15244,16564,52,52,52
15245,16565,3,3,3
15246,16566,34,34,34
15247,16567,6,6,6
15248,16568,45,45,45
15249,16569,38,38,38
15250,16570,4,4,4
15251,16571,3,3,3
15252,16572,27,27,27
15253,16573,9,9,9
15254,16574,4,4,4
15255,16575,489,489,489
15256,16579,13,13,13
15257,16580,185,185,183
15258,16581,23,23,23
15259,16582,12,12,12
15260,16583,50,50,50
15261,16584,24,24,24
15262,16585,51,51,51
15263,16586,24,24,24
15264,16587,54,54,54
15265,16588,77,77,77
15266,16589,6,6,6
15267,16590,20,20,20
15268,16591,2,2,2
15269,16592,7,7,7
15270,16593,49,49,49
15271,16596,279,279,279
15272,16597,10,10,10
15273,16598,2,2,2
15274,16599,23,23,23
15275,16600,11,11,11
15276,16601,7,7,7
15277,16602,13,13,13
15278,16603,11,11,11
15279,16604,7,7,7
15280,16605,38,38,38
15281,16606,4,4,4
15282,16607,31,31,31
15283,16608,107,107,107
15284,16609,4,4,4
15285,16610,39,39,39
15286,16611,99,99,99
15287,16612,3,3,3
15288,16614,13,13,13
15289,16615,8,8,8
15290,16616,599,599,599
15291,16617,33,33,33
15292,16618,0,0,0
15293,16619,6,6,6
15294,16620,18,18,18
15295,16621,8,8,8
15296,16622,88,87,86
15297,16623,15,15,15
15298,16624,25,25,25
15299,16626,106,106,106
15300,16628,4,4,4
15301,16629,40,40,40
15302,16630,3,5,3
15303,16631,0,0,0
15304,16632,28,28,28
15305,16635,26,26,26
15306,16636,50,50,50
15307,16637,0,0,0
15308,16638,43,43,43
15309,16639,25,25,25
15310,16640,11,11,11
15311,16641,46,46,46
15312,16643,1,1,1
15313,16644,24,24,24
15314,16645,2,2,2
15315,16646,28,28,28
15316,16647,406,406,406
15317,16648,4,4,4
15318,16649,0,0,0
15319,16650,82,82,82
15320,16652,3,3,3
15321,16653,54,54,54
15322,16654,22,22,22
15323,16655,19,19,19
15324,16656,75,75,75
15325,16657,2,2,2
15326,16658,125,125,125
15327,16659,71,71,71
15328,16660,0,0,0
15329,16662,77,77,77
15330,16665,36,36,36
15331,16667,52,52,52
15332,16668,67,67,67
15333,16669,7,7,7
15334,16670,0,0,0
15335,16671,22,22,22
15336,16673,2,2,2
15337,16674,14,14,14
15338,16675,139,139,139
15339,16677,54,54,54
15340,16678,1,1,1
15341,16679,9,9,9
15342,16680,16,16,16
15343,16681,4,4,4
15344,16682,9,9,9
15345,16683,45,45,45
15346,16684,5,5,5
15347,16686,14,14,14
15348,16687,157,157,157
15349,16688,13,13,13
15350,16689,39,39,39
15351,16690,16,16,16
15352,16691,5,5,5
15353,16692,83,83,83
15354,16693,7,7,7
15355,16694,124,124,124
15356,16695,34,34,34
15357,16696,65,65,65
15358,16697,21,21,21
15359,16698,19,19,19
15360,16699,200,200,200
15361,16700,104,104,104
15362,16701,29,29,29
15363,16702,0,0,0
15364,16703,1,1,1
15365,16704,41,41,41
15366,16705,88,88,88
15367,16706,3,3,3
15368,16707,40,40,40
15369,16708,135,135,135
15370,16709,2,2,2
15371,16710,86,86,86
15372,16711,5,5,5
15373,16712,4,4,4
15374,16713,26,26,26
15375,16715,2,2,2
15376,16716,127,127,127
15377,16717,2,2,2
15378,16718,19,19,19
15379,16719,26,26,26
15380,16720,14,14,14
15381,16721,3,3,3
15382,16722,40,40,40
15383,16723,30,30,30
15384,16724,5,5,5
15385,16725,23,23,23
15386,16726,762,762,761
15387,16727,4,4,4
15388,16728,62,62,62
15389,16729,44,44,44
15390,16730,0,0,0
15391,16731,30,30,30
15392,16732,7,7,7
15393,16733,447,447,447
15394,16734,67,67,67
15395,16738,1,1,1
15396,16739,6,6,6
15397,16740,51,51,51
15398,16741,362,362,361
15399,16742,16,16,16
15400,16743,48,48,48
15401,16744,146,146,146
15402,16745,32,32,32
15403,16746,34,34,34
15404,16748,23,23,23
15405,16749,18,18,18
15406,16750,452,452,452
15407,16751,39,39,39
15408,16752,24,24,24
15409,16753,3,3,2
15410,16754,9,9,9
15411,16755,29,29,29
15412,16756,66,66,66
15413,16757,0,0,0
15414,16758,14,14,14
15415,16759,19,19,19
15416,16760,1,1,1
15417,16761,23,23,23
15418,16762,137,137,137
15419,16763,2,2,2
15420,16764,36,36,36
15421,16766,16,16,16
15422,16767,183,183,183
15423,16768,32,32,32
15424,16770,31,31,31
15425,16773,21,21,21
15426,16774,0,0,0
15427,16775,36,36,36
15428,16776,22,22,22
15429,16777,12,12,12
15430,16778,2,2,2
15431,16779,49,49,49
15432,16780,1,1,1
15433,16782,18,18,18
15434,16783,2,2,2
15435,16784,0,0,0
15436,16785,30,30,29
15437,16786,7,7,7
15438,16787,5,5,5
15439,16788,13,13,13
15440,16789,1,1,1
15441,16790,6,6,6
15442,16791,64,64,64
15443,16792,28,28,28
15444,16793,33,33,33
15445,16794,37,37,36
15446,16795,236,236,236
15447,16796,3,3,3
15448,16797,48,48,48
15449,16798,4,4,4
15450,16799,7,7,7
15451,16800,28,28,28
15452,16802,8,8,8
15453,16803,5,5,5
15454,16804,0,0,0
15455,16805,1,1,1
15456,16806,112,112,112
15457,16807,0,0,0
15458,16808,9,9,9
15459,16809,7,7,7
15460,16811,3,3,3
15461,16812,17,17,17
15462,16813,62,62,62
15463,16814,22,22,22
15464,16815,12,12,12
15465,16816,4,4,4
15466,16818,19,19,19
15467,16819,36,36,36
15468,16820,35,35,35
15469,16821,8,8,8
15470,16824,76,76,76
15471,16826,2,2,2
15472,16827,56,56,56
15473,16828,8,8,8
15474,16829,20,20,20
15475,16830,114,114,114
15476,16831,4,4,4
15477,16832,8,8,8
15478,16833,57,57,57
15479,16836,22,22,22
15480,16837,7,7,7
15481,16838,24,24,24
15482,16839,17,17,17
15483,16840,3,3,3
15484,16841,2,2,2
15485,16842,21,21,21
15486,16843,127,127,126
15487,16844,8,8,8
15488,16845,30,30,30
15489,16846,105,105,105
15490,16847,3,3,3
15491,16848,73,73,73
15492,16850,2,2,2
15493,16851,45,47,45
15494,16852,313,315,313
15495,16853,182,184,182
15496,16854,28,29,28
15497,16855,34,35,34
15498,16856,39,40,39
15499,16857,48,48,48
15500,16858,55,55,55
15501,16859,192,192,192
15502,16860,32,32,31
15503,16861,59,59,59
15504,16862,5,5,5
15505,16863,29,29,29
15506,16864,90,90,90
15507,16865,3,3,3
15508,16866,24,24,24
15509,16867,4,4,4
15510,16868,12,12,12
15511,16869,96,96,96
15512,16870,49,49,49
15513,16871,16,16,16
15514,16872,35,35,35
15515,16873,21,21,21
15516,16875,20,20,20
15517,16876,15,15,15
15518,16877,550,554,549
15519,16878,22,22,22
15520,16879,14,14,14
15521,16880,12,12,12
15522,16881,24,24,24
15523,16882,11,11,11
15524,16883,28,28,28
15525,16884,25,25,25
15526,16885,39,39,39
15527,16886,6,6,6
15528,16889,17,17,17
15529,16890,55,55,55
15530,16891,39,39,39
15531,16892,2,2,2
15532,16893,3,3,3
15533,16894,3,3,3
15534,16895,23,23,23
15535,16896,50,50,50
15536,16897,89,89,89
15537,16898,11,11,11
15538,16899,33,33,33
15539,16900,47,47,47
15540,16901,7,7,7
15541,16902,24,24,24
15542,16903,1,1,1
15543,16904,0,0,0
15544,16905,40,40,40
15545,16906,18,18,18
15546,16907,44,44,44
15547,16908,51,51,51
15548,16909,5,5,5
15549,16910,3,3,3
15550,16911,23,33,23
15551,16912,316,326,316
15552,16913,4,4,4
15553,16914,143,146,142
15554,16915,312,314,312
15555,16916,1,1,1
15556,16917,204,204,204
15557,16918,3,3,3
15558,16920,39,39,39
15559,16921,0,0,0
15560,16923,22,22,22
15561,16924,0,0,0
15562,16925,4,4,4
15563,16926,81,81,81
15564,16927,13,13,13
15565,16928,49,49,49
15566,16929,26,26,26
15567,16930,20,20,20
15568,16932,39,39,39
15569,16933,20,20,20
15570,16934,4,4,4
15571,16935,365,365,364
15572,16936,23,23,23
15573,16937,11,11,11
15574,16938,62,62,62
15575,16939,48,48,48
15576,16940,0,0,0
15577,16941,14,14,14
15578,16942,28,28,28
15579,16943,206,206,206
15580,16944,17,17,17
15581,16945,35,35,35
15582,16946,54,54,54
15583,16947,19,19,19
15584,16948,148,148,148
15585,16949,26,26,26
15586,16950,67,67,67
15587,16951,5,5,5
15588,16952,203,203,203
15589,16953,13,13,13
15590,16954,385,385,385
15591,16956,44,44,44
15592,16957,91,91,91
15593,16958,15,15,15
15594,16959,67,67,67
15595,16960,24,24,24
15596,16961,7,7,7
15597,16962,48,48,48
15598,16965,48,49,48
15599,16966,12,13,12
15600,16967,18,18,18
15601,16968,127,127,127
15602,16969,28,28,28
15603,16970,15,15,15
15604,16971,39,39,39
15605,16972,9,9,9
15606,16973,8,8,8
15607,16974,18,18,18
15608,16975,135,135,134
15609,16976,15,15,15
15610,16977,11,11,11
15611,16978,7,7,7
15612,16979,47,47,47
15613,16980,14,14,14
15614,16981,23,23,23
15615,16982,5,5,5
15616,16983,38,38,38
15617,16984,8,8,8
15618,16985,267,267,267
15619,16986,45,45,45
15620,16987,12,12,12
15621,16988,6,6,6
15622,16989,116,116,116
15623,16990,30,30,30
15624,16992,54,54,54
15625,16993,256,256,255
15626,16994,1,1,1
15627,16995,150,150,150
15628,16996,33,33,32
15629,16997,78,78,78
15630,16998,53,53,53
15631,16999,11,11,11
15632,17000,87,87,87
15633,17001,18,18,18
15634,17002,215,215,214
15635,17003,1,1,1
15636,17004,502,502,501
15637,17005,5,5,5
15638,17006,5,5,5
15639,17007,153,153,153
15640,17008,77,77,76
15641,17009,77,77,77
15642,17010,451,451,450
15643,17011,36,36,36
15644,17012,468,468,468
15645,17013,65,65,65
15646,17014,176,176,176
15647,17015,13,13,13
15648,17016,58,58,58
15649,17017,7,7,7
15650,17018,38,38,38
15651,17019,489,489,489
15652,17020,12,12,12
15653,17021,3,3,3
15654,17022,15,15,15
15655,17023,14,14,14
15656,17024,81,81,81
15657,17025,13,13,13
15658,17026,21,23,21
15659,17027,67,69,67
15660,17028,67,69,67
15661,17029,20,20,20
15662,17030,23,23,23
15663,17031,38,38,38
15664,17032,48,48,48
15665,17033,5,5,5
15666,17034,40,40,40
15667,17035,70,70,70
15668,17036,63,63,63
15669,17037,35,35,35
15670,17038,12,12,12
15671,17039,74,74,74
15672,17040,345,345,345
15673,17041,7,7,7
15674,17042,64,64,64
15675,17043,55,55,55
15676,17045,5,7,5
15677,17046,15,15,15
15678,17047,11,11,11
15679,17048,22,22,22
15680,17049,50,50,50
15681,17050,38,38,38
15682,17051,10,10,10
15683,17052,24,24,24
15684,17053,1,1,1
15685,17055,15,15,15
15686,17056,73,73,73
15687,17057,26,26,26
15688,17058,258,258,258
15689,17059,2,2,2
15690,17060,14,14,14
15691,17061,16,16,16
15692,17062,1,1,1
15693,17063,25,25,25
15694,17064,111,111,111
15695,17065,30,30,30
15696,17066,25,25,25
15697,17067,79,79,79
15698,17068,13,13,13
15699,17069,18,18,18
15700,17070,106,106,106
15701,17071,14,14,14
15702,17072,14,14,14
15703,17073,18,18,18
15704,17074,45,45,44
15705,17075,3,3,3
15706,17076,69,69,68
15707,17077,3,3,3
15708,17078,28,28,28
15709,17079,122,122,121
15710,17081,1,1,1
15711,17082,39,39,38
15712,17083,11,11,11
15713,17084,0,0,0
15714,17085,37,37,36
15715,17088,50,50,50
15716,17091,23,23,23
15717,17094,31,31,31
15718,17097,19,19,19
15719,17098,0,0,0
15720,17100,18,18,18
15721,17103,31,31,31
15722,17104,541,541,541
15723,17105,7,7,7
15724,17106,58,58,58
15725,17107,4,4,4
15726,17108,3,3,3
15727,17109,14,14,14
15728,17110,43,43,43
15729,17111,12,12,12
15730,17112,33,33,33
15731,17113,25,25,25
15732,17114,12,12,12
15733,17115,61,61,61
15734,17116,29,29,29
15735,17117,4,4,4
15736,17118,159,159,159
15737,17119,237,237,237
15738,17120,0,0,0
15739,17121,57,57,57
15740,17122,492,492,492
15741,17123,75,75,75
15742,17124,76,76,76
15743,17125,417,417,417
15744,17126,54,54,54
15745,17127,92,92,92
15746,17128,3,3,3
15747,17129,1,1,1
15748,17130,52,52,52
15749,17131,3,3,3
15750,17132,4,4,4
15751,17133,50,50,50
15752,17134,108,108,108
15753,17135,457,457,457
15754,17136,52,52,52
15755,17137,50,50,50
15756,17138,45,45,45
15757,17139,96,96,96
15758,17140,57,57,57
15759,17141,21,21,21
15760,17142,82,82,82
15761,17143,8,8,8
15762,17144,62,62,62
15763,17145,50,50,50
15764,17146,53,53,53
15765,17147,10,10,10
15766,17148,84,84,84
15767,17149,36,36,36
15768,17150,17,17,17
15769,17151,48,48,48
15770,17152,4,4,4
15771,17153,51,51,51
15772,17154,119,119,118
15773,17155,10,10,10
15774,17156,60,60,60
15775,17157,42,42,42
15776,17158,15,15,15
15777,17160,33,33,33
15778,17161,1,1,1
15779,17162,1,1,1
15780,17163,78,78,77
15781,17164,21,21,21
15782,17166,87,87,87
15783,17169,95,95,95
15784,17170,3,3,3
15785,17171,1,1,1
15786,17172,464,464,464
15787,17173,1,1,1
15788,17175,44,44,44
15789,17176,2,2,2
15790,17181,39,39,39
15791,17183,0,0,0
15792,17184,33,33,33
15793,17185,24,24,24
15794,17187,43,43,43
15795,17190,28,28,28
15796,17191,7,7,7
15797,17192,37,37,37
15798,17193,283,283,283
15799,17194,0,0,0
15800,17195,2,2,2
15801,17196,18,18,18
15802,17197,36,36,36
15803,17199,62,62,62
15804,17200,30,30,30
15805,17201,2,2,2
15806,17202,16,24,16
15807,17203,10,17,10
15808,17204,20,20,20
15809,17205,51,1248,51
15810,17206,50,1252,50
15811,17207,147,178,147
15812,17208,50,54,50
15813,17209,15,15,15
15814,17210,0,0,0
15815,17211,77,77,77
15816,17212,8,8,8
15817,17213,90,90,90
15818,17214,14,14,14
15819,17215,16,16,16
15820,17216,1,1,1
15821,17217,8,8,8
15822,17218,13,13,13
15823,17219,45,45,45
15824,17220,77,77,77
15825,17221,3,3,3
15826,17222,27,27,27
15827,17223,33,33,33
15828,17224,0,0,0
15829,17226,8,8,8
15830,17227,1,1,1
15831,17229,17,17,17
15832,17230,0,0,0
15833,17232,14,14,14
15834,17233,55,55,55
15835,17234,2,2,2
15836,17235,40,40,40
15837,17236,84,84,84
15838,17237,16,16,16
15839,17238,2,2,2
15840,17239,1,1,1
15841,17241,86,86,86
15842,17242,123,123,123
15843,17243,48,48,48
15844,17244,28,28,28
15845,17245,33,33,33
15846,17246,17,17,17
15847,17247,52,52,52
15848,17248,32,32,32
15849,17249,63,63,63
15850,17250,56,56,56
15851,17251,18,18,18
15852,17252,72,72,72
15853,17253,43,43,43
15854,17254,36,36,36
15855,17255,3,3,3
15856,17256,50,50,50
15857,17257,3,3,3
15858,17258,12,12,12
15859,17259,475,474,468
15860,17261,25,25,25
15861,17262,23,23,23
15862,17265,8,8,8
15863,17266,46,46,46
15864,17267,82,82,82
15865,17268,88,88,88
15866,17269,1,1,1
15867,17270,4,4,4
15868,17271,26,26,26
15869,17273,0,0,0
15870,17274,92,92,91
15871,17275,6,6,6
15872,17276,11,11,11
15873,17277,25,25,25
15874,17278,515,515,515
15875,17279,8,8,8
15876,17280,300,300,300
15877,17281,1,1,1
15878,17283,30,30,30
15879,17284,11,11,11
15880,17285,721,721,721
15881,17286,17,17,17
15882,17287,15,15,15
15883,17288,433,433,433
15884,17289,16,16,16
15885,17290,19,19,19
15886,17291,0,0,0
15887,17292,17,17,17
15888,17293,3,3,3
15889,17294,9,9,9
15890,17295,12,12,12
15891,17296,3,3,3
15892,17297,14,14,14
15893,17298,41,41,41
15894,17299,7,7,7
15895,17300,21,21,21
15896,17301,32,32,32
15897,17302,113,113,113
15898,17303,15,15,15
15899,17304,843,843,842
15900,17305,11,11,11
15901,17307,17,17,17
15902,17308,5,5,5
15903,17310,23,23,23
15904,17312,1,1,1
15905,17313,14,14,14
15906,17314,35,35,35
15907,17315,9,9,9
15908,17316,19,19,19
15909,17318,1,1,1
15910,17319,30,30,30
15911,17320,37,37,37
15912,17321,22,22,22
15913,17322,32,32,32
15914,17323,21,21,21
15915,17324,3,3,3
15916,17325,64,64,64
15917,17326,106,106,106
15918,17327,104,104,104
15919,17328,49,49,49
15920,17329,0,0,0
15921,17330,4,4,4
15922,17331,396,396,396
15923,17332,19,19,19
15924,17333,77,77,77
15925,17334,220,220,219
15926,17335,24,24,24
15927,17336,187,187,186
15928,17337,39,39,39
15929,17338,198,198,198
15930,17339,583,582,579
15931,17340,38,38,38
15932,17341,22,22,22
15933,17342,45,46,45
15934,17343,59,60,59
15935,17344,80,80,80
15936,17345,2,2,2
15937,17346,24,24,24
15938,17347,50,50,50
15939,17348,12,12,12
15940,17349,28,28,28
15941,17350,37,37,37
15942,17351,11,11,11
15943,17352,52,52,52
15944,17353,33,33,33
15945,17354,14,14,14
15946,17355,22,22,22
15947,17358,60,60,60
15948,17361,22,22,22
15949,17362,22,22,22
15950,17363,28,28,28
15951,17364,19,19,19
15952,17367,28,28,28
15953,17368,5,5,5
15954,17369,0,0,0
15955,17370,20,20,20
15956,17371,78,78,78
15957,17372,122,122,122
15958,17373,491,491,491
15959,17374,1,1,1
15960,17375,99,99,99
15961,17376,20,20,20
15962,17377,1,1,1
15963,17379,20,20,20
15964,17380,4,4,4
15965,17381,4,4,4
15966,17382,31,31,31
15967,17385,38,38,38
15968,17386,4,4,4
15969,17388,10,10,10
15970,17389,0,0,0
15971,17391,23,23,23
15972,17392,10,10,10
15973,17393,8,8,8
15974,17394,26,26,26
15975,17395,22,22,22
15976,17396,2,2,2
15977,17397,115,115,115
15978,17398,5,5,5
15979,17399,51,51,51
15980,17400,48,48,48
15981,17401,33,33,33
15982,17402,108,108,108
15983,17403,224,204,196
15984,17404,9,9,9
15985,17405,7,7,7
15986,17406,75,75,75
15987,17407,41,41,41
15988,17408,21,21,21
15989,17409,28,28,28
15990,17410,567,567,567
15991,17411,77,77,77
15992,17412,23,23,23
15993,17413,4,4,4
15994,17414,8,8,8
15995,17415,42,42,42
15996,17417,10,10,10
15997,17418,60,60,60
15998,17419,3,3,3
15999,17420,6,6,6
16000,17421,57,57,57
16001,17422,6,6,6
16002,17423,12,12,12
16003,17424,51,51,51
16004,17425,10,10,10
16005,17426,15,15,15
16006,17427,306,306,305
16007,17428,11,11,11
16008,17429,10,10,10
16009,17430,92,92,92
16010,17431,22,22,22
16011,17432,1,1,1
16012,17433,41,41,41
16013,17436,200,200,200
16014,17439,278,278,278
16015,17440,127,127,126
16016,17441,33,33,33
16017,17442,121,121,121
16018,17443,98,98,97
16019,17444,91,91,91
16020,17445,82,82,81
16021,17448,23,23,23
16022,17449,73,73,73
16023,17450,0,0,0
16024,17451,10,10,10
16025,17454,81,81,81
16026,17455,1,1,1
16027,17456,11,11,11
16028,17457,28,28,28
16029,17458,2,2,2
16030,17459,0,0,0
16031,17460,81,81,81
16032,17461,32,32,32
16033,17462,7,7,7
16034,17463,126,126,126
16035,17465,11,11,11
16036,17466,40,40,40
16037,17467,19,19,19
16038,17469,34,34,34
16039,17470,176,176,176
16040,17471,4,4,4
16041,17472,20,20,20
16042,17473,6,6,6
16043,17474,416,416,415
16044,17475,28,28,28
16045,17477,17,17,17
16046,17478,89,89,89
16047,17479,71,71,71
16048,17480,7,7,7
16049,17481,43,43,43
16050,17482,32,32,32
16051,17483,62,62,62
16052,17484,18,18,18
16053,17485,63,63,63
16054,17487,35,35,35
16055,17488,6,6,6
16056,17489,3,3,3
16057,17490,15,15,15
16058,17491,216,216,216
16059,17493,31,31,31
16060,17494,7,7,7
16061,17495,14,14,14
16062,17496,46,46,46
16063,17497,81,81,81
16064,17498,3,3,3
16065,17499,51,51,51
16066,17501,4,4,4
16067,17502,576,576,576
16068,17505,46,46,46
16069,17506,10,10,10
16070,17507,1,1,1
16071,17508,58,58,58
16072,17509,5,5,5
16073,17510,11,11,11
16074,17511,61,61,61
16075,17513,15,15,15
16076,17514,7,7,7
16077,17515,6,6,6
16078,17516,18,18,18
16079,17517,17,17,17
16080,17518,211,211,211
16081,17519,1,1,1
16082,17520,18,18,18
16083,17521,32,32,32
16084,17522,2,2,2
16085,17523,161,161,161
16086,17524,15,15,15
16087,17525,7,7,7
16088,17526,14,14,14
16089,17527,17,17,17
16090,17528,231,231,231
16091,17529,27,27,27
16092,17530,16,16,16
16093,17531,4,4,4
16094,17532,6,6,6
16095,17533,42,42,42
16096,17534,5,5,5
16097,17535,26,26,26
16098,17536,9,9,9
16099,17537,4,4,4
16100,17538,68,68,68
16101,17539,31,31,31
16102,17540,0,0,0
16103,17541,50,50,50
16104,17542,24,24,24
16105,17543,37,37,36
16106,17544,47,47,47
16107,17545,3,3,3
16108,17546,3,3,3
16109,17547,51,51,51
16110,17548,25,25,25
16111,17549,0,0,0
16112,17551,45,45,45
16113,17552,26,26,26
16114,17553,49,49,49
16115,17554,6,6,6
16116,17555,71,71,71
16117,17556,34,34,34
16118,17557,19,19,18
16119,17558,1,1,1
16120,17559,27,27,27
16121,17560,24,24,24
16122,17561,99,99,98
16123,17562,353,353,353
16124,17563,0,0,0
16125,17565,51,51,51
16126,17566,24,24,24
16127,17568,42,42,42
16128,17569,58,58,58
16129,17571,54,54,54
16130,17572,129,129,129
16131,17573,28,28,28
16132,17574,129,129,129
16133,17576,2,2,2
16134,17577,24,24,24
16135,17578,2,2,2
16136,17579,1,1,1
16137,17580,25,25,25
16138,17581,8,8,8
16139,17582,1,1,1
16140,17583,37,37,37
16141,17584,46,46,46
16142,17585,25,25,25
16143,17586,197,197,197
16144,17587,1,1,1
16145,17589,27,27,27
16146,17590,51,51,51
16147,17591,2,2,2
16148,17592,97,97,97
16149,17593,15,15,15
16150,17594,5,5,5
16151,17595,9,9,9
16152,17596,21,21,21
16153,17597,127,127,127
16154,17598,15,15,15
16155,17599,6,6,6
16156,17600,2,2,2
16157,17601,62,62,62
16158,17602,44,44,44
16159,17603,11,11,11
16160,17604,13,13,13
16161,17607,19,19,19
16162,17608,27,27,27
16163,17609,19,19,19
16164,17610,46,46,46
16165,17611,38,38,38
16166,17612,18,18,18
16167,17613,49,49,49
16168,17614,15,15,15
16169,17615,422,422,422
16170,17616,37,37,37
16171,17617,0,0,0
16172,17619,36,36,36
16173,17620,2,2,2
16174,17621,12,12,12
16175,17622,59,59,59
16176,17623,47,47,47
16177,17625,8,8,8
16178,17626,85,86,84
16179,17627,4,4,4
16180,17628,39,39,39
16181,17629,5,5,5
16182,17630,3,3,3
16183,17631,23,23,23
16184,17632,110,110,110
16185,17633,12,12,12
16186,17634,262,262,261
16187,17635,12,12,12
16188,17636,16,16,16
16189,17637,51,51,51
16190,17638,5,5,5
16191,17639,152,152,152
16192,17640,27,27,27
16193,17641,48,48,48
16194,17642,89,89,89
16195,17643,51,51,51
16196,17644,6,6,6
16197,17645,33,33,33
16198,17646,27,27,27
16199,17649,145,145,145
16200,17650,2,2,2
16201,17651,3,3,3
16202,17652,26,26,26
16203,17653,0,0,0
16204,17654,9,9,9
16205,17655,10,10,10
16206,17656,11,11,11
16207,17657,2,2,2
16208,17658,187,187,187
16209,17659,22,22,22
16210,17660,10,10,10
16211,17661,13,13,13
16212,17662,0,0,0
16213,17663,4,4,4
16214,17664,45,45,45
16215,17665,0,0,0
16216,17666,45,45,45
16217,17667,61,61,61
16218,17670,10,10,10
16219,17671,39,39,39
16220,17672,20,20,20
16221,17673,27,27,27
16222,17674,137,137,137
16223,17675,6,6,6
16224,17677,4,4,4
16225,17678,855,855,852
16226,17679,404,404,404
16227,17680,0,0,0
16228,17681,1,1,1
16229,17682,42,42,42
16230,17683,10,10,10
16231,17685,38,38,38
16232,17686,137,137,137
16233,17687,18,18,18
16234,17688,96,96,96
16235,17689,11,11,11
16236,17690,142,142,142
16237,17691,71,71,71
16238,17694,32,32,32
16239,17695,15,15,15
16240,17696,0,0,0
16241,17697,56,56,55
16242,17698,9,9,9
16243,17699,4,4,4
16244,17700,30,30,30
16245,17703,150,150,149
16246,17704,4,4,4
16247,17705,1,1,1
16248,17706,69,69,68
16249,17707,87,87,87
16250,17708,13,13,13
16251,17709,57,57,57
16252,17712,14,14,14
16253,17713,68,68,66
16254,17714,2,2,2
16255,17715,15,15,15
16256,17716,0,0,0
16257,17718,124,124,124
16258,17719,9,9,9
16259,17720,7,7,7
16260,17721,562,562,562
16261,17722,119,119,119
16262,17723,4,4,4
16263,17724,28,28,28
16264,17725,14,14,14
16265,17727,13,13,13
16266,17728,1,1,1
16267,17729,5,5,5
16268,17730,46,46,46
16269,17731,19,19,19
16270,17732,2,2,2
16271,17733,484,484,483
16272,17734,155,155,155
16273,17735,43,43,43
16274,17736,58,58,58
16275,17737,42,42,42
16276,17738,125,125,125
16277,17739,30,30,30
16278,17740,19,19,19
16279,17741,25,25,25
16280,17742,46,46,46
16281,17743,14,14,14
16282,17744,28,28,28
16283,17745,304,304,303
16284,17746,698,698,695
16285,17747,663,663,661
16286,17748,90,90,90
16287,17749,71,71,71
16288,17750,330,329,327
16289,17751,42,42,41
16290,17753,6,6,6
16291,17754,2,2,2
16292,17755,29,29,29
16293,17756,63,63,63
16294,17757,32,32,32
16295,17758,11,11,11
16296,17759,28,28,28
16297,17760,35,35,35
16298,17761,45,45,45
16299,17762,407,407,407
16300,17763,75,75,75
16301,17764,4,4,4
16302,17765,3,3,3
16303,17766,713,713,712
16304,17767,11,11,11
16305,17768,1,1,1
16306,17769,39,39,39
16307,17770,6,6,6
16308,17771,3,3,3
16309,17772,29,29,29
16310,17773,6,6,6
16311,17775,25,25,25
16312,17776,0,0,0
16313,17777,0,0,0
16314,17778,10,10,10
16315,17779,0,0,0
16316,17781,91,91,91
16317,17783,1,1,1
16318,17784,44,44,44
16319,17786,2,2,2
16320,17787,38,38,38
16321,17788,0,0,0
16322,17789,0,0,0
16323,17790,135,135,135
16324,17791,0,0,0
16325,17792,7,7,7
16326,17793,37,37,37
16327,17794,30,30,30
16328,17795,279,279,278
16329,17796,38,38,37
16330,17797,44,44,44
16331,17798,9,9,9
16332,17799,105,105,105
16333,17800,17,17,17
16334,17801,19,19,19
16335,17802,71,71,71
16336,17803,18,18,18
16337,17804,11,11,11
16338,17805,27,27,27
16339,17807,5,5,5
16340,17808,223,223,222
16341,17809,33,33,33
16342,17810,1,1,1
16343,17811,31,31,31
16344,17812,11,11,11
16345,17813,5,5,5
16346,17814,78,78,78
16347,17815,117,117,117
16348,17816,24,24,24
16349,17817,18,18,18
16350,17818,75,75,75
16351,17819,1,3,1
16352,17820,25,27,24
16353,17821,106,106,106
16354,17822,523,523,523
16355,17823,32,32,32
