,site,old,new,intersection
16144,17581,8,8,8
16145,17582,1,1,1
16146,17583,38,38,38
16147,17584,46,46,46
16148,17585,26,26,26
16149,17586,200,199,199
16150,17587,1,1,1
16151,17589,27,27,27
16152,17590,51,51,51
16153,17591,2,2,2
16154,17592,97,97,97
16155,17593,15,15,15
16156,17594,5,5,5
16157,17595,9,9,9
16158,17596,21,21,21
16159,17597,123,123,123
16160,17598,15,15,15
16161,17599,6,6,6
16162,17600,2,2,2
16163,17601,63,63,63
16164,17602,43,43,43
16165,17603,11,11,11
16166,17604,14,14,14
16167,17607,19,19,19
16168,17608,28,28,28
16169,17609,18,18,18
16170,17610,47,47,47
16171,17611,35,35,35
16172,17612,18,18,18
16173,17613,51,51,51
16174,17614,15,15,15
16175,17615,402,402,402
16176,17616,36,36,36
16177,17617,0,0,0
16178,17619,37,37,37
16179,17620,2,2,2
16180,17621,11,11,11
16181,17622,63,63,63
16182,17623,47,47,47
16183,17625,8,8,8
16184,17626,83,83,83
16185,17627,4,4,4
16186,17628,39,39,39
16187,17629,5,5,5
16188,17630,3,3,3
16189,17631,23,23,23
16190,17632,110,110,110
16191,17633,13,13,13
16192,17634,260,260,260
16193,17635,12,12,12
16194,17636,16,16,16
16195,17637,49,49,49
16196,17638,5,5,5
16197,17639,157,156,155
16198,17640,27,27,27
16199,17641,51,51,51
16200,17642,92,92,92
16201,17643,50,50,50
16202,17644,6,6,6
16203,17645,33,33,33
16204,17646,28,28,28
16205,17649,148,147,147
16206,17650,2,2,2
16207,17651,3,3,3
16208,17652,26,26,26
16209,17653,0,0,0
16210,17654,9,9,9
16211,17655,10,10,10
16212,17656,11,11,11
16213,17657,2,2,2
16214,17658,191,191,191
16215,17659,23,23,23
16216,17660,11,11,11
16217,17661,13,13,13
16218,17662,0,0,0
16219,17663,4,4,4
16220,17664,45,45,45
16221,17665,0,0,0
16222,17666,45,45,45
16223,17667,60,60,60
16224,17670,9,9,9
16225,17671,42,42,42
16226,17672,20,20,20
16227,17673,28,28,28
16228,17674,139,139,139
16229,17675,6,6,6
16230,17677,4,4,4
16231,17678,881,879,878
16232,17679,420,420,418
16233,17680,0,0,0
16234,17681,1,1,1
16235,17682,41,41,41
16236,17683,10,10,10
16237,17685,38,38,38
16238,17686,141,141,141
16239,17687,19,19,19
16240,17688,94,94,94
16241,17689,11,11,11
16242,17690,150,150,150
16243,17691,70,70,70
16244,17694,34,34,34
16245,17695,15,15,15
16246,17696,0,0,0
16247,17697,57,57,57
16248,17698,11,11,11
16249,17699,4,4,4
16250,17700,31,31,31
16251,17703,149,149,149
16252,17704,4,4,4
16253,17705,1,1,1
16254,17706,68,67,67
16255,17707,92,92,92
16256,17708,13,13,13
16257,17709,57,57,57
16258,17710,0,0,0
16259,17712,13,13,13
16260,17713,69,69,69
16261,17714,2,2,2
16262,17715,15,15,15
16263,17716,0,0,0
16264,17718,121,121,121
16265,17719,9,9,9
16266,17720,7,7,7
16267,17721,565,563,562
16268,17722,118,118,118
16269,17723,4,4,4
16270,17724,28,28,28
16271,17725,14,14,14
16272,17727,13,13,13
16273,17728,1,1,1
16274,17729,5,5,5
16275,17730,45,45,45
16276,17731,19,19,19
16277,17732,2,2,2
16278,17733,496,495,494
16279,17734,139,139,139
16280,17735,34,34,34
16281,17736,57,57,57
16282,17737,41,41,41
16283,17738,129,129,129
16284,17739,30,30,30
16285,17740,20,20,20
16286,17741,26,26,26
16287,17742,46,46,46
16288,17743,14,14,14
16289,17744,28,28,28
16290,17745,309,309,308
16291,17746,709,708,708
16292,17747,686,686,685
16293,17748,90,90,90
16294,17749,73,73,73
16295,17750,331,331,330
16296,17751,42,42,42
16297,17753,6,6,6
16298,17754,2,2,2
16299,17755,29,29,29
16300,17756,65,65,65
16301,17757,32,32,32
16302,17758,11,11,11
16303,17759,28,28,28
16304,17760,36,36,36
16305,17761,45,45,45
16306,17762,407,406,404
16307,17763,63,63,63
16308,17764,4,4,4
16309,17765,3,3,3
16310,17766,717,717,717
16311,17767,11,11,11
16312,17768,1,1,1
16313,17769,36,36,36
16314,17770,6,6,6
16315,17771,3,3,3
16316,17772,26,26,26
16317,17773,7,7,7
16318,17775,24,24,24
16319,17776,0,0,0
16320,17777,0,0,0
16321,17778,10,10,10
16322,17779,0,0,0
16323,17781,92,92,92
16324,17783,1,1,1
16325,17784,45,45,45
16326,17786,2,2,2
16327,17787,39,39,39
16328,17788,0,0,0
16329,17789,0,0,0
16330,17790,136,136,136
16331,17791,0,0,0
16332,17792,7,7,7
16333,17793,37,37,37
16334,17794,30,30,30
16335,17795,284,284,284
16336,17796,37,37,37
16337,17797,45,45,45
16338,17798,9,9,9
16339,17799,109,109,109
16340,17800,16,16,16
16341,17801,19,19,19
16342,17802,72,72,72
16343,17803,14,14,14
16344,17804,11,11,11
16345,17805,27,27,27
16346,17807,5,5,5
16347,17808,220,219,219
16348,17809,33,33,33
16349,17810,1,1,1
16350,17811,32,32,32
16351,17812,11,11,11
16352,17813,5,5,5
16353,17814,78,78,78
16354,17815,117,117,117
16355,17816,24,24,24
16356,17817,17,17,17
16357,17818,75,75,75
16358,17819,1,3,1
16359,17820,24,26,24
16360,17821,112,111,111
16361,17822,546,545,544
16362,17823,30,30,30
16363,17824,1,1,1
16364,17825,312,312,312
16365,17826,26,26,25
16366,17827,10,10,10
16367,17828,7,7,7
16368,17829,16,16,16
16369,17830,0,0,0
16370,17832,23,23,23
16371,17834,1,1,1
16372,17835,45,45,45
16373,17838,71,71,71
16374,17839,1,2,1
16375,17840,0,1,0
16376,17841,79,80,79
16377,17842,2,2,2
16378,17843,0,0,0
16379,17844,39,39,39
16380,17845,0,0,0
16381,17847,84,84,84
16382,17848,0,0,0
16383,17850,402,402,402
16384,17851,2,2,2
16385,17852,5,5,5
16386,17853,40,40,40
16387,17856,33,34,33
16388,17857,1,2,1
16389,17858,72,72,72
16390,17859,46,46,46
16391,17860,35,35,35
16392,17861,23,23,23
16393,17862,49,49,49
16394,17863,69,69,69
16395,17864,7,7,7
16396,17865,65,65,65
16397,17866,29,29,29
16398,17867,2,2,2
16399,17868,19,19,19
16400,17869,52,52,52
16401,17870,3,3,3
16402,17871,10,10,10
16403,17872,21,21,21
16404,17873,6,6,6
16405,17874,65,65,65
16406,17875,24,24,24
16407,17876,36,36,36
16408,17877,40,40,40
16409,17879,1,1,1
16410,17880,22,22,22
16411,17881,11,11,11
16412,17883,137,137,137
16413,17884,9,9,9
16414,17886,66,66,66
16415,17887,5,5,5
16416,17888,5,5,5
16417,17889,28,28,28
16418,17890,3,3,3
16419,17891,0,0,0
16420,17892,52,52,52
16421,17893,93,93,93
16422,17894,119,119,118
16423,17895,72,72,72
16424,17896,2,2,2
16425,17898,49,49,49
16426,17900,0,0,0
16427,17901,23,23,23
16428,17902,0,0,0
16429,17904,6,6,6
16430,17906,11,11,11
16431,17907,32,32,32
16432,17908,53,53,53
16433,17909,3,3,3
16434,17910,18,18,18
16435,17911,0,0,0
16436,17912,1,1,1
16437,17913,127,127,127
16438,17914,3,3,3
16439,17916,52,52,52
16440,17919,36,36,36
16441,17920,2,2,2
16442,17922,28,28,28
16443,17925,18,18,18
16444,17926,3,3,3
16445,17928,76,76,76
16446,17929,19,19,19
16447,17930,4,4,4
16448,17931,31,31,31
16449,17932,1,1,1
16450,17934,258,258,258
16451,17935,6,6,6
16452,17937,18,18,18
16453,17938,29,29,29
16454,17939,126,126,126
16455,17940,36,36,36
16456,17941,16,14,14
16457,17942,7,7,7
16458,17943,22,22,22
16459,17944,234,234,234
16460,17945,7,7,7
16461,17946,40,40,40
16462,17947,0,0,0
16463,17949,63,63,63
16464,17950,22,22,22
16465,17951,6,6,6
16466,17952,0,0,0
16467,17953,6,6,6
16468,17954,0,0,0
16469,17955,16,16,16
16470,17956,1,1,1
16471,17957,0,0,0
16472,17958,53,53,53
16473,17959,40,40,40
16474,17960,12,12,12
16475,17961,58,58,58
16476,17962,33,33,33
16477,17963,13,13,13
16478,17964,401,401,401
16479,17965,3,3,3
16480,17966,3,3,3
16481,17967,23,23,23
16482,17968,6,6,6
16483,17969,71,71,71
16484,17970,38,38,38
16485,17971,15,15,15
16486,17972,43,43,43
16487,17973,31,30,30
16488,17974,20,20,20
16489,17975,4,4,4
16490,17976,162,162,161
16491,17977,687,687,687
16492,17978,0,0,0
16493,17979,25,25,25
16494,17980,11,11,11
16495,17981,12,12,12
16496,17982,44,44,44
16497,17983,13,13,13
16498,17984,16,16,16
16499,17985,115,115,115
16500,17986,25,25,25
16501,17987,12,12,12
16502,17988,75,75,75
16503,17989,2,2,2
16504,17991,27,27,27
16505,17992,3,3,3
16506,17993,32,32,32
16507,17994,39,39,39
16508,17995,27,27,27
16509,17997,17,17,17
16510,17998,13,15,13
16511,17999,579,578,577
16512,18000,17,17,17
16513,18001,19,19,19
16514,18002,30,30,30
16515,18003,17,17,17
16516,18004,25,25,25
16517,18005,1,1,1
16518,18006,26,26,26
16519,18007,18,18,18
16520,18008,19,19,19
16521,18009,21,21,21
16522,18010,50,50,49
16523,18011,2,2,2
16524,18012,78,78,78
16525,18013,4,4,4
16526,18014,3,3,3
16527,18015,32,32,32
16528,18016,12,12,12
16529,18017,13,13,13
16530,18018,28,28,27
16531,18019,13,13,13
16532,18020,46,46,46
16533,18021,83,83,83
16534,18022,10,10,10
16535,18023,33,33,33
16536,18024,48,48,48
16537,18025,34,34,34
16538,18026,9,9,9
16539,18027,104,104,104
16540,18028,198,197,195
16541,18029,438,439,436
16542,18030,28,29,28
16543,18031,9,10,9
16544,18032,428,428,428
16545,18033,39,39,38
16546,18034,6,6,6
16547,18036,13,14,13
16548,18037,1,2,1
16549,18039,27,28,27
16550,18040,205,205,203
16551,18041,8,9,8
16552,18042,75,76,74
16553,18043,2,3,2
16554,18044,13,14,13
16555,18045,7,8,7
16556,18046,4,5,4
16557,18047,21,22,21
16558,18048,43,44,43
16559,18049,50,51,50
16560,18050,5,6,5
16561,18051,30,31,30
16562,18052,17,18,16
16563,18053,30,31,30
16564,18054,47,48,47
16565,18055,52,53,52
16566,18056,6,7,6
16567,18057,10,11,10
16568,18058,22,23,22
16569,18060,587,587,586
16570,18062,1,2,1
16571,18063,14,15,14
16572,18064,0,1,0
16573,18065,8,8,8
16574,18066,32,33,32
16575,18067,4,4,2
16576,18068,1,1,1
16577,18069,23,23,23
16578,18070,1,1,1
16579,18072,7,7,7
16580,18073,2,2,2
16581,18074,0,0,0
16582,18075,9,9,9
16583,18076,1,1,1
16584,18077,31,31,31
16585,18078,94,94,94
16586,18079,196,196,195
16587,18080,6,6,6
16588,18081,29,29,29
16589,18082,33,33,33
16590,18083,160,160,159
16591,18084,107,107,107
16592,18085,22,22,22
16593,18086,800,800,800
16594,18087,69,69,69
16595,18088,111,111,110
16596,18089,12,12,12
16597,18090,99,99,99
16598,18091,16,16,16
16599,18092,0,0,0
16600,18093,44,44,44
16601,18094,4,4,4
16602,18095,0,0,0
16603,18096,113,112,112
16604,18099,93,93,93
16605,18100,13,13,13
16606,18102,46,46,46
16607,18103,2,2,2
16608,18104,13,13,13
16609,18105,396,396,395
16610,18106,189,189,189
16611,18107,0,0,0
16612,18108,34,34,34
16613,18109,88,88,88
16614,18110,83,83,83
16615,18111,55,55,55
16616,18113,0,0,0
16617,18114,28,28,28
16618,18115,461,459,457
16619,18116,15,15,15
16620,18117,59,59,59
16621,18118,59,59,59
16622,18119,20,20,20
16623,18120,86,86,86
16624,18121,58,58,58
16625,18122,50,50,49
16626,18123,16,16,16
16627,18124,1,1,1
16628,18125,6,6,6
16629,18126,41,40,40
16630,18127,16,16,16
16631,18128,13,20,13
16632,18129,445,452,445
16633,18130,19,24,19
16634,18131,575,580,575
16635,18132,69,74,69
16636,18133,2,2,2
16637,18134,18,18,18
16638,18135,27,27,27
16639,18136,9,9,9
16640,18137,6,6,6
16641,18138,102,102,102
16642,18139,3,3,3
16643,18140,15,15,15
16644,18141,40,40,40
16645,18142,13,13,13
16646,18143,27,26,26
16647,18144,59,59,59
16648,18145,7,7,7
16649,18146,37,37,37
16650,18147,45,45,45
16651,18148,77,77,77
16652,18149,30,30,30
16653,18150,27,27,27
16654,18151,16,16,16
16655,18153,94,94,93
16656,18154,2,2,2
16657,18155,47,47,47
16658,18156,14,14,14
16659,18157,38,38,38
16660,18158,9,9,9
16661,18159,40,40,40
16662,18160,40,40,40
16663,18161,8,8,8
16664,18162,242,241,240
16665,18163,125,125,125
16666,18164,27,27,27
16667,18165,90,90,90
16668,18166,234,234,234
16669,18167,347,347,346
16670,18168,44,43,42
16671,18169,206,206,206
16672,18170,79,79,79
16673,18171,248,249,245
16674,18172,30,38,30
16675,18173,67,75,67
16676,18174,18,25,18
16677,18175,314,322,314
16678,18176,180,188,178
16679,18177,27,35,27
16680,18178,3,3,3
16681,18179,22,22,22
16682,18180,144,144,144
16683,18181,65,65,65
16684,18182,11,11,11
16685,18183,128,128,128
16686,18184,41,41,41
16687,18185,26,26,26
16688,18186,257,257,257
16689,18187,6,6,6
16690,18188,11,11,11
16691,18189,154,153,153
16692,18191,4,4,4
16693,18192,26,26,26
16694,18193,0,0,0
16695,18194,22,22,22
16696,18195,15,15,15
16697,18196,4,4,4
16698,18197,23,23,23
16699,18198,11,11,11
16700,18199,11,11,11
16701,18201,40,40,40
16702,18202,37,37,37
16703,18203,12,12,12
16704,18204,34,34,34
16705,18205,3,3,3
16706,18207,21,21,21
16707,18208,23,23,23
16708,18209,12,12,12
16709,18210,124,124,124
16710,18211,12,12,11
16711,18212,1,1,1
16712,18213,66,66,66
16713,18214,39,39,39
16714,18215,0,0,0
16715,18216,16,16,16
16716,18217,2,2,2
16717,18219,2,2,2
16718,18220,1,1,1
16719,18221,14,14,14
16720,18222,14,14,14
16721,18223,30,30,30
16722,18224,9,9,9
16723,18225,222,222,222
16724,18226,13,13,13
16725,18227,34,34,34
16726,18228,43,43,43
16727,18229,11,11,11
16728,18230,46,46,46
16729,18231,87,85,84
16730,18232,1,1,1
16731,18233,15,15,15
16732,18234,21,21,21
16733,18235,6,6,6
16734,18237,22,22,22
16735,18238,12,12,12
16736,18239,29,29,29
16737,18240,32,32,32
16738,18241,31,31,31
16739,18242,21,21,21
16740,18243,16,16,16
16741,18244,10,10,10
16742,18245,2,2,2
16743,18246,119,119,119
16744,18247,90,90,90
16745,18248,187,187,185
16746,18249,32,32,32
16747,18250,11,11,11
16748,18251,19,19,19
16749,18252,566,564,563
16750,18253,17,17,17
16751,18254,10,10,10
16752,18255,507,506,506
16753,18256,2,2,2
16754,18257,0,0,0
16755,18258,36,36,36
16756,18259,80,78,78
16757,18260,84,84,84
16758,18261,156,155,155
16759,18262,34,34,34
16760,18263,50,50,50
16761,18264,166,166,166
16762,18265,123,122,122
16763,18266,77,77,75
16764,18267,253,252,251
16765,18268,2,2,2
16766,18269,13,13,13
16767,18270,58,58,58
16768,18271,12,12,12
16769,18272,14,14,14
16770,18273,63,63,63
16771,18274,28,28,28
16772,18275,7,7,7
16773,18276,16,16,16
16774,18277,24,24,24
16775,18278,31,31,31
16776,18279,16,16,16
16777,18280,21,21,21
16778,18281,47,47,47
16779,18282,10,10,10
16780,18283,47,47,47
16781,18284,17,17,17
16782,18285,39,39,39
16783,18286,24,24,24
16784,18287,12,12,12
16785,18288,15,15,15
16786,18289,0,0,0
16787,18291,57,57,57
16788,18292,73,73,73
16789,18293,2,2,2
16790,18294,54,54,54
16791,18297,0,0,0
16792,18298,106,106,106
16793,18299,25,25,25
16794,18300,59,59,59
16795,18301,8,8,8
16796,18302,1,1,1
16797,18303,63,63,63
16798,18304,14,14,14
16799,18305,14,14,14
16800,18306,122,122,122
16801,18308,0,0,0
16802,18309,71,71,71
16803,18310,24,24,24
16804,18311,33,33,33
16805,18312,395,395,395
16806,18314,0,0,0
16807,18315,220,220,220
16808,18316,0,0,0
16809,18317,1,1,1
16810,18318,335,335,335
16811,18319,1,1,1
16812,18320,5,5,5
16813,18321,48,48,48
16814,18322,308,308,308
16815,18323,16,16,16
16816,18324,37,37,37
16817,18325,17,17,17
16818,18326,351,351,351
16819,18327,63,63,63
16820,18328,9,9,9
16821,18329,323,323,323
16822,18330,21,21,21
16823,18331,14,14,14
16824,18332,36,36,36
16825,18333,42,42,42
16826,18334,3,3,3
16827,18335,13,13,13
16828,18336,30,30,30
16829,18337,47,47,47
16830,18338,15,15,15
16831,18339,26,26,26
16832,18340,86,86,86
16833,18341,11,11,11
16834,18342,29,29,29
16835,18343,1,1,1
16836,18344,0,0,0
16837,18345,32,32,32
16838,18346,8,8,8
16839,18347,5,5,5
16840,18348,668,667,667
16841,18349,0,0,0
16842,18350,4,4,4
16843,18351,70,70,70
16844,18352,13,13,13
16845,18354,6,6,6
16846,18357,44,44,44
16847,18358,20,20,20
16848,18359,6,6,6
16849,18360,32,32,32
16850,18361,1,1,1
16851,18363,54,54,54
16852,18364,41,41,41
16853,18365,1,1,1
16854,18366,213,213,213
16855,18367,0,0,0
16856,18368,0,0,0
16857,18369,28,28,28
16858,18370,7,7,7
16859,18371,1,1,1
16860,18372,19,19,19
16861,18373,6,7,6
16862,18374,0,1,0
16863,18375,53,54,53
16864,18376,5,6,5
16865,18377,694,695,694
16866,18378,27,28,27
16867,18379,117,117,117
16868,18380,23,23,23
16869,18381,16,16,16
16870,18382,57,57,57
16871,18383,22,22,22
16872,18384,50,50,50
16873,18385,12,12,12
16874,18386,7,7,7
16875,18387,43,43,43
16876,18388,95,95,95
16877,18389,1,1,1
16878,18390,65,65,65
16879,18391,67,67,67
16880,18392,3,3,3
16881,18393,35,35,35
16882,18394,131,131,131
16883,18395,767,767,767
16884,18396,54,54,54
16885,18397,171,171,171
16886,18398,34,34,34
16887,18399,36,36,36
16888,18400,142,142,142
16889,18401,142,142,142
16890,18402,73,73,73
16891,18403,14,14,14
16892,18404,53,53,53
16893,18405,40,40,40
16894,18406,2,2,2
16895,18407,0,0,0
16896,18408,18,18,18
16897,18409,9,9,9
16898,18410,80,80,80
16899,18411,32,32,32
16900,18412,334,334,333
16901,18413,3,3,3
16902,18414,36,36,36
16903,18416,0,0,0
16904,18417,207,207,206
16905,18418,2,2,2
16906,18419,2,2,2
16907,18420,8,8,8
16908,18421,71,71,71
16909,18422,10,10,10
16910,18423,10,10,10
16911,18424,18,18,18
16912,18425,26,26,26
16913,18426,46,46,46
16914,18427,12,12,12
16915,18428,26,26,26
16916,18429,102,102,102
16917,18430,1,1,1
16918,18431,316,316,316
16919,18432,25,26,25
16920,18433,82,83,82
16921,18434,36,36,36
16922,18435,71,71,71
16923,18436,32,32,32
16924,18437,10,10,10
16925,18438,50,49,49
16926,18439,19,19,19
16927,18440,92,92,92
16928,18441,102,102,102
16929,18442,42,42,42
16930,18443,40,40,40
16931,18444,45,45,45
16932,18445,82,82,82
16933,18446,3,3,3
16934,18447,30,30,30
16935,18448,35,35,35
16936,18449,175,175,175
16937,18450,27,27,27
16938,18451,6,6,6
16939,18452,272,272,272
16940,18453,53,53,53
16941,18454,4,4,4
16942,18455,14,14,14
16943,18456,39,39,39
16944,18457,474,473,471
16945,18458,54,54,54
16946,18459,17,17,17
16947,18460,14,14,14
16948,18461,4,4,4
16949,18462,196,196,196
16950,18463,123,123,122
16951,18464,107,107,107
16952,18465,55,55,55
16953,18466,30,30,30
16954,18467,15,15,15
16955,18468,87,87,87
16956,18469,58,58,58
16957,18470,58,58,58
16958,18471,352,352,351
16959,18472,4,4,4
16960,18473,26,30,26
16961,18474,39,38,37
16962,18475,3,3,3
16963,18477,24,24,24
16964,18478,5,5,5
16965,18479,23,23,23
16966,18480,28,28,28
16967,18481,88,88,88
16968,18482,2,2,2
16969,18483,123,123,123
16970,18484,18,18,18
16971,18486,466,466,466
16972,18487,46,46,46
16973,18488,136,136,136
16974,18489,14,14,14
16975,18490,115,115,115
16976,18491,88,88,88
16977,18492,23,23,23
16978,18493,82,82,82
16979,18494,1,1,1
16980,18495,34,34,34
16981,18496,32,32,32
16982,18497,7,7,7
16983,18498,238,238,238
16984,18499,31,31,31
16985,18500,18,18,18
16986,18501,313,313,313
16987,18502,0,0,0
16988,18503,19,19,19
16989,18504,31,31,31
16990,18505,1,1,1
16991,18506,9,9,9
16992,18507,25,25,24
16993,18508,821,820,818
16994,18509,14,14,14
16995,18510,59,59,59
16996,18511,157,157,157
16997,18512,102,102,102
16998,18513,34,34,34
16999,18515,1,1,1
17000,18516,6,6,6
17001,18517,22,22,22
17002,18518,56,56,56
17003,18519,38,38,38
17004,18520,39,39,39
17005,18521,3,3,3
17006,18522,29,29,29
17007,18523,66,66,66
17008,18524,5,5,5
17009,18525,166,165,165
17010,18526,490,490,490
17011,18527,23,23,22
17012,18528,8,9,8
17013,18529,47,48,47
17014,18530,18,18,18
17015,18531,19,19,19
17016,18533,12,12,12
17017,18534,75,75,75
17018,18535,41,41,41
17019,18536,21,21,21
17020,18537,36,36,36
17021,18538,100,100,100
17022,18539,9,9,9
17023,18540,19,19,19
17024,18541,2,2,2
17025,18542,2,2,2
17026,18543,13,13,13
17027,18544,10,10,10
17028,18545,17,17,17
17029,18546,174,174,174
17030,18547,9,9,9
17031,18549,23,23,23
17032,18550,15,15,15
17033,18551,7,7,7
17034,18552,26,26,26
17035,18553,1,1,1
17036,18554,2,2,2
17037,18556,32,32,32
17038,18557,90,90,90
17039,18558,11,11,11
17040,18559,84,84,84
17041,18561,14,14,14
17042,18562,8,8,8
17043,18563,6,6,6
17044,18564,13,13,13
17045,18565,12,12,12
17046,18566,24,24,24
17047,18567,79,79,79
17048,18568,710,709,708
17049,18569,7,7,7
17050,18570,598,598,598
17051,18571,14,14,14
17052,18572,7,7,7
17053,18573,38,38,38
17054,18574,21,21,21
17055,18575,21,21,21
17056,18576,158,158,158
17057,18577,14,14,14
17058,18578,16,16,16
17059,18579,24,24,24
17060,18580,24,24,24
17061,18581,10,10,10
17062,18582,182,182,182
17063,18583,336,336,336
17064,18584,14,14,14
17065,18585,65,65,65
17066,18586,51,51,51
17067,18587,0,0,0
17068,18588,35,35,35
17069,18589,68,68,68
17070,18590,6,6,6
17071,18591,91,91,91
17072,18592,14,14,14
17073,18593,7,7,7
17074,18594,43,43,43
17075,18596,3,3,3
17076,18597,4,4,4
17077,18598,25,25,25
17078,18599,33,33,33
17079,18600,24,24,24
17080,18601,75,75,75
17081,18602,5,5,5
17082,18603,52,52,52
17083,18604,23,23,23
17084,18605,3,3,3
17085,18606,105,105,105
17086,18607,4,4,4
17087,18608,2,2,2
17088,18609,19,19,19
17089,18611,0,1,0
17090,18612,47,48,47
17091,18613,8,9,8
17092,18615,33,33,32
17093,18616,12,14,12
17094,18617,1,3,1
17095,18618,42,44,42
17096,18619,13,14,13
17097,18620,2,3,2
17098,18621,18,19,18
17099,18622,11,11,11
17100,18623,56,56,56
17101,18624,42,42,42
17102,18625,3,3,3
17103,18626,17,17,17
17104,18627,20,20,20
17105,18629,32,32,32
17106,18630,43,43,43
17107,18631,7,7,7
17108,18632,80,80,78
17109,18633,11,11,11
17110,18634,91,91,91
17111,18635,14,14,14
17112,18636,97,95,95
17113,18637,1,1,1
17114,18638,11,11,11
17115,18639,6,6,6
17116,18640,37,37,37
17117,18641,17,17,17
17118,18642,17,17,17
17119,18645,16,16,16
17120,18646,329,329,328
17121,18647,786,781,781
17122,18648,58,59,58
17123,18649,4,5,4
17124,18650,17,18,17
17125,18651,325,326,325
17126,18652,168,169,168
17127,18653,39,40,39
17128,18654,166,166,164
17129,18655,5,6,5
17130,18656,29,30,29
17131,18657,680,679,677
17132,18658,0,1,0
17133,18659,0,1,0
17134,18660,39,39,38
17135,18661,1,2,1
17136,18662,2,3,2
17137,18663,15,16,15
17138,18664,92,93,91
17139,18666,27,28,27
17140,18669,53,53,53
17141,18670,25,25,25
17142,18671,70,70,70
17143,18672,83,83,83
17144,18673,24,24,24
17145,18674,78,78,78
17146,18675,33,33,33
17147,18676,31,31,31
17148,18677,86,86,86
17149,18678,55,55,55
17150,18679,30,30,30
17151,18680,40,40,40
17152,18681,188,188,188
17153,18682,30,30,30
17154,18683,131,131,131
17155,18684,36,36,36
17156,18685,19,19,19
17157,18686,60,60,60
17158,18687,490,491,490
17159,18688,22,23,22
17160,18689,38,39,38
17161,18690,25,25,25
17162,18691,18,18,18
17163,18692,39,39,39
17164,18693,152,152,152
17165,18694,17,17,17
17166,18695,175,175,175
17167,18696,84,84,84
17168,18697,51,51,51
17169,18698,187,187,187
17170,18699,67,67,67
17171,18700,33,33,33
17172,18701,11,11,11
17173,18702,75,75,75
17174,18703,126,126,126
17175,18704,33,34,33
17176,18705,136,137,136
17177,18706,17,17,17
17178,18707,24,24,24
17179,18708,28,28,28
17180,18709,18,18,18
17181,18710,41,41,41
17182,18711,35,35,35
17183,18712,27,27,27
17184,18713,110,110,110
17185,18714,151,151,151
17186,18715,0,0,0
17187,18717,18,18,18
17188,18718,1,1,1
17189,18719,7,7,7
17190,18721,13,13,13
17191,18722,26,26,26
17192,18723,74,74,73
17193,18725,0,0,0
17194,18726,19,19,19
17195,18727,10,10,10
17196,18728,3,3,3
17197,18729,10,10,10
17198,18730,27,27,27
17199,18731,14,14,14
17200,18732,67,67,67
17201,18733,21,21,21
17202,18734,22,22,22
17203,18735,72,72,72
17204,18736,19,19,19
17205,18737,2,2,2
17206,18738,12,12,12
17207,18739,17,17,17
17208,18740,48,49,48
17209,18741,39,40,39
17210,18742,32,32,31
17211,18743,8,10,8
17212,18745,110,111,110
17213,18746,9,10,9
17214,18747,537,538,537
17215,18748,4,5,4
17216,18749,4,5,4
17217,18750,113,113,113
17218,18751,10,10,10
17219,18752,7,7,7
17220,18753,86,77,77
17221,18754,35,35,35
17222,18755,22,22,22
17223,18756,428,428,428
17224,18757,20,20,20
17225,18758,9,9,9
17226,18759,25,26,25
17227,18760,36,37,36
17228,18761,23,23,23
17229,18762,52,52,52
17230,18763,31,31,31
17231,18764,5,5,5
17232,18765,76,76,76
17233,18766,1,1,1
17234,18767,0,0,0
17235,18768,23,23,23
17236,18769,30,30,30
17237,18770,6,6,6
17238,18771,33,33,33
17239,18773,6,6,6
17240,18774,22,22,22
17241,18775,0,0,0
17242,18777,56,56,56
17243,18778,2,2,2
17244,18779,3,4,3
17245,18780,25,25,25
17246,18781,118,118,118
17247,18782,186,186,186
17248,18783,28,28,28
17249,18784,23,23,23
17250,18785,16,17,16
17251,18786,15,16,15
17252,18787,12,13,12
17253,18788,642,642,642
17254,18789,27,27,27
17255,18790,21,21,21
17256,18791,5,5,5
17257,18792,23,23,23
17258,18793,16,16,16
17259,18794,13,13,13
17260,18795,164,164,164
17261,18796,126,126,126
17262,18797,0,0,0
17263,18798,24,24,24
17264,18799,11,11,11
17265,18800,25,26,25
17266,18801,22,22,22
17267,18802,34,34,34
17268,18803,289,289,289
17269,18804,264,264,264
17270,18805,6,6,6
17271,18806,11,11,11
17272,18807,113,113,113
17273,18808,1,1,1
17274,18810,51,51,51
17275,18811,23,23,23
17276,18812,45,45,45
17277,18813,96,96,96
17278,18814,362,362,362
17279,18815,9,9,9
17280,18816,359,359,359
17281,18817,39,39,39
17282,18818,51,51,51
17283,18819,28,28,28
17284,18820,0,0,0
17285,18822,34,34,34
17286,18823,1,1,1
17287,18824,10,10,10
17288,18825,35,35,35
17289,18826,184,184,184
17290,18827,18,17,17
17291,18828,515,515,515
17292,18829,0,0,0
17293,18831,32,32,32
17294,18832,42,42,42
17295,18833,56,56,56
17296,18834,16,16,16
17297,18835,26,26,26
17298,18836,27,27,27
17299,18837,43,43,43
17300,18838,16,16,16
17301,18839,76,76,76
17302,18840,22,22,22
17303,18843,40,40,40
17304,18844,49,49,49
17305,18846,44,44,44
17306,18847,1,1,1
17307,18849,11,11,11
17308,18850,6,6,6
