recombinant,parent1,parent2,recombinant_date,parent1_date,parent2_date,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,sc2ts_num_mutations,x_lineage_involved,usher_num_descendants
node_229958,ERR7105000,ERR6492325,2021-11-08,2021-10-07,2021-08-07,{'AY.120': 1},841852,1,242168,9,7,False,1
SRR20226771,SRR17135682,SRR15391656,2021-10-30,2021-10-25,2021-07-22,{'AY.116.1': 1},792859,1,390354,1,4,False,1
node_189040,SRR15777731,ERR7239527,2021-08-06,2021-08-20,2021-10-16,{'AY.39': 13},3423274,269,242168,9,1,False,13
SRR15893776,SRR15385725,SRR15199972,2021-07-26,2021-07-22,2021-06-25,{'AY.39': 1},403142,1,242168,10,8,False,1
ERR8476414,ERR8476408,ERR8266002,2022-01-23,2022-01-23,2022-01-16,{'AY.5': 1},1155172,1,1155173,1,0,False,1
node_63065,DRR321274,ERR6887655,2021-07-28,2021-05-18,2021-09-15,{'AY.4': 144},408338,146,242168,5,4,False,144
node_442348,ERR10039716,node_442347,2022-01-12,2022-01-21,2022-01-12,"{'BA.1.18': 5, 'BA.1.1': 5, 'BA.1.1.18': 1}",932699,186551,-1,2147483648,1,False,11
SRR20259179,SRR19279245,SRR15948433,2021-10-21,2021-10-21,2021-08-20,{'AY.119': 1},753405,1,242168,8,4,False,1
ERR7238507,ERR6849655,ERR6440908,2021-10-26,2021-09-17,2021-07-26,{'AY.4': 1},771872,1,242168,9,7,False,1
node_188252,ERR6822499,ERR6435944,2021-10-05,2021-09-17,2021-07-14,{'AY.4': 1},682528,1,242168,9,6,False,1
node_126042,ERR7274803,ERR6440908,2021-11-05,2021-10-25,2021-07-26,{'AY.4': 2},824543,2,824543,0,1,False,2
ERR7309252,ERR6854892,ERR13182720,2021-10-28,2021-09-19,2021-08-22,{'AY.4': 1},783450,1,242168,8,5,False,1
ERR6622334,ERR6735492,ERR6622534,2021-08-24,2021-09-05,2021-08-23,{'AY.4': 1},500447,2,500448,1,2,False,1
node_186212,ERR13160269,node_189556,2021-10-15,2021-08-03,2021-12-06,{'AY.100': 30},734726,39,242168,6,4,False,30
SRR15916359,SRR15446230,node_232730,2021-08-11,2021-07-26,2021-09-02,{'AY.39': 1},462543,1,242168,7,4,False,1
node_782413,node_782412,SRR15856342,2021-01-24,2021-01-24,2021-08-30,"{'P.1.13': 164, 'P.1.17': 544, 'P.1': 3677, 'P.1.15': 736, 'P.1.10': 601, 'P.1.2': 146, 'P.1.7': 49, 'P.1.14': 35, 'P.1.16': 43, 'P.1.1': 8, 'P.1.17.1': 6, 'P.1.12': 10, 'P.1.7.1': 4, 'P.1.4': 1, 'P.1.9': 1}",132048,6029,-1,2147483648,30,False,6025
SRR16307205,SRR15985176,SRR20250176,2021-09-13,2021-09-04,2021-11-10,{'AY.39': 1},591721,1,242168,9,7,False,1
ERR7684935,ERR13182720,ERR11756803,2021-11-27,2021-08-22,2021-12-02,{'AY.4': 1},939818,1,939819,1,0,False,1
SRR21610934,ERR10150373,SRR21671375,2022-09-04,2022-08-19,2022-09-06,{'BA.5.2': 1},1647904,1,1412770,6,4,False,1
node_546369,ERR12782515,SRR19779216,2022-05-28,2022-06-08,2022-05-31,{'BA.2.12.1': 2},1503762,2,1503762,0,1,False,2
SRR21635978,ERR10000035,ERR10296875,2022-09-06,2022-07-05,2022-09-17,{'BA.5.2': 1},1650202,1,1650203,1,0,False,1
node_172881,ERR11756821,ERR12794095,2021-08-06,2021-12-01,2021-07-21,{'AY.4.7': 1},445274,1,445275,1,0,False,1
node_627388,ERR13053855,SRR19620834,2023-10-19,2023-11-27,2022-05-26,"{'JN.1.13.1': 221, 'JN.1.4.5': 1030, 'JN.1.2': 241, 'JN.1.4': 4741, 'JN.1': 7448, 'KP.1.1.1': 70, 'JN.1.5': 63, 'JN.1.7.5': 178, 'JN.1.1': 1570, 'JN.3': 98, 'JN.1.28': 14, 'KP.2.3': 171, 'KP.2': 214, 'JN.1.9': 289, 'JN.1.47.2': 61, 'JN.1.7': 570, 'LF.1.1.1': 12, 'JN.1.43': 158, 'JN.1.23': 8, 'JN.1.32': 119, 'JN.1.22': 233, 'LB.1': 42, 'KV.2': 147, 'KP.2.2': 64, 'JN.1.42': 263, 'JN.1.52': 67, 'JN.1.1.7': 15, 'JN.1.8.1': 586, 'BA.2.86.1': 656, 'JN.1.4.2': 260, 'JN.1.39.1': 3, 'KP.3.1.4': 46, 'BA.2.86.3': 11, 'JN.1.46': 119, 'JN.1.47': 55, 'LB.1.3': 43, 'JN.1.20': 23, 'LB.1.7': 35, 'JN.1.29': 59, 'JN.1.6': 186, 'XDK.4': 2, 'KW.1.1': 13, 'JN.1.8': 151, 'JN.1.19': 218, 'JN.1.34': 25, 'JN.1.32.1': 14, 'LL.1': 23, 'JQ.1': 103, 'KP.1.1': 65, 'JN.1.39': 452, 'JN.2.3': 37, 'JN.18': 160, 'JN.1.18': 171, 'JN.1.16': 100, 'JN.2': 206, 'XDD.1': 17, 'JN.1.59': 32, 'JN.1.31': 93, 'KP.3': 25, 'LA.1': 21, 'KP.3.1': 90, 'JN.1.13': 9, 'JN.1.41': 58, 'KP.5': 9, 'XDK': 47, 'XDK.5': 9, 'JN.1.1.1': 33, 'KP.4.1': 29, 'JN.1.38': 130, 'JN.1.45': 156, 'KP.3.5': 6, 'JN.1.30': 27, 'KP.2.5': 5, 'JN.1.43.1': 92, 'MK.2': 4, 'LF.5': 8, 'KS.1': 78, 'KU.2': 5, 'JN.1.4.7': 54, 'JN.1.21': 19, 'JN.1.4.3': 51, 'JN.9': 32, 'LW.1': 5, 'JN.1.64': 43, 'XDD': 68, 'JN.1.63': 14, 'KP.3.3.3': 6, 'KP.3.3': 57, 'JN.1.6.1': 28, 'JN.1.1.10': 13, 'JN.1.16.1': 61, 'MM.1': 3, 'JN.1.39.3': 14, 'LK.2.1': 2, 'KP.3.1.1': 25, 'KP.3.2.4': 83, 'KP.2.15': 13, 'XDR': 6, 'JN.1.40': 6, 'JN.3.3': 47, 'JN.1.4.8': 29, 'LJ.1': 10, 'LP.1': 17, 'JN.1.57.1': 4, 'JN.1.9.1': 7, 'JN.7': 83, 'KP.1.2': 13, 'XDK.1': 12, 'JN.1.4.1': 25, 'JN.1.8.3': 72, 'JN.6': 69, 'JN.1.4.6': 64, 'XDP': 80, 'KP.1.1.3': 36, 'KZ.1': 2, 'KQ.1': 86, 'JN.1.18.3': 22, 'JN.1.11.1': 53, 'JN.11': 42, 'LB.1.4': 22, 'JN.1.53': 22, 'KP.2.7': 5, 'JN.1.51': 9, 'JN.1.60': 21, 'LV.1': 10, 'KU.1': 3, 'JN.1.42.1': 6, 'KP.3.1.6': 11, 'KP.3.2.3': 11, 'JN.1.7.2': 64, 'LB.1.3.1': 3, 'JN.1.28.1': 4, 'KP.2.1': 9, 'JN.1.48.3': 3, 'JN.1.53.1': 12, 'BA.2.86.2': 16, 'LB.1.8': 7, 'JN.1.27': 16, 'JN.1.11': 39, 'LB.1.7.1': 1, 'LN.1.1': 5, 'JN.4': 39, 'LC.1': 1, 'JN.1.1.6': 11, 'JN.1.49': 19, 'JN.1.7.3': 7, 'XDD.1.1': 17, 'BA.2.86': 14, 'JQ.2.1': 7, 'XDD.1.1.1': 7, 'KW.1': 8, 'KR.1.1': 11, 'LF.3.1': 5, 'JN.1.1.5': 13, 'LQ.1.1': 11, 'KP.3.2.2': 3, 'KP.3.1.5': 4, 'XDP.3': 15, 'XDP.1': 32, 'JN.1.17': 42, 'LF.4.1': 6, 'KP.4.2': 10, 'KP.2.10': 4, 'KP.3.2.5': 1, 'JN.1.15': 9, 'JN.1.4.4': 20, 'JN.1.48': 7, 'JN.1.62': 11, 'KR.1': 27, 'JN.13.1': 8, 'KP.2.16': 5, 'MD.1.1': 7, 'LB.1.2': 5, 'KP.1': 15, 'JN.1.42.2': 12, 'JN.1.7.1': 9, 'JN.1.1.4': 10, 'JN.1.7.9': 2, 'JN.1.65': 5, 'JN.1.14': 14, 'KP.4.1.2': 1, 'JN.1.18.2': 18, 'JN.1.10': 4, 'JN.1.16.3': 7, 'JN.1.25': 7, 'KP.3.1.2': 3, 'JN.2.2': 13, 'LH.2': 4, 'KS.1.1': 9, 'LB.1.3.2': 9, 'JN.1.55': 29, 'JN.1.8.2': 9, 'JN.2.1': 3, 'JN.1.58': 17, 'KP.3.4': 3, 'JN.1.3': 32, 'KP.1.1.5': 6, 'KP.4': 6, 'JN.1.56': 6, 'KP.2.3.3': 3, 'LE.1.1': 4, 'JN.1.49.1': 6, 'JN.10': 31, 'JN.5': 8, 'XEB': 9, 'LE.1': 8, 'JN.1.64.1': 10, 'JN.1.57': 5, 'KP.2.6': 1, 'LQ.1': 1, 'LF.4': 4, 'LF.3.1.1': 5, 'JN.1.37': 13, 'JN.1.1.3': 14, 'JN.1.63.1': 2, 'JN.1.1.2': 11, 'XDK.4.1': 8, 'MA.1': 4, 'JN.2.5': 5, 'KP.2.8': 1, 'JN.1.54': 15, 'JN.1.65.1': 5, 'JN.1.24': 25, 'JN.1.26': 10, 'JN.1.44': 23, 'LP.1.1': 5, 'JN.1.18.6': 3, 'JN.1.7.7': 2, 'KZ.1.1': 2, 'KP.3.2': 31, 'LB.1.2.1': 2, 'JQ.2.1.1': 1, 'JN.13': 12, 'JN.1.50.2': 2, 'JN.1.51.1': 5, 'MD.2': 1, 'LF.1.1': 5, 'JN.1.30.1': 5, 'JN.16': 3, 'KS.1.3': 2, 'JN.1.25.1': 3, 'LK.1': 2, 'LM.1': 1, 'JN.1.39.2': 5, 'JN.1.35': 2, 'JN.1.44.1': 1, 'JN.1.16.2': 4, 'LR.1': 1, 'KV.1': 1, 'JN.1.61': 3, 'XDK.1.2': 4, 'LF.1': 13, 'JN.2.4': 1, 'XDY': 3, 'JN.1.47.1': 5, 'JN.1.50': 8, 'KP.4.2.2': 4, 'JN.8': 1, 'LQ.3': 1, 'KP.2.3.1': 1, 'JN.1.50.1': 7, 'KP.4.2.1': 3, 'JN.1.18.4': 1, 'LY.1': 1, 'JN.1.2.1': 1, 'KP.2.13': 2, 'XDP.2': 1, 'JN.1.24.1': 3, 'JN.14': 1, 'BA.2.86.7': 1, 'KP.3.2.1': 2, 'JN.1.55.1': 2, 'KP.1.1.4': 1, 'BA.2.86.6': 2, 'JN.1.58.3': 2, 'JN.1.9.2': 1, 'MF.1': 4, 'MH.1': 1, 'JN.1.36': 2, 'KW.1.1.1': 1, 'LP.3': 2, 'LY.2': 1, 'JN.1.23.1': 1, 'KY.1': 1, 'JN.1.54.1': 2, 'JN.1.48.2': 1, 'LH.1': 1, 'JN.1.29.1': 1, 'ML.2': 1, 'XDD.3': 2, 'XDK.3': 2, 'BA.2.86.4': 1, 'KP.2.14': 1, 'KP.2.9': 1, 'KP.4.1.1': 2, 'LU.2': 1, 'JN.1.55.2': 1, 'JN.1.48.1': 1, 'LA.2': 1, 'XDD.2': 1, 'LF.3': 1, 'JN.1.12': 1}",990529,858674,-1,2147483648,1,True,25668
node_623609,node_623608,SRR25109904,2023-09-21,2023-09-21,2023-06-14,{'XBB.1.9': 3},1847328,3,1847328,0,0,True,3
ERR6757288,ERR6766815,SRR20186461,2021-09-02,2021-08-17,2021-12-04,{'AY.36': 1},541758,1,541759,1,0,False,1
node_701408,ERR9895423,ERR10000006,2022-07-12,2022-06-22,2022-07-02,{'BA.5.2.21': 1},1571484,1,1571485,1,0,False,1
node_189501,node_185141,node_189546,2021-09-27,2021-10-22,2021-10-08,{'AY.100': 2},651519,33,242168,8,6,False,2
SRR20265230,SRR17352698,ERR13153313,2021-11-16,2021-11-11,2021-07-30,{'AY.100': 1},886670,1,242168,13,7,False,1
node_724349,SRR20785503,ERR10000639,2022-06-10,2022-05-08,2022-07-04,{'BA.4': 2},1526529,2,1521146,1,0,False,2
node_182250,SRR16307322,ERR7006481,2021-09-14,2021-09-13,2021-09-29,{'AY.100': 3},614902,3,596652,1,0,False,3
node_622059,ERR12481734,ERR11923692,2023-10-30,2023-11-24,2023-08-11,"{'HV.1.2': 2, 'HV.1': 3}",1834992,1292,1676682,7,8,False,5
SRR16161643,SRR15201064,ERR6112499,2021-09-08,2021-07-07,2021-06-08,{'B.1.617.2': 1},567249,1,242168,6,6,False,1
node_629223,ERR13050338,ERR13076635,2023-12-04,2023-11-27,2023-11-20,{'JN.1.4': 2},1863172,107,1857980,9,1,False,2
ERR10777582,ERR10382801,ERR10777579,2022-12-22,2022-10-03,2022-12-18,{'BQ.1.1': 1},1733705,1,1733706,1,0,False,1
SRR20250958,SRR20945794,ERR13153313,2021-11-12,2021-11-19,2021-07-30,{'AY.118': 1},865700,1,242168,15,8,False,1
ERR8187981,ERR7563248,ERR7742605,2021-11-30,2021-11-25,2021-12-06,{'AY.4.2.2': 1},958046,1,242168,12,5,False,1
node_658788,SRR22240935,ERR10296875,2022-12-23,2022-10-24,2022-09-17,{'BQ.1.1.5': 2},1734446,2,1412770,17,5,False,2
node_647615,SRR21271755,SRR19939076,2022-10-07,2022-08-01,2022-06-07,{'BA.5.1': 2},1683777,2,1683777,0,0,False,2
SRR20115940,node_185332,ERR6889456,2021-12-01,2021-12-12,2021-09-21,{'AY.100': 1},964804,3,242168,11,4,False,1
SRR16373762,SRR15489271,SRR15553516,2021-10-05,2021-08-01,2021-08-03,{'B.1.617.2': 1},682790,1,682791,1,0,False,1
SRR26444037,SRR26444038,SRR26444003,2023-03-20,2023-03-20,2023-03-24,{'XBB.1.5': 1},1801885,1,1801886,1,0,True,1
node_234698,ERR13143853,SRR16351102,2021-09-12,2021-10-07,2021-09-17,{'AY.39': 2},585685,3,242168,9,4,False,2
SRR20265243,SRR20234489,ERR6440908,2021-11-17,2021-11-02,2021-07-26,{'AY.100': 1},891928,1,242168,11,8,False,1
ERR7306375,ERR6725762,ERR13153313,2021-10-27,2021-09-01,2021-07-30,{'AY.4': 1},778841,1,778842,1,0,False,1
SRR21641837,ERR10002774,ERR11551963,2022-07-18,2022-07-08,2022-06-06,{'BA.5.5': 1},1582997,1,1412770,4,7,False,1
node_544014,ERR8761573,ERR7772073,2022-04-20,2022-02-16,2021-12-08,{'XAC': 19},1459558,19,1452574,1,0,True,19
node_188758,SRR15534686,node_237360,2021-08-18,2021-08-04,2021-10-07,{'AY.118': 4},322032,104,242168,4,4,False,4
SRR21266622,ERR7743439,ERR6490974,2021-12-09,2021-12-04,2021-08-06,{'AY.118': 1},2819558,1,242168,12,6,False,1
SRR16221850,SRR16055312,node_188661,2021-09-07,2021-08-24,2021-08-23,{'AY.100': 1},562654,1,242168,7,5,False,1
ERR7367909,ERR7284814,ERR6440908,2021-11-05,2021-10-26,2021-07-26,{'AY.4': 1},824502,1,242168,12,7,False,1
SRR19815278,SRR20250316,ERR6440908,2021-11-18,2021-11-11,2021-07-26,{'AY.125': 1},896751,1,242168,15,7,False,1
node_320896,ERR12852630,ERR6571333,2021-07-27,2021-11-14,2021-08-18,{'AY.44': 1},405790,1,242168,8,7,False,1
SRR22344184,SRR23939961,ERR10003967,2022-10-31,2022-11-17,2022-07-08,{'BA.5.2.23': 1},1704288,1,1704289,1,0,False,1
ERR9625458,ERR9102490,ERR9647850,2022-04-11,2022-02-23,2022-04-19,{'BA.1': 1},1434676,1,1434677,1,0,False,1
SRR20179725,SRR15985184,SRR20146104,2021-11-26,2021-08-31,2021-11-28,{'AY.100': 1},937190,3,242168,10,4,False,1
ERR6883633,node_169401,node_188580,2021-08-20,2021-08-26,2021-08-20,{'AY.4': 1},487634,81,242168,5,6,False,1
node_180590,SRR15385787,ERR6105556,2021-08-04,2021-07-25,2021-06-09,{'AY.100': 53},483114,53,242168,9,4,False,53
node_701705,ERR10164892,ERR13011898,2022-10-12,2022-08-08,2022-10-12,{'BA.2.75': 1},1688458,1,1688459,1,0,False,1
node_580189,node_580188,node_701662,2022-06-28,2022-06-28,2022-09-06,"{'DV.1.1': 266, 'XBF': 631, 'BR.1': 76, 'BA.2.75.2': 369, 'CH.1.1': 3509, 'DV.6': 1296, 'BN.1.3.1': 673, 'BN.1.4.4': 269, 'CH.1.1.1': 1180, 'BN.1.5': 509, 'BN.1.3': 498, 'CH.1.1.24': 82, 'CH.1.1.12': 397, 'DV.7': 76, 'CH.1.1.5': 199, 'XBF.7': 13, 'CH.1.1.19': 343, 'CH.1.1.10': 166, 'DV.7.1.5': 45, 'DV.2': 99, 'BM.1.1.3': 186, 'CJ.1.2': 119, 'CH.1.1.13': 180, 'BN.1.3.6': 58, 'BN.1.4': 118, 'CA.7': 109, 'XCT.1': 32, 'FS.1': 129, 'BY.1': 88, 'BA.2.75.1': 191, 'BN.1.9': 22, 'DS.3': 211, 'CH.1.1.11': 136, 'BN.1.2.1': 208, 'BR.2.1': 222, 'BN.1': 425, 'BN.1.2': 286, 'DV.7.1': 44, 'XBF.4': 65, 'CH.1.1.28': 123, 'EJ.2': 28, 'CH.1.1.2': 600, 'DV.8': 3, 'CA.1': 51, 'BN.1.1': 32, 'GP.3': 41, 'CH.1.1.3': 57, 'BA.2.75.5': 143, 'CH.1.1.6': 244, 'CJ.1.1': 16, 'DV.3': 223, 'CH.1.1.14': 89, 'BR.1.2': 38, 'DV.7.1.3': 13, 'BN.1.4.3': 29, 'BL.1': 89, 'BA.2.75.6': 13, 'BL.5': 8, 'CH.1.1.27': 21, 'CH.1.1.7': 12, 'BN.3.1': 51, 'CH.1.1.26': 6, 'DS.1': 27, 'XBF.3': 64, 'CV.1': 77, 'CH.1.1.8': 109, 'BY.1.2': 16, 'CH.1.1.9': 114, 'BN.1.7': 135, 'CH.1.1.16': 20, 'GP.1': 22, 'DV.7.1.1': 9, 'CH.1.1.15': 54, 'XBK': 103, 'BN.1.2.3': 43, 'DV.5': 33, 'DV.7.1.2': 29, 'BN.1.5.2': 11, 'BL.2': 50, 'BN.2.1': 9, 'BN.1.2.2': 16, 'GP.2': 95, 'DV.1': 34, 'CH.1.1.23': 20, 'BA.2.75.7': 8, 'XCT': 25, 'CA.3.1': 34, 'CH.1.1.25': 142, 'DV.3.1': 61, 'KG.1': 7, 'CH.3.1': 1, 'FJ.1': 80, 'XBK.1': 75, 'BA.2.75.3': 38, 'XBF.10': 1, 'BM.1.1.1': 15, 'BN.1.3.3': 5, 'BN.1.3.7': 13, 'BA.2.75': 75, 'BN.6': 43, 'BM.1.1': 51, 'CH.1.1.18': 52, 'BL.1.4': 7, 'CH.1.1.22': 22, 'BM.4.1.1': 88, 'CH.1.1.21': 32, 'EJ.1': 10, 'XBQ': 36, 'XBF.9': 13, 'CH.1.1.32': 16, 'BN.1.4.1': 34, 'BN.5': 24, 'CB.1': 46, 'XBF.1.1': 4, 'BM.1': 19, 'BN.1.2.4': 21, 'CJ.1.3': 8, 'DV.7.1.6': 6, 'XBH': 7, 'BN.3': 3, 'BN.1.10': 16, 'BN.1.3.12': 27, 'DS.2': 25, 'DV.7.1.8': 2, 'XBF.7.1': 12, 'BA.2': 16, 'DV.7.1.4': 54, 'CA.5': 23, 'XBF.1': 4, 'BN.1.4.5': 12, 'CH.1': 7, 'BN.2': 3, 'BM.5': 9, 'BN.4': 3, 'BN.1.3.5': 22, 'BL.4': 4, 'DV.6.1': 11, 'BL.1.1': 1, 'CH.1.1.20': 12, 'FR.1': 8, 'XBF.6': 10, 'XBF.5': 8, 'DV.6.2': 1, 'BL.3': 18, 'BL.6': 5, 'XBF.2': 7, 'BN.1.3.8': 4, 'BM.3': 1, 'BN.1.1.1': 19, 'BY.1.2.1': 1, 'BM.2': 4, 'BM.1.1.5': 12, 'CH.1.1.30': 9, 'CA.3': 20, 'BA.2.75.10': 6, 'FR.1.1': 5, 'BN.1.2.6': 2, 'BA.2.75.4': 19, 'CJ.1': 2, 'BR.5': 5, 'BR.4': 2, 'BN.1.2.7': 2, 'CH.2': 4, 'BR.2': 2, 'CH.1.1.29': 1, 'CA.2': 4, 'BN.1.2.5': 2, 'BN.1.3.9': 2, 'BM.2.1': 1, 'FR.1.4': 1, 'BN.1.3.4': 2, 'DV.4': 5, 'BM.4.1': 1, 'BN.1.6': 1, 'BN.1.4.2': 1, 'BM.4': 1, 'CA.6': 1, 'BM.1.1.2': 1, 'FR.1.2': 2}",1896655,1294266,-1,2147483648,56,True,18132
SRR20189663,SRR17207556,ERR6440908,2021-12-08,2021-12-01,2021-07-26,{'AY.100': 1},1001502,1,242168,15,7,False,1
node_189109,node_189089,node_236398,2021-10-12,2021-11-15,2021-11-14,{'AY.39': 3},715436,3,242168,6,5,False,3
ERR13127774,ERR10002107,ERR10001391,2022-06-27,2022-07-05,2022-07-06,{'BA.5.1.4': 1},1542924,1,1542925,1,0,False,1
node_188242,ERR6754751,ERR6489175,2021-08-30,2021-08-23,2021-07-21,{'AY.4': 2},526451,2,242168,8,7,False,2
SRR20127349,ERR10004416,ERR9826369,2022-06-17,2022-07-16,2022-05-24,{'BA.5.2.1': 1},1531763,1,1531764,1,0,False,1
node_585736,ERR8681666,node_585731,2023-01-12,2022-02-11,2023-01-12,{'CH.1.1.24': 29},1761189,33,1748991,1,0,False,29
node_227354,SRR20186773,ERR6135599,2021-11-26,2021-12-05,2021-06-17,{'AY.120': 6},937288,6,242168,7,4,False,6
node_777383,node_436837,DRR354685,2022-12-07,2021-10-27,2022-02-22,"{'XAY.2.3': 127, 'XBC.1.2.1': 98, 'XAY.2': 91, 'XAY.2.1': 81, 'XAY.2.2': 72}",960619,828207,-1,2147483648,1,True,469
node_647624,SRR21372289,ERR10000094,2022-09-14,2022-08-14,2022-07-05,{'BA.5.1.18': 2},1661184,2,1661184,0,0,False,2
SRR16602278,SRR15364194,SRR15588866,2021-08-13,2021-07-19,2021-08-07,{'B.1.617.2': 1},468462,1,468463,1,0,False,1
SRR28273033,ERR12306865,SRR26976433,2024-02-06,2023-10-29,2023-11-12,{'JN.1.1': 1},1888358,1,1888359,1,0,False,1
SRR17418578,SRR15857526,SRR16383717,2021-12-17,2021-09-03,2021-09-19,{'AY.3': 1},1036248,1,1036249,1,0,False,1
node_722857,ERR10000073,ERR10001513,2022-07-10,2022-07-04,2022-07-05,{'BA.4': 3},1481377,7617,1412770,4,1,False,3
node_179902,ERR13161216,node_189310,2021-10-20,2021-09-21,2021-12-04,{'AY.100': 6},781050,8,242168,8,4,False,6
node_185155,SRR17125056,node_183779,2021-11-16,2021-11-02,2021-09-09,{'AY.100': 3},886064,3,242168,12,4,False,3
node_197662,ERR11762596,ERR6490974,2021-09-01,2021-08-04,2021-08-06,{'AY.121': 18},369665,2411,242168,4,2,False,18
node_187469,node_187468,SRR20263707,2021-10-21,2021-10-21,2021-11-23,{'AY.113': 7},781086,37,753398,1,0,False,7
ERR8250720,ERR6634211,ERR8214896,2021-12-11,2021-08-19,2021-12-11,{'AY.4': 1},1012200,1,1012201,1,0,False,1
node_189942,node_195443,ERR6112499,2021-09-27,2021-08-19,2021-06-08,{'AY.127': 1},651476,1,242168,8,7,False,1
SRR16884109,SRR16833146,node_189094,2021-10-12,2021-10-10,2021-09-02,{'AY.39': 1},715467,1,715468,1,0,False,1
SRR20259749,SRR16837302,ERR6633085,2021-10-22,2021-10-14,2021-08-27,{'AY.118': 1},757470,1,242168,11,8,False,1
ERR7004218,ERR6692182,SRR17218905,2021-09-15,2021-09-01,2021-11-27,{'AY.4': 1},599581,1,242168,9,4,False,1
SRR13925176,SRR25727637,node_32143,2020-06-26,2022-01-29,2020-06-26,{'B.1': 1},22127,1,-1,2147483648,6,False,1
node_7280,node_7279,ERR4671078,2020-08-09,2020-08-09,2020-08-26,"{'B.1.160': 2411, 'B.1.160.23': 146, 'B.1.160.7': 344, 'B.1.160.33': 124, 'B.1.160.26': 13, 'B.1.160.30': 9, 'B.1.160.16': 5, 'B.1.160.12': 1, 'B.1.160.10': 3, 'B.1.177.44': 1, 'B.1.160.29': 1, 'B.1.160.28': 1}",28648,3076,-1,2147483648,12,False,3059
SRR23612268,node_325579,ERR6490974,2021-07-24,2021-07-24,2021-08-06,{'AY.44': 1},396661,1,242168,7,5,False,1
SRR28286283,SRR28439082,SRR29412836,2024-02-13,2024-02-21,2024-05-31,{'JN.1': 1},1889551,1,1857980,7,6,False,1
ERR10839848,ERR10756347,SRR24183873,2023-01-23,2022-12-10,2023-04-02,{'BA.2': 1},1754892,1,1754893,1,0,False,1
node_199099,node_199098,node_189836,2021-11-15,2021-11-15,2021-10-19,{'AY.119.2': 1},880644,1,242168,11,9,False,1
SRR20186543,SRR17385878,SRR20189143,2021-12-06,2021-12-08,2021-12-07,{'AY.100': 1},989987,1,242168,12,7,False,1
ERR7035845,ERR11761851,ERR7018745,2021-10-04,2021-07-16,2021-09-30,{'AY.4.2': 1},677355,1,677356,1,0,False,1
ERR5220706,ERR5039840,ERR5198311,2021-01-16,2020-12-15,2021-01-13,{'B.1.177': 1},112504,1,112505,1,0,False,1
node_756651,ERR11747316,ERR9482362,2022-04-14,2022-03-29,2022-03-22,{'BA.2.56': 2},1439394,2,1439394,0,0,False,2
node_189332,SRR16354513,SRR20252804,2021-10-16,2021-09-16,2021-10-20,{'AY.100': 14},731289,18,731290,1,0,False,14
ERR7795899,ERR7285078,ERR6816656,2021-12-12,2021-10-27,2021-09-14,{'AY.4': 1},1013780,1,242168,10,4,False,1
node_701669,ERR10482107,ERR10426737,2022-12-20,2022-11-04,2022-10-12,{'XBR': 3},1748684,3,1732233,1,0,True,3
SRR25446451,SRR23291509,ERR11190046,2023-01-09,2023-01-06,2023-02-12,{'XBB.1.5.33': 1},1747108,3,1676682,9,2,True,1
node_186444,ERR6633085,SRR16162594,2021-08-26,2021-08-27,2021-09-12,{'AY.100': 2},508428,4,242168,5,5,False,2
ERR7497682,ERR7109320,ERR11849799,2021-11-15,2021-10-09,2021-08-27,{'AY.4': 1},876805,1,242168,10,6,False,1
node_134150,ERR6046897,ERR6135810,2021-07-16,2021-06-02,2021-06-19,{'AY.4': 3},394158,3,242168,5,6,False,3
SRR17521781,SRR17235362,SRR17888935,2021-12-06,2021-10-29,2021-12-23,{'AY.112.2': 1},989743,1,242168,10,5,False,1
node_6955,node_6954,node_6897,2021-03-30,2021-03-30,2021-03-03,"{'B.1': 224, 'XB': 202}",242115,426,242115,0,16,True,426
node_185332,SRR20115940,ERR6872732,2021-12-12,2021-12-01,2021-09-21,{'AY.100': 2},1015648,2,242168,12,10,False,2
SRR20251359,node_184497,SRR16527817,2021-11-11,2021-11-02,2021-09-26,{'AY.100': 1},860637,1,242168,9,6,False,1
node_179832,SRR16883912,node_179953,2021-10-15,2021-10-13,2021-11-17,{'AY.100': 1},727210,1,242168,12,9,False,1
SRR20264149,SRR19266532,ERR6491292,2021-11-24,2021-11-20,2021-08-05,{'AY.119': 1},928375,1,928376,1,0,False,1
SRR20258303,SRR16063773,SRR19675010,2021-10-18,2021-08-27,2022-04-18,{'AY.25': 1},739909,1,242168,7,7,False,1
ERR13018108,ERR10032066,ERR10015468,2022-09-19,2022-07-26,2022-07-14,{'BA.5.2': 1},1666304,1,1666305,1,0,False,1
node_23697,SRR15152414,ERR6933894,2021-03-18,2021-03-26,2021-09-29,{'B.1.637': 2},208919,2,-1,2147483648,6,False,2
SRR19319894,SRR27240204,ERR12551423,2022-05-05,2023-12-04,2022-04-03,{'BA.2': 1},1475134,1,-1,2147483648,4,False,1
ERR7148136,ERR7050043,ERR13153313,2021-10-07,2021-09-25,2021-07-30,{'AY.36': 1},691772,1,242168,9,4,False,1
node_78754,node_78753,ERR6679169,2021-10-22,2021-10-22,2021-08-31,{'AY.4': 4},755205,4,242168,8,5,False,4
SRR15491121,ERR13149512,SRR15391298,2021-07-31,2021-04-21,2021-07-17,{'P.1': 1},421810,1,-1,2147483648,1,False,1
