recombinant,sample_id,num_descendant_samples,num_samples,distinct_sample_pango,interval_left,interval_right,num_mutations,Viridian_amplicon_scheme,Artic_primer_version,date_added,group_id,group_size,recombinant_pango,recombinant_scorpio,recombinant_time,recombinant_date,sample,sample_pango,sample_scorpio,sample_time,sample_date,parent_left,parent_left_pango,parent_left_scorpio,parent_left_time,parent_left_date,parent_right,parent_right_pango,parent_right_scorpio,parent_right_time,parent_right_date,parent_mrca,parent_mrca_pango,parent_mrca_scorpio,parent_mrca_time,parent_mrca_date,diffs,max_run_length,num_mutations_k1000,num_mutations_k4,parent_pangonet_distance,net_min_supporting_loci_lft,net_min_supporting_loci_rgt,net_min_supporting_loci_lft_rgt_ge_4
894853,SRR20917503,1,1,1,21894,22027,2,COVID-AMPLISEQ-V1,.,2021-12-15,c9c9bd5a3f,2,AY.119,Delta (B.1.617.2-like),439.0,2021-12-09,894852,AY.119,Delta (B.1.617.2-like),433.0,2021-12-15,875583,AY.119,Delta (B.1.617.2-like),439.0000000001,2021-12-09,347382,AY.119,Delta (B.1.617.2-like),611.0000000001003,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,16,5,7,2,2,6,0,False
894880,SRR20918102,1,1,1,22027,22027,2,COVID-AMPLISEQ-V1,.,2021-12-15,a0d45083c8,2,AY.100,Delta (B.1.617.2-like),450.0504949887347,2021-11-28,894879,AY.100,Delta (B.1.617.2-like),433.0,2021-12-15,692695,AY.100,Delta (B.1.617.2-like),505.7161446965363,2021-10-04,334366,AY.100,Delta (B.1.617.2-like),586.0000000002001,2021-07-15,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,18,5,7,2,2,8,-1,False
896340,ERR7855221,1,1,1,6699,22917,0,COVID-ARTIC-V4.1,4,2021-12-16,133529bc12,2,BA.1.17.2,Omicron (BA.1-like),438.4291096354669,2021-12-10,896339,BA.1.17.2,Omicron (BA.1-like),432.0,2021-12-16,873872,BA.1.17.2,Omicron (BA.1-like),439.0000000001,2021-12-09,873731,BA.1,Omicron (BA.1-like),439.0,2021-12-09,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,15,0,4,0,2,4,9,True
897177,SRR17647498,1,1,1,9054,9891,2,COVID-ARTIC-V3,.,2021-12-16,ff3b769d14,2,B.1.617.2,Delta (B.1.617.2-like),444.5639011600636,2021-12-04,897176,B.1.617.2,Delta (B.1.617.2-like),432.0,2021-12-16,504696,AY.47,Delta (B.1.617.2-like),530.0,2021-09-09,776654,AY.44,Delta (B.1.617.2-like),462.0,2021-11-16,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,37,0,12,2,2,10,24,True
897826,SRR20917602,2,1,1,22035,25793,1,COVID-AMPLISEQ-V1,.,2021-12-16,f3a8eb3ab8,2,AY.39.1,Delta (B.1.617.2-like),497.35952806356255,2021-10-12,897825,AY.39.1,Delta (B.1.617.2-like),432.0,2021-12-16,341764,AY.39.1,Delta (B.1.617.2-like),582.0000000001,2021-07-19,588137,AY.39.1,Delta (B.1.617.2-like),509.0,2021-09-30,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,12,5,5,1,2,1,4,False
898770,ERR7844844,1,1,1,12310,22917,1,COVID-ARTIC-V4.1,4,2021-12-17,7960a24e8e,2,BA.1.17.2,Omicron (BA.1-like),436.90502388623634,2021-12-12,898769,BA.1.17.2,Omicron (BA.1-like),431.0,2021-12-17,863777,BA.1.17.2,Omicron (BA.1-like),457.0027728781158,2021-11-21,873731,BA.1,Omicron (BA.1-like),439.0,2021-12-09,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,16,0,5,1,2,4,9,True
899982,SRR17418578,1,1,1,20704,23284,1,COVID-ARTIC-V3,.,2021-12-17,f7c5e24bf3,2,AY.3,Delta (B.1.617.2-like),438.4893118168236,2021-12-10,899981,AY.3,Delta (B.1.617.2-like),431.0,2021-12-17,457728,AY.3,Delta (B.1.617.2-like),565.0,2021-08-05,861853,AY.103,Delta (B.1.617.2-like),442.0,2021-12-06,220185,B.1.617.2,Delta (B.1.617.2-like),789.3219728454021,2020-12-24,25,0,8,1,2,10,13,True
902927,SRR17650975,4,1,1,19685,22992,0,COVID-AMPLISEQ-V1,.,2021-12-18,b64858db6f,2,BA.1.1,Omicron (Unassigned),432.0,2021-12-16,902926,BA.1.1,Omicron (Unassigned),430.0,2021-12-18,820532,BA.1.1,Omicron (BA.1-like),467.8688067694598,2021-11-11,897189,BA.1.13.1,Omicron (Unassigned),432.0000000001,2021-12-16,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,18,7,4,0,3,3,4,False
904404,ERR7889430,1,1,1,22214,23120,2,COVID-ARTIC-V4.1,.,2021-12-19,b917ff41af,2,AY.124,Delta (B.1.617.2-like),448.3306597497728,2021-11-30,904403,AY.124,Delta (B.1.617.2-like),429.0,2021-12-19,823455,AY.124,Delta (B.1.617.2-like),497.0,2021-10-12,296143,AY.4,Delta (AY.4-like),611.0,2021-06-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,27,2,8,2,2,16,6,True
908926,SRR17510738,1,1,1,23041,23048,0,COVID-ARTIC-V3,.,2021-12-21,88710f3a36,2,BA.1.1.18,Omicron (BA.1-like),428.0,2021-12-20,908925,BA.1.1.18,Omicron (BA.1-like),427.0,2021-12-21,869421,BA.1.1.18,Omicron (BA.1-like),467.46366659292033,2021-11-11,906954,BA.1.1,Omicron (BA.1-like),428.0000000004,2021-12-20,220185,B.1.617.2,Delta (B.1.617.2-like),789.3219728454021,2020-12-24,19,4,4,0,1,9,4,True
908970,SRR17847376,19,1,1,22993,23013,1,COVID-ARTIC-V3,.,2021-12-21,339050cd72,2,BA.1,Probable Omicron (Unassigned),428.0000000003,2021-12-20,908969,BA.1,Probable Omicron (Unassigned),427.0000000004,2021-12-21,904665,BA.1.1,Omicron (BA.1-like),429.0,2021-12-19,906954,BA.1.1,Omicron (BA.1-like),428.0000000004,2021-12-20,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,33,5,8,1,2,12,8,True
913020,SRR17813172,1,1,1,26895,27556,0,COVID-ARTIC-V3,.,2021-12-23,5d75f54868,2,AY.119,Delta (B.1.617.2-like),427.0,2021-12-21,913019,AY.119,Delta (B.1.617.2-like),425.0,2021-12-23,909000,AY.119,Delta (B.1.617.2-like),427.0000000001,2021-12-21,329013,AY.120.1,Delta (B.1.617.2-like),589.0,2021-07-12,1205299,BA.5.2,Omicron (BA.5-like),342.9280766703952,2022-03-16,24,5,4,0,3,17,2,False
918742,SRR20814269,2,1,1,25503,25562,2,COVID-ARTIC-V4.1,.,2021-12-27,a25b4bc02f,2,AY.3,Delta (B.1.617.2-like),430.7605006857039,2021-12-18,918741,AY.3,Delta (B.1.617.2-like),421.0,2021-12-27,863149,AY.3,Delta (B.1.617.2-like),442.0,2021-12-06,417717,AY.3,Delta (B.1.617.2-like),556.0,2021-08-14,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,28,1,6,2,2,11,11,True
925211,SRR20860861,7,1,1,25048,27377,0,COVID-ARTIC-V4.1,.,2021-12-30,3ce34f9dbf,2,BA.1.1,Omicron (BA.1-like),426.0,2021-12-22,925210,BA.1.1,Omicron (BA.1-like),418.0,2021-12-30,859284,BA.1.1,Omicron (BA.1-like),467.4248596148514,2021-11-11,910662,BA.1.17.2,Omicron (BA.1-like),426.0000000001,2021-12-22,220139,B.1.617.2,Delta (B.1.617.2-like),789.3051311564523,2020-12-24,14,2,4,0,3,8,1,False
925497,SRR20891142,1,1,1,22027,22027,1,COVID-AMPLISEQ-V1,.,2021-12-30,80e8e1ff56,2,AY.39,Delta (B.1.617.2-like),437.57791438385954,2021-12-11,925496,AY.39,Delta (B.1.617.2-like),418.0,2021-12-30,907493,AY.39,Delta (B.1.617.2-like),461.169715037798,2021-11-17,448440,AY.39,Delta (B.1.617.2-like),545.0,2021-08-25,1189192,BA.5,Omicron (BA.5-like),357.00000000040006,2022-03-01,13,5,5,1,2,5,0,False
929067,ERR8018134,1,1,1,21996,25614,2,COVID-ARTIC-V4.1,4,2022-01-03,92fdb28451,2,AY.46.5,Delta (B.1.617.2-like),437.583165958691,2021-12-11,929066,AY.46.5,Delta (B.1.617.2-like),414.0,2022-01-03,511441,AY.46.5,Delta (B.1.617.2-like),528.0000000001,2021-09-11,679136,AY.4.2,Delta (AY.4.2-like),483.0000000001,2021-10-26,903506,BA.2,Omicron (BA.2-like),452.0000000001005,2021-11-26,17,0,6,2,4,11,4,True
934558,ERR8037825,13,1,1,8648,16575,0,COVID-ARTIC-V4.1,4.1alt,2022-01-06,07d0b0d74a,2,BA.1,Omicron (BA.1-like),413.0000000001,2022-01-04,934557,BA.1,Omicron (BA.1-like),411.0,2022-01-06,901566,BA.1,Omicron (BA.1-like),430.0,2021-12-18,931242,BA.1.1,Omicron (BA.1-like),413.0000000002,2022-01-04,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,13,0,4,0,1,5,1,False
936638,SRR21145046,4,1,1,23665,27874,1,COVID-ARTIC-V4.1,.,2022-01-07,cc42bc539d,2,BA.1.1,Omicron (BA.1-like),427.0000000001,2021-12-21,936637,BA.1.1,Omicron (BA.1-like),410.0,2022-01-07,876807,BA.1.1,Omicron (BA.1-like),438.0000000001,2021-12-10,908530,BA.1.17.2,Omicron (BA.1-like),427.0000000002,2021-12-21,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,16,2,5,1,3,11,2,False
937303,ERR8035884,1,1,1,13898,23664,0,COVID-ARTIC-V4.1,4.1alt,2022-01-08,ebdb23a7ae,2,BA.1.17.2,Omicron (BA.1-like),417.1591953151831,2021-12-31,937302,BA.1.17.2,Omicron (BA.1-like),409.0,2022-01-08,863867,BA.1.17.2,Omicron (BA.1-like),441.0000000001,2021-12-07,915787,BA.1.1,Omicron (BA.1-like),422.0000000002,2021-12-26,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,9,0,4,0,3,3,4,False
938900,SRR19024311,1,1,1,22205,22673,0,COVID-ARTIC-V4.1,.,2022-01-09,237b9efaf1,2,XM,Omicron (Unassigned),433.9343614511516,2021-12-15,938899,XM,Omicron (Unassigned),408.0,2022-01-09,820532,BA.1.1,Omicron (BA.1-like),467.8688067694598,2021-11-11,843826,BA.2,Omicron (BA.2-like),452.0000000004004,2021-11-26,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,82,8,13,0,3,26,14,True
939917,ERR8037572,4,1,1,5706,6988,0,COVID-ARTIC-V4.1,4.1alt,2022-01-10,82a9f49be5,2,BA.1.17.2,Omicron (BA.1-like),411.0000000001,2022-01-06,939916,BA.1.17.2,Omicron (BA.1-like),407.0,2022-01-10,882348,BA.1.17.2,Omicron (BA.1-like),436.0,2021-12-12,934412,BA.1.17.2,Omicron (BA.1-like),411.0000000002,2022-01-06,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,9,2,4,0,2,2,5,False
941092,SRR18738982,1,1,1,14108,22194,0,COVID-ARTIC-V4.1,.,2022-01-10,b4629d409f,2,BA.1.1.14,Omicron (BA.1-like),412.0,2022-01-05,941091,BA.1.1.14,Omicron (BA.1-like),407.0,2022-01-10,933173,BA.1.1.14,Omicron (BA.1-like),412.0000000001,2022-01-05,847665,BA.1,Omicron (BA.1-like),467.3500464578852,2021-11-11,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,18,4,5,0,2,6,2,False
946761,ERR8076129,16,1,1,5387,6402,1,COVID-ARTIC-V4.1,4.1alt,2022-01-13,2126b57049,2,XF,Omicron (BA.1-like),407.0,2022-01-10,946760,XF,Omicron (BA.1-like),404.0,2022-01-13,303923,AY.4,Delta (AY.4-like),605.0,2021-06-26,940265,BA.1,Omicron (BA.1-like),407.0000000001,2022-01-10,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,130,8,6,1,6,6,75,True
960400,ERR8123888,4,1,1,12881,15714,1,COVID-ARTIC-V4.1,4.1alt,2022-01-18,7f52d2265c,2,BA.2,Omicron (Unassigned),436.6022600438424,2021-12-12,960399,BA.2,Omicron (Unassigned),399.0,2022-01-18,936694,BA.1.1,Omicron (BA.1-like),455.3108910188992,2021-11-23,843172,BA.2,Omicron (BA.2-like),447.0000000001,2021-12-01,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,84,8,14,1,3,19,28,True
960706,ERR8132150,2,1,1,12460,20762,2,COVID-ARTIC-V4.1,4.1alt,2022-01-18,f939e3f302,2,BA.1,Omicron (BA.1-like),405.94593640630814,2022-01-12,960705,BA.1,Omicron (BA.1-like),399.0,2022-01-18,941442,BA.1,Omicron (BA.1-like),406.0,2022-01-11,936060,BA.1.17.2,Omicron (BA.1-like),410.0000000001,2022-01-07,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,10,0,6,2,2,4,5,True
961285,ERR8142475,1,1,1,21619,21762,2,COVID-ARTIC-V4.1,4.1alt,2022-01-18,f86f2493de,2,BA.1,Omicron (Unassigned),407.6564197434671,2022-01-10,961284,BA.1,Omicron (Unassigned),399.0,2022-01-18,852184,AY.4,Delta (AY.4-like),444.0,2021-12-04,899100,BA.1,Omicron (BA.1-like),431.0000000001,2021-12-17,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,133,8,25,2,6,27,57,True
964555,ERR8146303,252,1,1,24504,26060,0,COVID-ARTIC-V4.1,4.1alt,2022-01-19,f03a1de9c7,2,BA.2,Omicron (Unassigned),401.0000000002,2022-01-16,964554,BA.2,Omicron (Unassigned),398.0,2022-01-19,863361,BA.2,Omicron (BA.2-like),452.0000000003004,2021-11-26,955784,BA.1.17.2,Omicron (BA.1-like),401.0000000003,2022-01-16,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,83,8,6,0,4,43,5,True
965353,ERR8153803,1156,1,1,10448,11283,1,COVID-ARTIC-V4.1,4.1alt,2022-01-19,fd46412f89,2,BA.2,Omicron (Unassigned),417.0,2021-12-31,965352,XE,Omicron (XE-like),398.0,2022-01-19,925930,BA.1.17.2,Omicron (BA.1-like),417.0000000001,2021-12-31,863361,BA.2,Omicron (BA.2-like),452.0000000003004,2021-11-26,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,84,8,7,1,4,15,33,True
966905,SRR18729435,85,1,1,13196,17410,1,COVID-ARTIC-V4.1,.,2022-01-19,ff9f5834c3,2,BA.2,Omicron (Unassigned),403.0000000001,2022-01-14,966904,XJ,Omicron (Unassigned),398.0,2022-01-19,950294,BA.1.17.2,Omicron (BA.1-like),403.0000000002,2022-01-14,863361,BA.2,Omicron (BA.2-like),452.0000000003004,2021-11-26,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,84,8,6,1,4,19,28,True
967112,SRR19814523,1,1,1,5585,6513,3,COVID-AMPLISEQ-V1,.,2022-01-19,36e8feb90b,2,AY.47,Delta (B.1.617.2-like),404.6262297236079,2022-01-13,967111,AY.47,Delta (B.1.617.2-like),398.0,2022-01-19,923134,BA.1.1,Omicron (BA.1-like),419.0,2021-12-29,857132,AY.47,Delta (B.1.617.2-like),443.0,2021-12-05,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,147,8,15,3,7,14,80,True
967397,SRR19943223,1,1,1,18509,21304,3,COVID-AMPLISEQ-V1,.,2022-01-19,2d0a38f956,2,BA.1,Omicron (BA.1-like),399.0,2022-01-18,967396,BA.1,Omicron (BA.1-like),398.0,2022-01-19,961511,BA.1,Omicron (BA.1-like),399.0000000001,2022-01-18,791356,BA.1,Omicron (BA.1-like),467.8688067695598,2021-11-11,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,16,4,7,3,2,4,4,True
967486,SRR19945157,1,1,1,10136,22193,3,COVID-AMPLISEQ-V1,.,2022-01-19,b61b79c2b8,2,BA.1.15,Omicron (BA.1-like),406.9562879087525,2022-01-11,967485,BA.1.15,Omicron (BA.1-like),398.0,2022-01-19,899171,BA.1.15,Omicron (BA.1-like),431.0,2021-12-17,945935,BA.1.1,Omicron (BA.1-like),467.2444644960309,2021-11-11,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,19,4,7,3,2,5,-2,False
967732,SRR20896705,1,1,1,16179,22194,2,COVID-AMPLISEQ-V1,.,2022-01-19,1327214279,2,BA.1,Omicron (BA.1-like),406.6145621917872,2022-01-11,967731,BA.1,Omicron (BA.1-like),398.0,2022-01-19,909232,BA.1,Omicron (BA.1-like),427.0,2021-12-21,923280,BA.1.1,Omicron (BA.1-like),444.837246022786,2021-12-04,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,18,4,6,2,1,5,2,False
974002,ERR8269618,1,1,1,26486,26488,1,COVID-ARTIC-V4.1,4.1alt,2022-01-21,8e267c077c,2,BA.1,Omicron (BA.1-like),401.1654368128204,2022-01-16,974001,BA.1,Omicron (BA.1-like),396.0,2022-01-21,950482,BA.1,Omicron (BA.1-like),403.0,2022-01-14,955470,BA.1.1,Omicron (BA.1-like),407.0,2022-01-10,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,11,1,5,1,1,6,2,False
979290,ERR8304130,1,1,1,26523,29571,1,COVID-ARTIC-V4.1,4.1alt,2022-01-22,6cc648d3ce,2,BA.1.1,Omicron (BA.1-like),412.1032668027842,2022-01-05,979289,BA.1.1,Omicron (BA.1-like),395.0,2022-01-22,895385,BA.1.1,Omicron (BA.1-like),444.0000000002,2021-12-04,882058,BA.1.17.2,Omicron (BA.1-like),436.0,2021-12-12,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,15,2,5,1,3,10,1,False
982641,ERR8476414,1,1,1,695,2668,2,COVID-ARTIC-V4.1,.,2022-01-23,9fb6e8f4a0,2,AY.5,Delta (B.1.617.2-like),399.3053160922577,2022-01-18,982640,AY.5,Delta (B.1.617.2-like),394.0,2022-01-23,955855,BA.1,Omicron (BA.1-like),401.0,2022-01-16,856984,AY.5,Delta (B.1.617.2-like),443.0,2021-12-05,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,138,8,7,2,6,0,83,False
983066,SRR18812650,1,1,1,25048,27377,0,COVID-ARTIC-V4.1,.,2022-01-23,909ebe0185,2,BA.1.1,Omicron (BA.1-like),397.0,2022-01-20,983065,BA.1.1,Omicron (BA.1-like),394.0,2022-01-23,971445,BA.1.1,Omicron (BA.1-like),397.0000000001,2022-01-20,910662,BA.1.17.2,Omicron (BA.1-like),426.0000000001,2021-12-22,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,18,2,4,0,3,12,1,False
990337,SRR18978401,1,1,1,23014,23040,1,COVID-ARTIC-V3,.,2022-01-25,2b607b9b00,2,BA.1.1.18,Probable Omicron (Unassigned),401.52441888913705,2022-01-16,990336,BA.1.1.18,Probable Omicron (Unassigned),392.0,2022-01-25,888152,BA.1.1.18,Omicron (BA.1-like),434.0,2021-12-14,918279,BA.1,Probable Omicron (Unassigned),421.0,2021-12-27,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,34,5,5,1,2,13,7,True
995433,ERR8487500,1,1,1,11474,16809,1,COVID-ARTIC-V4.1,4.1alt,2022-01-27,cdc4a004fc,2,BA.1,Omicron (BA.1-like),399.140321635924,2022-01-18,995432,BA.1,Omicron (BA.1-like),390.0,2022-01-27,892315,BA.1,Omicron (BA.1-like),433.0000000001,2021-12-15,934205,BA.1.17,Omicron (BA.1-like),411.0,2022-01-06,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,10,0,5,1,1,5,4,True
995727,ERR8495032,5,1,1,4185,4321,0,COVID-ARTIC-V4.1,4.1alt,2022-01-27,9692f8f588,2,BA.2,Omicron (BA.2-like),391.0,2022-01-26,995726,BA.2,Omicron (BA.2-like),390.0,2022-01-27,956483,BA.1,Omicron (BA.1-like),400.0,2022-01-17,991339,BA.2.10,Omicron (BA.2-like),391.0000000001,2022-01-26,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,85,8,5,0,3,6,44,True
997085,SRR20359700,3,1,1,19560,21646,3,COVID-ARTIC-V4.1,.,2022-01-27,9b15d92c80,2,BA.1.1,Omicron (BA.1-like),398.0000000001,2022-01-19,997084,BA.1.1,Omicron (BA.1-like),390.0,2022-01-27,967458,BA.1.1,Omicron (BA.1-like),398.0000000002,2022-01-19,941977,BA.1.1,Omicron (BA.1-like),406.0,2022-01-11,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,15,4,7,3,2,5,4,True
999972,SRR18805321,1,1,1,7927,20833,1,COVID-ARTIC-V4.1,.,2022-01-28,340ad22889,2,BA.1.1,Omicron (BA.1-like),398.4311512604126,2022-01-19,999971,BA.1.1,Omicron (BA.1-like),389.0,2022-01-28,930677,BA.1.1,Omicron (BA.1-like),413.0,2022-01-04,910877,BA.1.1.18,Omicron (BA.1-like),426.0,2021-12-22,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,11,2,5,1,1,2,1,False
1000242,SRR19817338,17,1,1,9054,10449,2,COVID-AMPLISEQ-V1,.,2022-01-28,c860186dc4,2,XS,Omicron (Unassigned),390.0000000003,2022-01-27,1000241,XS,Omicron (Unassigned),389.0,2022-01-28,881807,AY.103,Delta (B.1.617.2-like),479.3235125295529,2021-10-30,997121,BA.1.1,Omicron (BA.1-like),390.0000000004,2022-01-27,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,140,8,13,2,7,16,76,True
1002687,ERR8534857,1,1,1,17411,19955,2,COVID-ARTIC-V4.1,4.1alt,2022-01-29,7e6a16a3a0,2,BA.2,Omicron (Unassigned),392.0,2022-01-25,1002686,BA.2,Omicron (Unassigned),388.0,2022-01-29,989864,BA.2.34,Omicron (BA.2-like),392.0000000001,2022-01-25,940561,BA.1.1,Omicron (BA.1-like),407.0,2022-01-10,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,91,8,18,2,4,27,27,True
1003220,SRR18814882,45,1,1,17411,21595,1,COVID-ARTIC-V4.1,.,2022-01-29,31d87451fc,2,XM,Omicron (Unassigned),389.0000000001,2022-01-28,1003219,XM,Omicron (Unassigned),388.0,2022-01-29,997490,BA.1.1,Omicron (BA.1-like),389.0000000002,2022-01-28,843826,BA.2,Omicron (BA.2-like),452.0000000004004,2021-11-26,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,79,8,7,1,3,22,22,True
1008581,ERR8532228,1,1,1,13194,21587,1,COVID-ARTIC-V4.1,4.1alt,2022-01-31,58b371c61f,2,BA.1,Omicron (BA.1-like),394.7279636129283,2022-01-23,1008580,BA.1,Omicron (BA.1-like),386.0,2022-01-31,927832,BA.1,Omicron (BA.1-like),415.0,2022-01-02,929593,BA.1,Omicron (BA.1-like),414.0,2022-01-03,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,15,0,5,1,2,8,4,True
1012974,ERR8542467,6,1,1,26751,27879,1,COVID-ARTIC-V4.1,4.1alt,2022-02-01,11fb60c00a,2,BA.1.17.2,Omicron (BA.1-like),399.0,2022-01-18,1012973,BA.1.17.2,Omicron (BA.1-like),385.0,2022-02-01,842202,BA.1.17.2,Omicron (BA.1-like),447.0000000003,2021-12-01,962188,BA.1.17.2,Omicron (BA.1-like),399.0000000001,2022-01-18,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,10,4,5,1,2,5,1,False
1014313,SRR18343220,8,1,1,22196,22194,1,COVID-ARTIC-V3,.,2022-02-01,d3e7ea386f,2,XS,Omicron (Unassigned),390.0000000002,2022-01-27,1014312,XS,Omicron (Unassigned),385.0,2022-02-01,1000242,XS,Omicron (Unassigned),390.0000000003,2022-01-27,867599,BA.1,Omicron (BA.1-like),441.0000000003,2021-12-07,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,25,4,6,1,2,14,2,False
1023548,SRR18526907,1,1,1,22196,22194,0,COVID-ARTIC-V3,.,2022-02-03,61b5edbbff,2,BA.1.15,Omicron (BA.1-like),389.32708826897823,2022-01-28,1023547,BA.1.15,Omicron (BA.1-like),383.0,2022-02-03,996354,BA.1.15,Omicron (BA.1-like),390.0,2022-01-27,957455,BA.1.15,Omicron (BA.1-like),400.0,2022-01-17,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,13,4,4,0,2,4,4,True
1028159,SRR19798494,1,1,1,519,2470,0,COVID-AMPLISEQ-V1,.,2022-02-04,01fdeda7de,2,BA.1.15,Omicron (BA.1-like),383.0,2022-02-03,1028158,BA.1.15,Omicron (BA.1-like),382.0,2022-02-04,1024501,BA.1.1.18,Omicron (BA.1-like),383.0000000001,2022-02-03,1024834,BA.1.15,Omicron (BA.1-like),405.99652666047007,2022-01-12,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,15,2,4,0,3,2,11,False
1028661,SRR21547265,1,1,1,14941,22194,0,COVID-ARTIC-V4.1,.,2022-02-04,1b08ab0c7d,2,BA.1.1,Omicron (BA.1-like),390.2763474114986,2022-01-27,1028660,BA.1.1,Omicron (BA.1-like),382.0,2022-02-04,971417,BA.1.1,Omicron (BA.1-like),397.0,2022-01-20,791356,BA.1,Omicron (BA.1-like),467.8688067695598,2021-11-11,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,15,4,5,0,1,7,1,False
1030562,ERR8619597,166285,1,1,26859,27382,0,COVID-ARTIC-V4.1,4.1alt,2022-02-05,126ab14670,2,BA.2,Omicron (BA.2-like),400.3703493620481,2022-01-17,1030561,BA.2,Omicron (BA.2-like),381.0,2022-02-05,902972,BA.2.10,Omicron (BA.2-like),430.0000000001,2021-12-18,891294,BA.1.1.18,Omicron (BA.1-like),434.0,2021-12-14,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,89,8,4,0,5,48,3,False
1034619,ERR8627711,64,3,1,5925,8393,1,COVID-ARTIC-V4.1,4.1alt,2022-02-06,e1db8d4b7e,4,XL,Omicron (BA.2-like),402.14876460885154,2022-01-15,1034616,XL,Omicron (BA.2-like),380.0,2022-02-06,927499,BA.1.17.2,Omicron (BA.1-like),415.0,2022-01-02,887654,BA.2,Omicron (BA.2-like),452.0000000002004,2021-11-26,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,86,8,9,1,4,10,40,True
1044332,SRR18234565,14,2,1,25923,29734,1,COVID-VARSKIP-V1a-2b,.,2022-02-08,46061a0639,3,BA.1.18,Omicron (BA.1-like),397.0000000001,2022-01-20,1044330,BA.1.18,Omicron (BA.1-like),378.0,2022-02-08,920939,BA.1.18,Omicron (BA.1-like),456.0,2021-11-22,971194,BA.1.1,Omicron (BA.1-like),397.0000000002,2022-01-20,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,12,2,5,1,2,6,3,False
1048126,ERR8686127,1,1,1,10448,11283,0,COVID-ARTIC-V4.1,4.1alt,2022-02-09,af52048a26,2,BA.1,Omicron (Unassigned),379.0,2022-02-07,1048125,BA.1,Omicron (Unassigned),377.0,2022-02-09,1037964,BA.2,Omicron (BA.2-like),379.0000000001,2022-02-07,977072,BA.1.1,Omicron (BA.1-like),419.0,2021-12-29,791357,BA.1,Omicron (BA.1-like),468.25378535759074,2021-11-10,89,8,10,0,3,16,38,True
